[1320, 1176]
[folio, [72.0, 54.0, 164.0, 18.0], shoonya_0sASZC8YY8MHAS, 5694154]
[folio, [72.0, 72.0, 164.0, 18.0], shoonya_0sASZC8YY8MHAS, 5694154]
[folio, [72.0, 90.0, 164.0, 18.0], shoonya_0sASZC8YY8MHAS, 5694154]
[folio, [72.0, 108.0, 164.0, 18.0], shoonya_0sASZC8YY8MHAS, 5694154]
[folio, [72.0, 126.0, 164.0, 18.0], shoonya_0sASZC8YY8MHAS, 5694154]
[folio, [72.0, 144.0, 164.0, 18.0], shoonya_0sASZC8YY8MHAS, 5694154]
[paragraph, [748.0, 179.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 197.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 215.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 233.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 251.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 269.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 287.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 305.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 323.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 341.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 359.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 377.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 395.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 413.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 431.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 449.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 467.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 485.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 503.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 521.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 539.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 557.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 575.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 593.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 611.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 629.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 647.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 665.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [748.0, 683.0, 320.0, 18.0], aMdwrP_Xu0, 5694154]
[paragraph, [415.0, 180.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 198.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 216.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 234.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 252.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 270.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 288.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 306.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 324.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 342.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 360.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 378.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 396.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 414.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 432.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 450.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 468.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [415.0, 486.0, 315.0, 18.0], wsGzwU10MG, 5694154]
[paragraph, [79.0, 186.0, 315.0, 18.0], ht6oPswtfw, 5694154]
[paragraph, [79.0, 204.0, 315.0, 18.0], ht6oPswtfw, 5694154]
[paragraph, [79.0, 222.0, 315.0, 18.0], ht6oPswtfw, 5694154]
[paragraph, [79.0, 240.0, 315.0, 18.0], ht6oPswtfw, 5694154]
[paragraph, [79.0, 258.0, 315.0, 18.0], ht6oPswtfw, 5694154]
[paragraph, [79.0, 276.0, 315.0, 18.0], ht6oPswtfw, 5694154]
[paragraph, [79.0, 294.0, 315.0, 18.0], ht6oPswtfw, 5694154]
[paragraph, [79.0, 312.0, 315.0, 18.0], ht6oPswtfw, 5694154]
[paragraph, [79.0, 330.0, 315.0, 18.0], ht6oPswtfw, 5694154]
[paragraph, [79.0, 348.0, 315.0, 18.0], ht6oPswtfw, 5694154]
[paragraph, [82.0, 422.0, 314.0, 18.0], pn9yTDQi57, 5694154]
[paragraph, [82.0, 440.0, 314.0, 18.0], pn9yTDQi57, 5694154]
[paragraph, [82.0, 458.0, 314.0, 18.0], pn9yTDQi57, 5694154]
[paragraph, [82.0, 476.0, 314.0, 18.0], pn9yTDQi57, 5694154]
[paragraph, [425.0, 518.0, 306.0, 18.0], CiM_ZWPHNj, 5694154]
[paragraph, [425.0, 536.0, 306.0, 18.0], CiM_ZWPHNj, 5694154]
[paragraph, [425.0, 554.0, 306.0, 18.0], CiM_ZWPHNj, 5694154]
[paragraph, [425.0, 572.0, 306.0, 18.0], CiM_ZWPHNj, 5694154]
[paragraph, [425.0, 606.0, 302.0, 18.0], 9HtqHS-J66, 5694154]
[paragraph, [425.0, 624.0, 302.0, 18.0], 9HtqHS-J66, 5694154]
[paragraph, [425.0, 642.0, 302.0, 18.0], 9HtqHS-J66, 5694154]
[paragraph, [425.0, 660.0, 302.0, 18.0], 9HtqHS-J66, 5694154]
[paragraph, [425.0, 678.0, 302.0, 18.0], 9HtqHS-J66, 5694154]
[paragraph, [107.0, 685.0, 286.0, 18.0], _GZBFspXfe, 5694154]
