[2200, 1700]
[paragraph, [361.0, 86.0, 1081.0, 36.0], shoonya_2sCCHL9SGBWIQ1, 5730728]
[paragraph, [361.0, 122.0, 1081.0, 36.0], shoonya_2sCCHL9SGBWIQ1, 5730728]
[paragraph, [361.0, 158.0, 1081.0, 36.0], shoonya_2sCCHL9SGBWIQ1, 5730728]
[paragraph, [354.0, 212.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 248.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 284.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 320.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 356.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 392.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 428.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 464.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 500.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 536.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 572.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 608.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 644.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 680.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 716.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 752.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 788.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 824.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 860.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 896.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 932.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 968.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 1004.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 1040.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 1076.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 1112.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [354.0, 1148.0, 1095.0, 36.0], shoonya_1sPN25TPNKWS3K, 5730728]
[paragraph, [337.0, 1200.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1236.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1272.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1308.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1344.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1380.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1416.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1452.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1488.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1524.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1560.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1596.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1632.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1668.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1704.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1740.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1776.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1812.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1848.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1884.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[paragraph, [337.0, 1920.0, 1096.0, 36.0], shoonya_0sKZMAWCNBNUD4, 5730728]
[folio, [339.0, 2038.0, 360.0, 36.0], xHZCYHa2ea, 5730728]
