[792, 612]
[paragraph, [59.0, 52.0, 160.0, 18.0], shoonya_0sEU8DXIOMGWLM, 6514135]
[paragraph, [59.0, 70.0, 160.0, 18.0], shoonya_0sEU8DXIOMGWLM, 6514135]
[paragraph, [59.0, 88.0, 160.0, 18.0], shoonya_0sEU8DXIOMGWLM, 6514135]
[paragraph, [226.0, 54.0, 159.0, 18.0], jJNh0QEVgt, 6514135]
[paragraph, [391.0, 54.0, 159.0, 18.0], y19f9A6VUf, 6514135]
[paragraph, [391.0, 72.0, 159.0, 18.0], y19f9A6VUf, 6514135]
[paragraph, [391.0, 90.0, 159.0, 18.0], y19f9A6VUf, 6514135]
[paragraph, [391.0, 108.0, 159.0, 18.0], y19f9A6VUf, 6514135]
[paragraph, [391.0, 126.0, 159.0, 18.0], y19f9A6VUf, 6514135]
[paragraph, [226.0, 82.0, 159.0, 18.0], XMCxw813U6, 6514135]
[paragraph, [226.0, 100.0, 159.0, 18.0], XMCxw813U6, 6514135]
[paragraph, [62.0, 121.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 139.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 157.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 175.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 193.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 211.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 229.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 247.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 265.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 283.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 301.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 319.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 337.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 355.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 373.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 391.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 409.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 427.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 445.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 463.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 481.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 499.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 517.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [62.0, 535.0, 158.0, 18.0], shoonya_13s3EI4STDIWJL, 6514135]
[paragraph, [226.0, 121.0, 159.0, 18.0], nkZaQjOqiv, 6514135]
[paragraph, [226.0, 148.0, 158.0, 18.0], wRyRFFETYx, 6514135]
[paragraph, [226.0, 166.0, 158.0, 18.0], wRyRFFETYx, 6514135]
[paragraph, [391.0, 161.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 179.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 197.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 215.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 233.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 251.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 269.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 287.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 305.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 323.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 341.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 359.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 377.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 395.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 413.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 431.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 449.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [391.0, 467.0, 160.0, 18.0], y1qAJqDWL9, 6514135]
[paragraph, [227.0, 187.0, 158.0, 18.0], awfo7To3Tj, 6514135]
[paragraph, [227.0, 205.0, 158.0, 18.0], awfo7To3Tj, 6514135]
[paragraph, [227.0, 223.0, 158.0, 18.0], awfo7To3Tj, 6514135]
[paragraph, [227.0, 241.0, 158.0, 18.0], awfo7To3Tj, 6514135]
[paragraph, [227.0, 259.0, 158.0, 18.0], awfo7To3Tj, 6514135]
[paragraph, [227.0, 277.0, 158.0, 18.0], awfo7To3Tj, 6514135]
[paragraph, [227.0, 295.0, 158.0, 18.0], awfo7To3Tj, 6514135]
[paragraph, [227.0, 313.0, 158.0, 18.0], awfo7To3Tj, 6514135]
[paragraph, [227.0, 331.0, 158.0, 18.0], awfo7To3Tj, 6514135]
[paragraph, [227.0, 349.0, 158.0, 18.0], awfo7To3Tj, 6514135]
[paragraph, [227.0, 367.0, 158.0, 18.0], awfo7To3Tj, 6514135]
[paragraph, [227.0, 385.0, 158.0, 18.0], awfo7To3Tj, 6514135]
[paragraph, [227.0, 403.0, 158.0, 18.0], awfo7To3Tj, 6514135]
[paragraph, [227.0, 444.0, 159.0, 18.0], UOY3iOX2GO, 6514135]
[paragraph, [227.0, 462.0, 159.0, 18.0], UOY3iOX2GO, 6514135]
[paragraph, [391.0, 491.0, 159.0, 18.0], OE07Hszpbv, 6514135]
[paragraph, [391.0, 509.0, 159.0, 18.0], OE07Hszpbv, 6514135]
[paragraph, [391.0, 527.0, 159.0, 18.0], OE07Hszpbv, 6514135]
[paragraph, [391.0, 545.0, 159.0, 18.0], OE07Hszpbv, 6514135]
[paragraph, [391.0, 563.0, 159.0, 18.0], OE07Hszpbv, 6514135]
[paragraph, [391.0, 581.0, 159.0, 18.0], OE07Hszpbv, 6514135]
[paragraph, [391.0, 599.0, 159.0, 18.0], OE07Hszpbv, 6514135]
[paragraph, [391.0, 617.0, 159.0, 18.0], OE07Hszpbv, 6514135]
[paragraph, [391.0, 635.0, 159.0, 18.0], OE07Hszpbv, 6514135]
[paragraph, [391.0, 653.0, 159.0, 18.0], OE07Hszpbv, 6514135]
[paragraph, [391.0, 671.0, 159.0, 18.0], OE07Hszpbv, 6514135]
[paragraph, [391.0, 689.0, 159.0, 18.0], OE07Hszpbv, 6514135]
[paragraph, [226.0, 502.0, 159.0, 18.0], mwYlduafgo, 6514135]
[paragraph, [226.0, 520.0, 159.0, 18.0], mwYlduafgo, 6514135]
