[2339, 1656]
[paragraph, [286.0, 198.0, 1179.0, 36.0], shoonya_2sJYJL8KUD8MDW, 5731108]
[paragraph, [286.0, 234.0, 1179.0, 36.0], shoonya_2sJYJL8KUD8MDW, 5731108]
[paragraph, [286.0, 270.0, 1179.0, 36.0], shoonya_2sJYJL8KUD8MDW, 5731108]
[paragraph, [287.0, 342.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 378.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 414.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 450.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 486.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 522.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 558.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 594.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 630.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 666.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 702.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 738.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 774.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 810.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 846.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 882.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 918.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 954.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 990.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 1026.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 1062.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 1098.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 1134.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [287.0, 1170.0, 1176.0, 36.0], shoonya_0sBBBH03W1X73Y, 5731108]
[paragraph, [290.0, 1231.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1267.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1303.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1339.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1375.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1411.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1447.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1483.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1519.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1555.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1591.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1627.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1663.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1699.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1735.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1771.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1807.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1843.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1879.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1915.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1951.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 1987.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 2023.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 2059.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
[paragraph, [290.0, 2095.0, 1171.0, 36.0], shoonya_1s5QE15QN7ZPVS, 5731108]
