[3300, 2550]
[paragraph, [283.0, 286.0, 1998.0, 52.5], wGwnaVTwpo, 5720406]
[paragraph, [283.0, 338.5, 1998.0, 52.5], wGwnaVTwpo, 5720406]
[paragraph, [283.0, 391.0, 1998.0, 52.5], wGwnaVTwpo, 5720406]
[paragraph, [283.0, 443.5, 1998.0, 52.5], wGwnaVTwpo, 5720406]
[paragraph, [283.0, 496.0, 1998.0, 52.5], wGwnaVTwpo, 5720406]
[paragraph, [283.0, 548.5, 1998.0, 52.5], wGwnaVTwpo, 5720406]
[paragraph, [283.0, 601.0, 1998.0, 52.5], wGwnaVTwpo, 5720406]
[paragraph, [283.0, 653.5, 1998.0, 52.5], wGwnaVTwpo, 5720406]
[paragraph, [283.0, 706.0, 1998.0, 52.5], wGwnaVTwpo, 5720406]
[paragraph, [283.0, 758.5, 1998.0, 52.5], wGwnaVTwpo, 5720406]
[paragraph, [283.0, 811.0, 1998.0, 52.5], wGwnaVTwpo, 5720406]
[paragraph, [283.0, 863.5, 1998.0, 52.5], wGwnaVTwpo, 5720406]
[paragraph, [280.0, 1113.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 1165.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 1218.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 1270.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 1323.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 1375.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 1428.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 1480.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 1533.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 1585.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 1638.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 1690.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 1743.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 1795.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 1848.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 1900.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 1953.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2005.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2058.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2110.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2163.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2215.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2268.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2320.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2373.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2425.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2478.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2530.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2583.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2635.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2688.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2740.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2793.0, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
[paragraph, [280.0, 2845.5, 2004.0, 52.5], shoonya_1sLZNS5FJM5KAE, 5720406]
