[1650, 1275]
[section-title, [164.0, 73.0, 236.0, 49.5], shoonya_7s6NNDXMOX9Q57, 6471695]
[author, [172.0, 130.0, 199.0, 36.0], shoonya_0sN3C6A3NZ9KTJ, 6471695]
[headline, [162.0, 369.0, 434.0, 37.5], shoonya_5sQVBG784B2O10, 6471695]
[headline, [162.0, 406.5, 434.0, 37.5], shoonya_5sQVBG784B2O10, 6471695]
[headline, [162.0, 444.0, 434.0, 37.5], shoonya_5sQVBG784B2O10, 6471695]
[headline, [162.0, 481.5, 434.0, 37.5], shoonya_5sQVBG784B2O10, 6471695]
[headline, [162.0, 519.0, 434.0, 37.5], shoonya_5sQVBG784B2O10, 6471695]
[headline, [162.0, 556.5, 434.0, 37.5], shoonya_5sQVBG784B2O10, 6471695]
[headline, [162.0, 594.0, 434.0, 37.5], shoonya_5sQVBG784B2O10, 6471695]
[headline, [162.0, 631.5, 434.0, 37.5], shoonya_5sQVBG784B2O10, 6471695]
[headline, [162.0, 669.0, 434.0, 37.5], shoonya_5sQVBG784B2O10, 6471695]
[headline, [162.0, 706.5, 434.0, 37.5], shoonya_5sQVBG784B2O10, 6471695]
[paragraph, [151.0, 833.0, 938.0, 36.0], shoonya_6sHUYP0EO8DRFY, 6471695]
[paragraph, [151.0, 869.0, 938.0, 36.0], shoonya_6sHUYP0EO8DRFY, 6471695]
[paragraph, [151.0, 905.0, 938.0, 36.0], shoonya_6sHUYP0EO8DRFY, 6471695]
[paragraph, [151.0, 941.0, 938.0, 36.0], shoonya_6sHUYP0EO8DRFY, 6471695]
[paragraph, [297.0, 1044.0, 394.0, 36.0], shoonya_1sKW459BZ5UOKL, 6471695]
[paragraph, [297.0, 1080.0, 394.0, 36.0], shoonya_1sKW459BZ5UOKL, 6471695]
[paragraph, [297.0, 1116.0, 394.0, 36.0], shoonya_1sKW459BZ5UOKL, 6471695]
[paragraph, [297.0, 1152.0, 394.0, 36.0], shoonya_1sKW459BZ5UOKL, 6471695]
[paragraph, [297.0, 1188.0, 394.0, 36.0], shoonya_1sKW459BZ5UOKL, 6471695]
[paragraph, [297.0, 1224.0, 394.0, 36.0], shoonya_1sKW459BZ5UOKL, 6471695]
[paragraph, [297.0, 1260.0, 394.0, 36.0], shoonya_1sKW459BZ5UOKL, 6471695]
[paragraph, [297.0, 1296.0, 394.0, 36.0], shoonya_1sKW459BZ5UOKL, 6471695]
[paragraph, [691.0, 1063.0, 385.0, 36.0], vM3r-6ACM_, 6471695]
[paragraph, [691.0, 1099.0, 385.0, 36.0], vM3r-6ACM_, 6471695]
[paragraph, [691.0, 1135.0, 385.0, 36.0], vM3r-6ACM_, 6471695]
[paragraph, [691.0, 1171.0, 385.0, 36.0], vM3r-6ACM_, 6471695]
[paragraph, [691.0, 1207.0, 385.0, 36.0], vM3r-6ACM_, 6471695]
[paragraph, [691.0, 1243.0, 385.0, 36.0], vM3r-6ACM_, 6471695]
[paragraph, [691.0, 1279.0, 385.0, 36.0], vM3r-6ACM_, 6471695]
[paragraph, [691.0, 1315.0, 385.0, 36.0], vM3r-6ACM_, 6471695]
[paragraph, [691.0, 1351.0, 385.0, 36.0], vM3r-6ACM_, 6471695]
[paragraph, [691.0, 1387.0, 385.0, 36.0], vM3r-6ACM_, 6471695]
[paragraph, [298.0, 1344.0, 385.0, 36.0], shoonya_3s9KMCNXUCV7O9, 6471695]
[paragraph, [298.0, 1380.0, 385.0, 36.0], shoonya_3s9KMCNXUCV7O9, 6471695]
[paragraph, [298.0, 1416.0, 385.0, 36.0], shoonya_3s9KMCNXUCV7O9, 6471695]
