[2339, 1653]
[paragraph, [326.0, 159.0, 1136.0, 36.0], shoonya_2sMKHSFCEHC6JI, 5734528]
[paragraph, [326.0, 195.0, 1136.0, 36.0], shoonya_2sMKHSFCEHC6JI, 5734528]
[paragraph, [326.0, 231.0, 1136.0, 36.0], shoonya_2sMKHSFCEHC6JI, 5734528]
[paragraph, [326.0, 267.0, 1136.0, 36.0], shoonya_2sMKHSFCEHC6JI, 5734528]
[paragraph, [326.0, 303.0, 1136.0, 36.0], shoonya_2sMKHSFCEHC6JI, 5734528]
[paragraph, [326.0, 339.0, 1136.0, 36.0], shoonya_2sMKHSFCEHC6JI, 5734528]
[paragraph, [326.0, 375.0, 1136.0, 36.0], shoonya_2sMKHSFCEHC6JI, 5734528]
[paragraph, [326.0, 411.0, 1136.0, 36.0], shoonya_2sMKHSFCEHC6JI, 5734528]
[paragraph, [326.0, 447.0, 1136.0, 36.0], shoonya_2sMKHSFCEHC6JI, 5734528]
[paragraph, [326.0, 483.0, 1136.0, 36.0], shoonya_2sMKHSFCEHC6JI, 5734528]
[paragraph, [326.0, 519.0, 1136.0, 36.0], shoonya_2sMKHSFCEHC6JI, 5734528]
[paragraph, [326.0, 555.0, 1136.0, 36.0], shoonya_2sMKHSFCEHC6JI, 5734528]
[paragraph, [326.0, 591.0, 1136.0, 36.0], shoonya_2sMKHSFCEHC6JI, 5734528]
[paragraph, [326.0, 627.0, 1136.0, 36.0], shoonya_2sMKHSFCEHC6JI, 5734528]
[paragraph, [326.0, 663.0, 1136.0, 36.0], shoonya_2sMKHSFCEHC6JI, 5734528]
[paragraph, [326.0, 725.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 761.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 797.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 833.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 869.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 905.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 941.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 977.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 1013.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 1049.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 1085.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 1121.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 1157.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 1193.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 1229.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 1265.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 1301.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 1337.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [326.0, 1373.0, 1135.0, 36.0], shoonya_1sT2XNH8UTDYVK, 5734528]
[paragraph, [325.0, 1445.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 1481.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 1517.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 1553.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 1589.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 1625.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 1661.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 1697.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 1733.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 1769.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 1805.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 1841.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 1877.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 1913.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 1949.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 1985.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 2021.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[paragraph, [325.0, 2057.0, 1134.0, 36.0], shoonya_0sYYXXSOJX29PL, 5734528]
[folio, [1176.0, 2158.0, 211.0, 36.0], Tl03Swpbwe, 5734528]
