[1296, 864]
[chapter-title, [463.0, 39.0, 285.0, 30.0], zLAPno8S44, 5656240]
[chapter-title, [463.0, 69.0, 285.0, 30.0], zLAPno8S44, 5656240]
[section-title, [400.0, 88.0, 415.0, 30.0], 12Ks1E-YT8, 5656240]
[section-title, [400.0, 118.0, 415.0, 30.0], 12Ks1E-YT8, 5656240]
[section-title, [400.0, 148.0, 415.0, 30.0], 12Ks1E-YT8, 5656240]
[sub-section-title, [403.0, 204.0, 406.0, 25.5], OzTSbA-idM, 5656240]
[sub-section-title, [403.0, 229.5, 406.0, 25.5], OzTSbA-idM, 5656240]
[unordered-list, [21.0, 292.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 310.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 328.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 346.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 364.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 382.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 400.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 418.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 436.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 454.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 472.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 490.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 508.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 526.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 544.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 562.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 580.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 598.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 616.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 634.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 652.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 670.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 688.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 706.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 724.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 742.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 760.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 778.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 796.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 814.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 832.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 850.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 868.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 886.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 904.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 922.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 940.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 958.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 976.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 994.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 1012.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 1030.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 1048.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 1066.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 1084.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 1102.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 1120.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[unordered-list, [21.0, 1138.0, 825.0, 18.0], flOeDNKrT6, 5656240]
[footnote, [32.0, 1196.0, 439.0, 18.0], shoonya_2sQ9JKWN4CYDCQ, 5656240]
