[1275, 750]
[folio, [249.0, 87.0, 250.0, 18.0], fl3LneoZNm, 5767552]
[folio, [249.0, 105.0, 250.0, 18.0], fl3LneoZNm, 5767552]
[section-title, [142.0, 155.0, 451.0, 30.0], shoonya_3s256LQMTXDNQF, 5767552]
[section-title, [142.0, 185.0, 451.0, 30.0], shoonya_3s256LQMTXDNQF, 5767552]
[section-title, [142.0, 215.0, 451.0, 30.0], shoonya_3s256LQMTXDNQF, 5767552]
[paragraph, [72.0, 268.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 286.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 304.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 322.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 340.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 358.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 376.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 394.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 412.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 430.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 448.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 466.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 484.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 502.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 520.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 538.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 556.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 574.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 592.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 610.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 628.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 646.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 664.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 682.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 700.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [72.0, 718.0, 627.0, 18.0], shoonya_0sUASG8B79SBV2, 5767552]
[paragraph, [69.0, 754.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 772.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 790.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 808.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 826.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 844.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 862.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 880.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 898.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 916.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 934.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 952.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 970.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 988.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 1006.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 1024.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 1042.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 1060.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 1078.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 1096.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 1114.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 1132.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 1150.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
[paragraph, [69.0, 1168.0, 632.0, 18.0], shoonya_1sJLAOH5LNSF01, 5767552]
