[1320, 1176]
[folio, [938.0, 72.0, 167.0, 18.0], fX6hepKeTL, 5694132]
[folio, [938.0, 90.0, 167.0, 18.0], fX6hepKeTL, 5694132]
[folio, [938.0, 108.0, 167.0, 18.0], fX6hepKeTL, 5694132]
[folio, [938.0, 126.0, 167.0, 18.0], fX6hepKeTL, 5694132]
[folio, [938.0, 144.0, 167.0, 18.0], fX6hepKeTL, 5694132]
[folio, [938.0, 162.0, 167.0, 18.0], fX6hepKeTL, 5694132]
[paragraph, [425.0, 191.0, 321.0, 18.0], HSQY9eKYhd, 5694132]
[paragraph, [425.0, 209.0, 321.0, 18.0], HSQY9eKYhd, 5694132]
[paragraph, [425.0, 227.0, 321.0, 18.0], HSQY9eKYhd, 5694132]
[paragraph, [425.0, 245.0, 321.0, 18.0], HSQY9eKYhd, 5694132]
[section-title, [757.0, 191.0, 336.0, 30.0], GxZYEg3_IB, 5694132]
[section-title, [757.0, 221.0, 336.0, 30.0], GxZYEg3_IB, 5694132]
[section-title, [757.0, 251.0, 336.0, 30.0], GxZYEg3_IB, 5694132]
[chapter-title, [124.0, 209.0, 252.0, 30.0], G-3Ux3byZO, 5694132]
[chapter-title, [124.0, 239.0, 252.0, 30.0], G-3Ux3byZO, 5694132]
[section-title, [87.0, 284.0, 186.0, 30.0], rd1HLQCFgV, 5694132]
[paragraph, [762.0, 287.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 305.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 323.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 341.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 359.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 377.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 395.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 413.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 431.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 449.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 467.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 485.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 503.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 521.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 539.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 557.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 575.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 593.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 611.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 629.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 647.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 665.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 683.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 701.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [762.0, 719.0, 338.0, 18.0], uEVc9jByiA, 5694132]
[paragraph, [425.0, 296.0, 329.0, 18.0], De1hdeFR5S, 5694132]
[paragraph, [425.0, 314.0, 329.0, 18.0], De1hdeFR5S, 5694132]
[paragraph, [425.0, 332.0, 329.0, 18.0], De1hdeFR5S, 5694132]
[paragraph, [425.0, 350.0, 329.0, 18.0], De1hdeFR5S, 5694132]
[paragraph, [425.0, 368.0, 329.0, 18.0], De1hdeFR5S, 5694132]
[paragraph, [425.0, 386.0, 329.0, 18.0], De1hdeFR5S, 5694132]
[paragraph, [425.0, 404.0, 329.0, 18.0], De1hdeFR5S, 5694132]
[paragraph, [86.0, 321.0, 326.0, 18.0], kFtVJ-gNCl, 5694132]
[paragraph, [86.0, 339.0, 326.0, 18.0], kFtVJ-gNCl, 5694132]
[paragraph, [86.0, 357.0, 326.0, 18.0], kFtVJ-gNCl, 5694132]
[paragraph, [86.0, 375.0, 326.0, 18.0], kFtVJ-gNCl, 5694132]
[paragraph, [86.0, 393.0, 326.0, 18.0], kFtVJ-gNCl, 5694132]
[paragraph, [86.0, 411.0, 326.0, 18.0], kFtVJ-gNCl, 5694132]
[paragraph, [86.0, 429.0, 326.0, 18.0], kFtVJ-gNCl, 5694132]
[paragraph, [86.0, 447.0, 326.0, 18.0], kFtVJ-gNCl, 5694132]
[paragraph, [86.0, 465.0, 326.0, 18.0], kFtVJ-gNCl, 5694132]
[sub-section-title, [422.0, 434.0, 228.0, 25.5], fNMwYy6Tw6, 5694132]
[paragraph, [421.0, 465.0, 335.0, 18.0], _5Bq36KzbY, 5694132]
[paragraph, [421.0, 483.0, 335.0, 18.0], _5Bq36KzbY, 5694132]
[paragraph, [421.0, 501.0, 335.0, 18.0], _5Bq36KzbY, 5694132]
[paragraph, [421.0, 519.0, 335.0, 18.0], _5Bq36KzbY, 5694132]
[paragraph, [421.0, 537.0, 335.0, 18.0], _5Bq36KzbY, 5694132]
[paragraph, [421.0, 555.0, 335.0, 18.0], _5Bq36KzbY, 5694132]
[paragraph, [421.0, 573.0, 335.0, 18.0], _5Bq36KzbY, 5694132]
[paragraph, [421.0, 591.0, 335.0, 18.0], _5Bq36KzbY, 5694132]
[paragraph, [421.0, 609.0, 335.0, 18.0], _5Bq36KzbY, 5694132]
[paragraph, [421.0, 627.0, 335.0, 18.0], _5Bq36KzbY, 5694132]
[paragraph, [421.0, 645.0, 335.0, 18.0], _5Bq36KzbY, 5694132]
[paragraph, [421.0, 663.0, 335.0, 18.0], _5Bq36KzbY, 5694132]
[paragraph, [83.0, 520.0, 326.0, 18.0], ug12pF0ZDg, 5694132]
[paragraph, [83.0, 538.0, 326.0, 18.0], ug12pF0ZDg, 5694132]
[paragraph, [83.0, 556.0, 326.0, 18.0], ug12pF0ZDg, 5694132]
[paragraph, [83.0, 574.0, 326.0, 18.0], ug12pF0ZDg, 5694132]
[paragraph, [83.0, 592.0, 326.0, 18.0], ug12pF0ZDg, 5694132]
[paragraph, [83.0, 651.0, 330.0, 18.0], ICnQ0o20Cw, 5694132]
[paragraph, [83.0, 669.0, 330.0, 18.0], ICnQ0o20Cw, 5694132]
[paragraph, [83.0, 687.0, 330.0, 18.0], ICnQ0o20Cw, 5694132]
[paragraph, [83.0, 705.0, 330.0, 18.0], ICnQ0o20Cw, 5694132]
[paragraph, [83.0, 723.0, 330.0, 18.0], ICnQ0o20Cw, 5694132]
[paragraph, [761.0, 743.0, 330.0, 18.0], shoonya_0sRLDPSFP3EYCN, 5694132]
[paragraph, [761.0, 761.0, 330.0, 18.0], shoonya_0sRLDPSFP3EYCN, 5694132]
[paragraph, [761.0, 779.0, 330.0, 18.0], shoonya_0sRLDPSFP3EYCN, 5694132]
[paragraph, [761.0, 797.0, 330.0, 18.0], shoonya_0sRLDPSFP3EYCN, 5694132]
[paragraph, [761.0, 815.0, 330.0, 18.0], shoonya_0sRLDPSFP3EYCN, 5694132]
[paragraph, [761.0, 833.0, 330.0, 18.0], shoonya_0sRLDPSFP3EYCN, 5694132]
[paragraph, [761.0, 851.0, 330.0, 18.0], shoonya_0sRLDPSFP3EYCN, 5694132]
[paragraph, [761.0, 869.0, 330.0, 18.0], shoonya_0sRLDPSFP3EYCN, 5694132]
[paragraph, [78.0, 793.0, 335.0, 18.0], 4v622FzPs9, 5694132]
[paragraph, [78.0, 811.0, 335.0, 18.0], 4v622FzPs9, 5694132]
[paragraph, [78.0, 829.0, 335.0, 18.0], 4v622FzPs9, 5694132]
[paragraph, [78.0, 847.0, 335.0, 18.0], 4v622FzPs9, 5694132]
[paragraph, [78.0, 865.0, 335.0, 18.0], 4v622FzPs9, 5694132]
[paragraph, [78.0, 883.0, 335.0, 18.0], 4v622FzPs9, 5694132]
[paragraph, [78.0, 901.0, 335.0, 18.0], 4v622FzPs9, 5694132]
[paragraph, [78.0, 919.0, 335.0, 18.0], 4v622FzPs9, 5694132]
[paragraph, [78.0, 937.0, 335.0, 18.0], 4v622FzPs9, 5694132]
[paragraph, [78.0, 955.0, 335.0, 18.0], 4v622FzPs9, 5694132]
[paragraph, [78.0, 973.0, 335.0, 18.0], 4v622FzPs9, 5694132]
[paragraph, [78.0, 991.0, 335.0, 18.0], 4v622FzPs9, 5694132]
[paragraph, [78.0, 1009.0, 335.0, 18.0], 4v622FzPs9, 5694132]
[paragraph, [78.0, 1027.0, 335.0, 18.0], 4v622FzPs9, 5694132]
[sub-section-title, [416.0, 845.0, 212.0, 25.5], Ye1EbRf2OK, 5694132]
[paragraph, [424.0, 873.0, 330.0, 18.0], QADTD1Kpqh, 5694132]
[paragraph, [424.0, 891.0, 330.0, 18.0], QADTD1Kpqh, 5694132]
[paragraph, [424.0, 909.0, 330.0, 18.0], QADTD1Kpqh, 5694132]
[paragraph, [424.0, 927.0, 330.0, 18.0], QADTD1Kpqh, 5694132]
[paragraph, [424.0, 945.0, 330.0, 18.0], QADTD1Kpqh, 5694132]
[paragraph, [424.0, 963.0, 330.0, 18.0], QADTD1Kpqh, 5694132]
[paragraph, [424.0, 981.0, 330.0, 18.0], QADTD1Kpqh, 5694132]
