[1031, 622]
[section-title, [245.0, 67.0, 129.0, 30.0], KuH8ygUZiP, 5709684]
[paragraph, [52.0, 114.0, 533.0, 18.0], shoonya_2s1Z2ZWJDOH41X, 5709684]
[paragraph, [52.0, 132.0, 533.0, 18.0], shoonya_2s1Z2ZWJDOH41X, 5709684]
[paragraph, [52.0, 150.0, 533.0, 18.0], shoonya_2s1Z2ZWJDOH41X, 5709684]
[paragraph, [52.0, 176.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 194.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 212.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 230.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 248.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 266.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 284.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 302.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 320.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 338.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 356.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 374.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 392.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 410.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 428.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 446.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 464.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 482.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 500.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [52.0, 518.0, 528.0, 18.0], shoonya_0sEFFCXGP2FBUN, 5709684]
[paragraph, [56.0, 544.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 562.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 580.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 598.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 616.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 634.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 652.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 670.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 688.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 706.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 724.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 742.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 760.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 778.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 796.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 814.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 832.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 850.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 868.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [56.0, 886.0, 524.0, 18.0], shoonya_1sZ4YVQACER944, 5709684]
[paragraph, [59.0, 911.0, 514.0, 18.0], shoonya_3sY9Q8MRBAPCYM, 5709684]
[folio, [457.0, 941.0, 47.0, 18.0], hXTmMzbKYt, 5709684]
