[3509, 2480]
[paragraph, [361.0, 359.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 411.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 464.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 516.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 569.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 621.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 674.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 726.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 779.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 831.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 884.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 936.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 989.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1041.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1094.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1146.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1199.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1251.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1304.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1356.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1409.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1461.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1514.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1566.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1619.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1671.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1724.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1776.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1829.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1881.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1934.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 1986.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 2039.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 2091.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 2144.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 2196.5, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [361.0, 2249.0, 1804.0, 52.5], shoonya_1sCACI90LO5DMT, 5724389]
[paragraph, [345.0, 2392.0, 1815.0, 52.5], shoonya_2sJMQQ2M74EC6M, 5724389]
[paragraph, [345.0, 2444.5, 1815.0, 52.5], shoonya_2sJMQQ2M74EC6M, 5724389]
[paragraph, [345.0, 2497.0, 1815.0, 52.5], shoonya_2sJMQQ2M74EC6M, 5724389]
[paragraph, [345.0, 2549.5, 1815.0, 52.5], shoonya_2sJMQQ2M74EC6M, 5724389]
[paragraph, [345.0, 2602.0, 1815.0, 52.5], shoonya_2sJMQQ2M74EC6M, 5724389]
[paragraph, [345.0, 2654.5, 1815.0, 52.5], shoonya_2sJMQQ2M74EC6M, 5724389]
[paragraph, [345.0, 2707.0, 1815.0, 52.5], shoonya_2sJMQQ2M74EC6M, 5724389]
[paragraph, [345.0, 2759.5, 1815.0, 52.5], shoonya_2sJMQQ2M74EC6M, 5724389]
[paragraph, [345.0, 2812.0, 1815.0, 52.5], shoonya_2sJMQQ2M74EC6M, 5724389]
[paragraph, [345.0, 2864.5, 1815.0, 52.5], shoonya_2sJMQQ2M74EC6M, 5724389]
[paragraph, [345.0, 2917.0, 1815.0, 52.5], shoonya_2sJMQQ2M74EC6M, 5724389]
[paragraph, [345.0, 2969.5, 1815.0, 52.5], shoonya_2sJMQQ2M74EC6M, 5724389]
[paragraph, [345.0, 3022.0, 1815.0, 52.5], shoonya_2sJMQQ2M74EC6M, 5724389]
