[1518, 1075]
[folio, [548.0, 109.0, 84.0, 36.0], shoonya_8s0FZHNHMHZU4Y, 5722793]
[paragraph, [115.0, 173.0, 427.0, 36.0], shoonya_3sFTQK2RT91QFB, 5722793]
[paragraph, [115.0, 209.0, 427.0, 36.0], shoonya_3sFTQK2RT91QFB, 5722793]
[paragraph, [115.0, 245.0, 427.0, 36.0], shoonya_3sFTQK2RT91QFB, 5722793]
[paragraph, [115.0, 281.0, 427.0, 36.0], shoonya_3sFTQK2RT91QFB, 5722793]
[paragraph, [558.0, 173.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 209.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 245.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 281.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 317.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 353.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 389.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 425.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 461.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 497.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 533.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 569.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 605.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 641.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 677.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 713.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 749.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 785.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 821.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 857.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 893.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 929.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 965.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 1001.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 1037.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 1073.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 1109.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 1145.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 1181.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 1217.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 1253.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [558.0, 1289.0, 427.0, 36.0], shoonya_5sYQISA4WVH9X8, 5722793]
[paragraph, [114.0, 339.0, 427.0, 36.0], shoonya_2sUZTA7Q04KXNV, 5722793]
[paragraph, [114.0, 375.0, 427.0, 36.0], shoonya_2sUZTA7Q04KXNV, 5722793]
[paragraph, [114.0, 411.0, 427.0, 36.0], shoonya_2sUZTA7Q04KXNV, 5722793]
[paragraph, [114.0, 447.0, 427.0, 36.0], shoonya_2sUZTA7Q04KXNV, 5722793]
[paragraph, [114.0, 483.0, 427.0, 36.0], shoonya_2sUZTA7Q04KXNV, 5722793]
[paragraph, [114.0, 519.0, 427.0, 36.0], shoonya_2sUZTA7Q04KXNV, 5722793]
[paragraph, [114.0, 555.0, 427.0, 36.0], shoonya_2sUZTA7Q04KXNV, 5722793]
[paragraph, [114.0, 591.0, 427.0, 36.0], shoonya_2sUZTA7Q04KXNV, 5722793]
[paragraph, [115.0, 636.0, 424.0, 36.0], shoonya_0s45AC73CCO9SN, 5722793]
[paragraph, [115.0, 672.0, 424.0, 36.0], shoonya_0s45AC73CCO9SN, 5722793]
[paragraph, [115.0, 708.0, 424.0, 36.0], shoonya_0s45AC73CCO9SN, 5722793]
[paragraph, [115.0, 744.0, 424.0, 36.0], shoonya_0s45AC73CCO9SN, 5722793]
[paragraph, [115.0, 780.0, 424.0, 36.0], shoonya_0s45AC73CCO9SN, 5722793]
[paragraph, [115.0, 816.0, 424.0, 36.0], shoonya_0s45AC73CCO9SN, 5722793]
[paragraph, [115.0, 852.0, 424.0, 36.0], shoonya_0s45AC73CCO9SN, 5722793]
[paragraph, [115.0, 888.0, 424.0, 36.0], shoonya_0s45AC73CCO9SN, 5722793]
[paragraph, [114.0, 960.0, 426.0, 36.0], shoonya_1sFF8RR0UD6EZY, 5722793]
[paragraph, [114.0, 996.0, 426.0, 36.0], shoonya_1sFF8RR0UD6EZY, 5722793]
[paragraph, [114.0, 1032.0, 426.0, 36.0], shoonya_1sFF8RR0UD6EZY, 5722793]
[paragraph, [114.0, 1068.0, 426.0, 36.0], shoonya_1sFF8RR0UD6EZY, 5722793]
[paragraph, [114.0, 1104.0, 426.0, 36.0], shoonya_1sFF8RR0UD6EZY, 5722793]
