[1545, 2000]
[section-title, [147.0, 255.0, 365.0, 49.5], yDS32BECSZ, 6532466]
[section-title, [147.0, 304.5, 365.0, 49.5], yDS32BECSZ, 6532466]
[paragraph, [132.0, 413.0, 387.0, 36.0], uZosS_xmjH, 6532466]
[paragraph, [132.0, 449.0, 387.0, 36.0], uZosS_xmjH, 6532466]
[paragraph, [132.0, 485.0, 387.0, 36.0], uZosS_xmjH, 6532466]
[paragraph, [132.0, 521.0, 387.0, 36.0], uZosS_xmjH, 6532466]
[paragraph, [132.0, 557.0, 387.0, 36.0], uZosS_xmjH, 6532466]
[paragraph, [132.0, 593.0, 387.0, 36.0], uZosS_xmjH, 6532466]
[paragraph, [132.0, 629.0, 387.0, 36.0], uZosS_xmjH, 6532466]
[paragraph, [132.0, 665.0, 387.0, 36.0], uZosS_xmjH, 6532466]
[section-title, [803.0, 448.0, 392.0, 49.5], sbCRAYWwvh, 6532466]
[section-title, [803.0, 497.5, 392.0, 49.5], sbCRAYWwvh, 6532466]
[section-title, [803.0, 547.0, 392.0, 49.5], sbCRAYWwvh, 6532466]
[section-title, [1484.0, 583.0, 362.0, 49.5], y49j6XUtVg, 6532466]
[section-title, [1484.0, 632.5, 362.0, 49.5], y49j6XUtVg, 6532466]
[section-title, [1484.0, 682.0, 362.0, 49.5], y49j6XUtVg, 6532466]
[paragraph, [783.0, 694.0, 442.0, 36.0], shoonya_2sD4GV99MQBHIW, 6532466]
[paragraph, [783.0, 730.0, 442.0, 36.0], shoonya_2sD4GV99MQBHIW, 6532466]
[paragraph, [783.0, 766.0, 442.0, 36.0], shoonya_2sD4GV99MQBHIW, 6532466]
[paragraph, [783.0, 802.0, 442.0, 36.0], shoonya_2sD4GV99MQBHIW, 6532466]
[paragraph, [783.0, 838.0, 442.0, 36.0], shoonya_2sD4GV99MQBHIW, 6532466]
[paragraph, [783.0, 874.0, 442.0, 36.0], shoonya_2sD4GV99MQBHIW, 6532466]
[paragraph, [92.0, 768.0, 474.0, 36.0], shoonya_0sV8AO8H4LXUIL, 6532466]
[paragraph, [92.0, 804.0, 474.0, 36.0], shoonya_0sV8AO8H4LXUIL, 6532466]
[paragraph, [92.0, 840.0, 474.0, 36.0], shoonya_0sV8AO8H4LXUIL, 6532466]
[paragraph, [92.0, 876.0, 474.0, 36.0], shoonya_0sV8AO8H4LXUIL, 6532466]
[author, [1446.0, 808.0, 420.0, 36.0], BsMF67o0Th, 6532466]
[author, [1446.0, 844.0, 420.0, 36.0], BsMF67o0Th, 6532466]
[author, [1446.0, 880.0, 420.0, 36.0], BsMF67o0Th, 6532466]
[author, [1446.0, 916.0, 420.0, 36.0], BsMF67o0Th, 6532466]
[contact-info, [806.0, 1131.0, 385.0, 36.0], 1S7IsEJIF8, 6532466]
[contact-info, [806.0, 1167.0, 385.0, 36.0], 1S7IsEJIF8, 6532466]
[contact-info, [806.0, 1203.0, 385.0, 36.0], 1S7IsEJIF8, 6532466]
[contact-info, [806.0, 1239.0, 385.0, 36.0], 1S7IsEJIF8, 6532466]
[contact-info, [806.0, 1275.0, 385.0, 36.0], 1S7IsEJIF8, 6532466]
[contact-info, [806.0, 1311.0, 385.0, 36.0], 1S7IsEJIF8, 6532466]
[contact-info, [806.0, 1347.0, 385.0, 36.0], 1S7IsEJIF8, 6532466]
[website-link, [833.0, 1334.0, 330.0, 18.0], 8YsAqDh8rg, 6532466]
