[3509, 2480]
[paragraph, [368.0, 396.0, 1744.0, 52.5], shoonya_2sZR16I9KKXD4K, 5723746]
[paragraph, [368.0, 448.5, 1744.0, 52.5], shoonya_2sZR16I9KKXD4K, 5723746]
[paragraph, [368.0, 501.0, 1744.0, 52.5], shoonya_2sZR16I9KKXD4K, 5723746]
[paragraph, [368.0, 553.5, 1744.0, 52.5], shoonya_2sZR16I9KKXD4K, 5723746]
[paragraph, [368.0, 606.0, 1744.0, 52.5], shoonya_2sZR16I9KKXD4K, 5723746]
[paragraph, [368.0, 658.5, 1744.0, 52.5], shoonya_2sZR16I9KKXD4K, 5723746]
[paragraph, [368.0, 711.0, 1744.0, 52.5], shoonya_2sZR16I9KKXD4K, 5723746]
[paragraph, [368.0, 763.5, 1744.0, 52.5], shoonya_2sZR16I9KKXD4K, 5723746]
[paragraph, [365.0, 867.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 919.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 972.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1024.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1077.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1129.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1182.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1234.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1287.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1339.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1392.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1444.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1497.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1549.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1602.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1654.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1707.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1759.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1812.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1864.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1917.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 1969.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2022.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2074.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2127.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2179.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2232.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2284.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2337.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2389.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2442.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2494.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2547.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2599.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2652.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2704.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2757.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2809.5, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
[paragraph, [365.0, 2862.0, 1766.0, 52.5], shoonya_0sGI87TFT2L82Y, 5723746]
