[2280, 1780]
[folio, [93.0, 49.0, 287.0, 36.0], shoonya_0s0DTL08CSI8RG, 5755525]
[dateline, [160.0, 122.0, 458.0, 64.5], kj4EIyx-m5, 5755525]
[folio, [1310.0, 133.0, 318.0, 36.0], mPtEnELC_Q, 5755525]
[section-title, [725.0, 251.0, 389.0, 52.5], boL51DUXMe, 5755525]
[options, [295.0, 671.0, 1281.0, 36.0], H1HorFxt7K, 5755525]
[options, [295.0, 707.0, 1281.0, 36.0], H1HorFxt7K, 5755525]
[options, [295.0, 743.0, 1281.0, 36.0], H1HorFxt7K, 5755525]
[options, [910.0, 963.0, 687.0, 36.0], VXrtvi3zOa, 5755525]
[options, [910.0, 999.0, 687.0, 36.0], VXrtvi3zOa, 5755525]
[options, [910.0, 1035.0, 687.0, 36.0], VXrtvi3zOa, 5755525]
[options, [910.0, 1071.0, 687.0, 36.0], VXrtvi3zOa, 5755525]
[options, [910.0, 1107.0, 687.0, 36.0], VXrtvi3zOa, 5755525]
[options, [910.0, 1143.0, 687.0, 36.0], VXrtvi3zOa, 5755525]
[options, [910.0, 1179.0, 687.0, 36.0], VXrtvi3zOa, 5755525]
[options, [910.0, 1215.0, 687.0, 36.0], VXrtvi3zOa, 5755525]
[options, [910.0, 1251.0, 687.0, 36.0], VXrtvi3zOa, 5755525]
[options, [910.0, 1287.0, 687.0, 36.0], VXrtvi3zOa, 5755525]
[options, [910.0, 1323.0, 687.0, 36.0], VXrtvi3zOa, 5755525]
[options, [910.0, 1359.0, 687.0, 36.0], VXrtvi3zOa, 5755525]
[options, [258.0, 972.0, 567.0, 36.0], hBD36bWDQ3, 5755525]
[options, [258.0, 1008.0, 567.0, 36.0], hBD36bWDQ3, 5755525]
[options, [258.0, 1044.0, 567.0, 36.0], hBD36bWDQ3, 5755525]
[options, [258.0, 1080.0, 567.0, 36.0], hBD36bWDQ3, 5755525]
[options, [258.0, 1116.0, 567.0, 36.0], hBD36bWDQ3, 5755525]
[options, [258.0, 1152.0, 567.0, 36.0], hBD36bWDQ3, 5755525]
[options, [258.0, 1188.0, 567.0, 36.0], hBD36bWDQ3, 5755525]
[options, [258.0, 1224.0, 567.0, 36.0], hBD36bWDQ3, 5755525]
[options, [258.0, 1260.0, 567.0, 36.0], hBD36bWDQ3, 5755525]
[options, [258.0, 1296.0, 567.0, 36.0], hBD36bWDQ3, 5755525]
[options, [258.0, 1332.0, 567.0, 36.0], hBD36bWDQ3, 5755525]
[options, [258.0, 1368.0, 567.0, 36.0], hBD36bWDQ3, 5755525]
[placeholder-text, [255.0, 1539.0, 1361.0, 18.0], _80h1yMKpH, 5755525]
[placeholder-text, [255.0, 1557.0, 1361.0, 18.0], _80h1yMKpH, 5755525]
[placeholder-text, [255.0, 1575.0, 1361.0, 18.0], _80h1yMKpH, 5755525]
[placeholder-text, [255.0, 1593.0, 1361.0, 18.0], _80h1yMKpH, 5755525]
[placeholder-text, [255.0, 1611.0, 1361.0, 18.0], _80h1yMKpH, 5755525]
[placeholder-text, [255.0, 1629.0, 1361.0, 18.0], _80h1yMKpH, 5755525]
[placeholder-text, [1254.0, 1755.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 1773.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 1791.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 1809.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 1827.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 1845.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 1863.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 1881.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 1899.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 1917.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 1935.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 1953.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 1971.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 1989.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 2007.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 2025.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 2043.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 2061.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 2079.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [1254.0, 2097.0, 264.0, 18.0], 4tWRLln5z6, 5755525]
[placeholder-text, [927.0, 1757.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 1775.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 1793.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 1811.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 1829.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 1847.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 1865.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 1883.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 1901.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 1919.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 1937.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 1955.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 1973.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 1991.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 2009.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 2027.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 2045.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 2063.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 2081.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[placeholder-text, [927.0, 2099.0, 271.0, 18.0], LeYhmWY2wG, 5755525]
[options, [273.0, 1775.0, 569.0, 36.0], Mxv3QUggEG, 5755525]
[options, [273.0, 1811.0, 569.0, 36.0], Mxv3QUggEG, 5755525]
[options, [273.0, 1847.0, 569.0, 36.0], Mxv3QUggEG, 5755525]
[options, [273.0, 1883.0, 569.0, 36.0], Mxv3QUggEG, 5755525]
[options, [273.0, 1919.0, 569.0, 36.0], Mxv3QUggEG, 5755525]
[options, [273.0, 1955.0, 569.0, 36.0], Mxv3QUggEG, 5755525]
[options, [273.0, 1991.0, 569.0, 36.0], Mxv3QUggEG, 5755525]
[options, [273.0, 2027.0, 569.0, 36.0], Mxv3QUggEG, 5755525]
[options, [273.0, 2063.0, 569.0, 36.0], Mxv3QUggEG, 5755525]
