[1246, 875]
[chapter-title, [372.0, 27.0, 206.0, 30.0], shoonya_0sP5EJXY6LDABY, 5775757]
[paragraph, [150.0, 78.0, 647.0, 18.0], OZuxbdjVOo, 5775757]
[paragraph, [150.0, 96.0, 647.0, 18.0], OZuxbdjVOo, 5775757]
[paragraph, [156.0, 130.0, 643.0, 18.0], sgY2AbOIO1, 5775757]
[paragraph, [156.0, 148.0, 643.0, 18.0], sgY2AbOIO1, 5775757]
[paragraph, [156.0, 180.0, 643.0, 18.0], ucXrEAk2nU, 5775757]
[paragraph, [156.0, 198.0, 643.0, 18.0], ucXrEAk2nU, 5775757]
[paragraph, [158.0, 230.0, 642.0, 18.0], fzAo6qhYXm, 5775757]
[paragraph, [158.0, 248.0, 642.0, 18.0], fzAo6qhYXm, 5775757]
[paragraph, [158.0, 266.0, 642.0, 18.0], fzAo6qhYXm, 5775757]
[paragraph, [158.0, 284.0, 642.0, 18.0], fzAo6qhYXm, 5775757]
[paragraph, [158.0, 302.0, 642.0, 18.0], fzAo6qhYXm, 5775757]
[paragraph, [158.0, 320.0, 642.0, 18.0], fzAo6qhYXm, 5775757]
[paragraph, [158.0, 338.0, 642.0, 18.0], fzAo6qhYXm, 5775757]
[paragraph, [158.0, 356.0, 642.0, 18.0], fzAo6qhYXm, 5775757]
[paragraph, [158.0, 374.0, 642.0, 18.0], fzAo6qhYXm, 5775757]
[paragraph, [158.0, 392.0, 642.0, 18.0], fzAo6qhYXm, 5775757]
[paragraph, [158.0, 410.0, 642.0, 18.0], fzAo6qhYXm, 5775757]
[paragraph, [158.0, 428.0, 642.0, 18.0], fzAo6qhYXm, 5775757]
[paragraph, [158.0, 458.0, 533.0, 18.0], MQJdfipL6H, 5775757]
[paragraph, [152.0, 482.0, 508.0, 18.0], _HX3-kWnvN, 5775757]
[paragraph, [154.0, 507.0, 654.0, 18.0], NkcujY-YBs, 5775757]
[paragraph, [154.0, 525.0, 654.0, 18.0], NkcujY-YBs, 5775757]
[paragraph, [154.0, 543.0, 654.0, 18.0], NkcujY-YBs, 5775757]
[paragraph, [154.0, 561.0, 654.0, 18.0], NkcujY-YBs, 5775757]
[paragraph, [148.0, 585.0, 661.0, 18.0], 9V9C3GfgI-, 5775757]
[paragraph, [148.0, 603.0, 661.0, 18.0], 9V9C3GfgI-, 5775757]
[paragraph, [148.0, 621.0, 661.0, 18.0], 9V9C3GfgI-, 5775757]
[paragraph, [148.0, 639.0, 661.0, 18.0], 9V9C3GfgI-, 5775757]
[paragraph, [148.0, 657.0, 661.0, 18.0], 9V9C3GfgI-, 5775757]
[paragraph, [148.0, 675.0, 661.0, 18.0], 9V9C3GfgI-, 5775757]
[paragraph, [148.0, 693.0, 661.0, 18.0], 9V9C3GfgI-, 5775757]
[paragraph, [148.0, 711.0, 661.0, 18.0], 9V9C3GfgI-, 5775757]
[paragraph, [148.0, 729.0, 661.0, 18.0], 9V9C3GfgI-, 5775757]
[paragraph, [144.0, 759.0, 244.0, 18.0], VWURpV0c0Q, 5775757]
[paragraph, [146.0, 781.0, 450.0, 18.0], PVXY6g3bCr, 5775757]
[paragraph, [147.0, 807.0, 654.0, 18.0], QL7QTgT4BW, 5775757]
[paragraph, [147.0, 825.0, 654.0, 18.0], QL7QTgT4BW, 5775757]
[paragraph, [144.0, 857.0, 661.0, 18.0], 686iQVoedJ, 5775757]
[paragraph, [144.0, 875.0, 661.0, 18.0], 686iQVoedJ, 5775757]
[paragraph, [146.0, 908.0, 658.0, 18.0], 3zJVy9UJvx, 5775757]
[paragraph, [146.0, 926.0, 658.0, 18.0], 3zJVy9UJvx, 5775757]
[paragraph, [146.0, 944.0, 658.0, 18.0], 3zJVy9UJvx, 5775757]
[paragraph, [146.0, 962.0, 658.0, 18.0], 3zJVy9UJvx, 5775757]
[paragraph, [146.0, 980.0, 658.0, 18.0], 3zJVy9UJvx, 5775757]
[paragraph, [146.0, 998.0, 658.0, 18.0], 3zJVy9UJvx, 5775757]
[paragraph, [146.0, 1016.0, 658.0, 18.0], 3zJVy9UJvx, 5775757]
[paragraph, [146.0, 1034.0, 658.0, 18.0], 3zJVy9UJvx, 5775757]
[paragraph, [144.0, 1060.0, 479.0, 18.0], bZruoREmEP, 5775757]
