[1298, 853]
[section-title, [297.0, 68.0, 274.0, 30.0], shoonya_1s6A2PGN1KGFMY, 5709648]
[paragraph, [54.0, 114.0, 759.0, 18.0], shoonya_0s6V8ONYR2BNAY, 5709648]
[paragraph, [54.0, 132.0, 759.0, 18.0], shoonya_0s6V8ONYR2BNAY, 5709648]
[paragraph, [54.0, 150.0, 759.0, 18.0], shoonya_0s6V8ONYR2BNAY, 5709648]
[paragraph, [54.0, 168.0, 759.0, 18.0], shoonya_0s6V8ONYR2BNAY, 5709648]
[paragraph, [54.0, 186.0, 759.0, 18.0], shoonya_0s6V8ONYR2BNAY, 5709648]
[paragraph, [54.0, 204.0, 759.0, 18.0], shoonya_0s6V8ONYR2BNAY, 5709648]
[paragraph, [54.0, 222.0, 759.0, 18.0], shoonya_0s6V8ONYR2BNAY, 5709648]
[paragraph, [54.0, 240.0, 759.0, 18.0], shoonya_0s6V8ONYR2BNAY, 5709648]
[paragraph, [54.0, 258.0, 759.0, 18.0], shoonya_0s6V8ONYR2BNAY, 5709648]
[paragraph, [54.0, 276.0, 759.0, 18.0], shoonya_0s6V8ONYR2BNAY, 5709648]
[paragraph, [54.0, 294.0, 759.0, 18.0], shoonya_0s6V8ONYR2BNAY, 5709648]
[paragraph, [54.0, 312.0, 759.0, 18.0], shoonya_0s6V8ONYR2BNAY, 5709648]
[paragraph, [54.0, 330.0, 759.0, 18.0], shoonya_0s6V8ONYR2BNAY, 5709648]
[paragraph, [54.0, 348.0, 759.0, 18.0], shoonya_0s6V8ONYR2BNAY, 5709648]
[paragraph, [52.0, 369.0, 758.0, 18.0], rmeFYAKKEk, 5709648]
[paragraph, [52.0, 387.0, 758.0, 18.0], rmeFYAKKEk, 5709648]
[paragraph, [52.0, 405.0, 758.0, 18.0], rmeFYAKKEk, 5709648]
[paragraph, [52.0, 423.0, 758.0, 18.0], rmeFYAKKEk, 5709648]
[paragraph, [52.0, 441.0, 758.0, 18.0], rmeFYAKKEk, 5709648]
[paragraph, [52.0, 459.0, 758.0, 18.0], rmeFYAKKEk, 5709648]
[paragraph, [53.0, 491.0, 749.0, 18.0], shoonya_2sUOV54438WEJI, 5709648]
[paragraph, [53.0, 509.0, 749.0, 18.0], shoonya_2sUOV54438WEJI, 5709648]
[paragraph, [53.0, 527.0, 749.0, 18.0], shoonya_2sUOV54438WEJI, 5709648]
[paragraph, [53.0, 545.0, 749.0, 18.0], shoonya_2sUOV54438WEJI, 5709648]
[paragraph, [53.0, 563.0, 749.0, 18.0], shoonya_2sUOV54438WEJI, 5709648]
[paragraph, [53.0, 581.0, 749.0, 18.0], shoonya_2sUOV54438WEJI, 5709648]
[paragraph, [53.0, 599.0, 749.0, 18.0], shoonya_2sUOV54438WEJI, 5709648]
[paragraph, [53.0, 617.0, 749.0, 18.0], shoonya_2sUOV54438WEJI, 5709648]
[paragraph, [53.0, 635.0, 749.0, 18.0], shoonya_2sUOV54438WEJI, 5709648]
[paragraph, [53.0, 653.0, 749.0, 18.0], shoonya_2sUOV54438WEJI, 5709648]
