[1275, 750]
[folio, [304.0, 95.0, 136.0, 18.0], shoonya_2sZ1RH34RRXKQ4, 5766938]
[paragraph, [73.0, 157.0, 604.0, 18.0], shoonya_3s4UEXK22996G6, 5766938]
[paragraph, [73.0, 175.0, 604.0, 18.0], shoonya_3s4UEXK22996G6, 5766938]
[paragraph, [73.0, 193.0, 604.0, 18.0], shoonya_3s4UEXK22996G6, 5766938]
[paragraph, [73.0, 211.0, 604.0, 18.0], shoonya_3s4UEXK22996G6, 5766938]
[paragraph, [73.0, 229.0, 604.0, 18.0], shoonya_3s4UEXK22996G6, 5766938]
[paragraph, [73.0, 247.0, 604.0, 18.0], shoonya_3s4UEXK22996G6, 5766938]
[paragraph, [73.0, 265.0, 604.0, 18.0], shoonya_3s4UEXK22996G6, 5766938]
[paragraph, [73.0, 283.0, 604.0, 18.0], shoonya_3s4UEXK22996G6, 5766938]
[paragraph, [73.0, 301.0, 604.0, 18.0], shoonya_3s4UEXK22996G6, 5766938]
[paragraph, [73.0, 319.0, 604.0, 18.0], shoonya_3s4UEXK22996G6, 5766938]
[paragraph, [73.0, 337.0, 604.0, 18.0], shoonya_3s4UEXK22996G6, 5766938]
[paragraph, [73.0, 355.0, 604.0, 18.0], shoonya_3s4UEXK22996G6, 5766938]
[paragraph, [73.0, 373.0, 604.0, 18.0], shoonya_3s4UEXK22996G6, 5766938]
[paragraph, [79.0, 417.0, 508.0, 18.0], MTTaI3LBQp, 5766938]
[paragraph, [79.0, 435.0, 508.0, 18.0], MTTaI3LBQp, 5766938]
[paragraph, [79.0, 453.0, 508.0, 18.0], MTTaI3LBQp, 5766938]
[paragraph, [79.0, 471.0, 508.0, 18.0], MTTaI3LBQp, 5766938]
[paragraph, [472.0, 499.0, 199.0, 18.0], shoonya_5s1SV546NN4998, 5766938]
[paragraph, [472.0, 517.0, 199.0, 18.0], shoonya_5s1SV546NN4998, 5766938]
[paragraph, [77.0, 556.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 574.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 592.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 610.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 628.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 646.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 664.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 682.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 700.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 718.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 736.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 754.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 772.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 790.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 808.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 826.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 844.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 862.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 880.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 898.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 916.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 934.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 952.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 970.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 988.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 1006.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 1024.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 1042.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 1060.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 1078.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 1096.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 1114.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 1132.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 1150.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
[paragraph, [77.0, 1168.0, 596.0, 18.0], shoonya_1sHD01YAR4E9VM, 5766938]
