[2200, 1700]
[paragraph, [343.0, 106.0, 649.0, 36.0], H7waDy1dAA, 5731247]
[paragraph, [343.0, 142.0, 649.0, 36.0], H7waDy1dAA, 5731247]
[paragraph, [335.0, 170.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 206.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 242.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 278.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 314.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 350.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 386.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 422.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 458.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 494.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 530.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 566.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 602.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 638.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 674.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 710.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 746.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 782.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 818.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 854.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 890.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 926.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 962.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 998.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1034.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1070.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1106.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1142.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1178.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1214.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1250.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1286.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1322.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1358.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1394.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1430.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1466.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1502.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1538.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1574.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1610.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1646.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1682.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1718.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1754.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1790.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1826.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1862.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1898.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[paragraph, [335.0, 1934.0, 1112.0, 36.0], shoonya_0sZT53YS01K4C8, 5731247]
[folio, [373.0, 2072.0, 356.0, 36.0], o4HxdBbekj, 5731247]
