[2250, 1750]
[paragraph, [144.0, 98.0, 724.0, 36.0], 1PtXeFyELJ, 5752330]
[paragraph, [144.0, 134.0, 724.0, 36.0], 1PtXeFyELJ, 5752330]
[paragraph, [942.0, 99.0, 712.0, 36.0], shoonya_15sPPTN6AXD8WI, 5752330]
[paragraph, [942.0, 135.0, 712.0, 36.0], shoonya_15sPPTN6AXD8WI, 5752330]
[paragraph, [939.0, 227.0, 715.0, 36.0], shoonya_16s64SOSUNAURL, 5752330]
[paragraph, [939.0, 263.0, 715.0, 36.0], shoonya_16s64SOSUNAURL, 5752330]
[paragraph, [939.0, 299.0, 715.0, 36.0], shoonya_16s64SOSUNAURL, 5752330]
[paragraph, [939.0, 335.0, 715.0, 36.0], shoonya_16s64SOSUNAURL, 5752330]
[paragraph, [939.0, 371.0, 715.0, 36.0], shoonya_16s64SOSUNAURL, 5752330]
[paragraph, [939.0, 407.0, 715.0, 36.0], shoonya_16s64SOSUNAURL, 5752330]
[paragraph, [939.0, 443.0, 715.0, 36.0], shoonya_16s64SOSUNAURL, 5752330]
[paragraph, [939.0, 479.0, 715.0, 36.0], shoonya_16s64SOSUNAURL, 5752330]
[paragraph, [939.0, 515.0, 715.0, 36.0], shoonya_16s64SOSUNAURL, 5752330]
[paragraph, [149.0, 229.0, 346.0, 36.0], shoonya_6sEAOGK6R670GK, 5752330]
[paragraph, [143.0, 312.0, 716.0, 36.0], shoonya_11sB0QEL6POH2J, 5752330]
[paragraph, [143.0, 348.0, 716.0, 36.0], shoonya_11sB0QEL6POH2J, 5752330]
[paragraph, [156.0, 439.0, 201.0, 36.0], shoonya_10sGHFOJL3SPCD, 5752330]
[paragraph, [152.0, 521.0, 713.0, 36.0], shoonya_3sZX66DZTMYK6E, 5752330]
[paragraph, [152.0, 557.0, 713.0, 36.0], shoonya_3sZX66DZTMYK6E, 5752330]
[paragraph, [152.0, 593.0, 713.0, 36.0], shoonya_3sZX66DZTMYK6E, 5752330]
[paragraph, [152.0, 629.0, 713.0, 36.0], shoonya_3sZX66DZTMYK6E, 5752330]
[paragraph, [152.0, 665.0, 713.0, 36.0], shoonya_3sZX66DZTMYK6E, 5752330]
[paragraph, [152.0, 701.0, 713.0, 36.0], shoonya_3sZX66DZTMYK6E, 5752330]
[paragraph, [938.0, 580.0, 720.0, 36.0], shoonya_20sJ211XG2E3WK, 5752330]
[paragraph, [938.0, 616.0, 720.0, 36.0], shoonya_20sJ211XG2E3WK, 5752330]
[paragraph, [938.0, 652.0, 720.0, 36.0], shoonya_20sJ211XG2E3WK, 5752330]
[paragraph, [938.0, 688.0, 720.0, 36.0], shoonya_20sJ211XG2E3WK, 5752330]
[paragraph, [938.0, 724.0, 720.0, 36.0], shoonya_20sJ211XG2E3WK, 5752330]
[paragraph, [147.0, 783.0, 713.0, 36.0], shoonya_7s43F9YAPKCZY8, 5752330]
[paragraph, [147.0, 819.0, 713.0, 36.0], shoonya_7s43F9YAPKCZY8, 5752330]
[paragraph, [147.0, 855.0, 713.0, 36.0], shoonya_7s43F9YAPKCZY8, 5752330]
[paragraph, [931.0, 799.0, 725.0, 36.0], shoonya_0s7QJFIVF9986H, 5752330]
[paragraph, [931.0, 835.0, 725.0, 36.0], shoonya_0s7QJFIVF9986H, 5752330]
[paragraph, [931.0, 871.0, 725.0, 36.0], shoonya_0s7QJFIVF9986H, 5752330]
[paragraph, [931.0, 907.0, 725.0, 36.0], shoonya_0s7QJFIVF9986H, 5752330]
[paragraph, [931.0, 943.0, 725.0, 36.0], shoonya_0s7QJFIVF9986H, 5752330]
[paragraph, [931.0, 979.0, 725.0, 36.0], shoonya_0s7QJFIVF9986H, 5752330]
[paragraph, [931.0, 1015.0, 725.0, 36.0], shoonya_0s7QJFIVF9986H, 5752330]
[paragraph, [931.0, 1051.0, 725.0, 36.0], shoonya_0s7QJFIVF9986H, 5752330]
[paragraph, [931.0, 1087.0, 725.0, 36.0], shoonya_0s7QJFIVF9986H, 5752330]
[paragraph, [931.0, 1123.0, 725.0, 36.0], shoonya_0s7QJFIVF9986H, 5752330]
[paragraph, [931.0, 1159.0, 725.0, 36.0], shoonya_0s7QJFIVF9986H, 5752330]
[paragraph, [931.0, 1195.0, 725.0, 36.0], shoonya_0s7QJFIVF9986H, 5752330]
[paragraph, [931.0, 1231.0, 725.0, 36.0], shoonya_0s7QJFIVF9986H, 5752330]
[paragraph, [931.0, 1267.0, 725.0, 36.0], shoonya_0s7QJFIVF9986H, 5752330]
[paragraph, [931.0, 1303.0, 725.0, 36.0], shoonya_0s7QJFIVF9986H, 5752330]
[paragraph, [144.0, 949.0, 718.0, 36.0], shoonya_1sGTOUEOQ00J1R, 5752330]
[paragraph, [144.0, 985.0, 718.0, 36.0], shoonya_1sGTOUEOQ00J1R, 5752330]
[paragraph, [144.0, 1021.0, 718.0, 36.0], shoonya_1sGTOUEOQ00J1R, 5752330]
[paragraph, [144.0, 1057.0, 718.0, 36.0], shoonya_1sGTOUEOQ00J1R, 5752330]
[paragraph, [144.0, 1093.0, 718.0, 36.0], shoonya_1sGTOUEOQ00J1R, 5752330]
[paragraph, [144.0, 1129.0, 718.0, 36.0], shoonya_1sGTOUEOQ00J1R, 5752330]
[paragraph, [144.0, 1165.0, 718.0, 36.0], shoonya_1sGTOUEOQ00J1R, 5752330]
[paragraph, [144.0, 1201.0, 718.0, 36.0], shoonya_1sGTOUEOQ00J1R, 5752330]
[paragraph, [144.0, 1237.0, 718.0, 36.0], shoonya_1sGTOUEOQ00J1R, 5752330]
[paragraph, [144.0, 1273.0, 718.0, 36.0], shoonya_1sGTOUEOQ00J1R, 5752330]
[paragraph, [144.0, 1309.0, 718.0, 36.0], shoonya_1sGTOUEOQ00J1R, 5752330]
[paragraph, [144.0, 1345.0, 718.0, 36.0], shoonya_1sGTOUEOQ00J1R, 5752330]
[paragraph, [928.0, 1370.0, 726.0, 36.0], shoonya_4sAKDY6OXLPGPG, 5752330]
[paragraph, [928.0, 1406.0, 726.0, 36.0], shoonya_4sAKDY6OXLPGPG, 5752330]
[paragraph, [928.0, 1442.0, 726.0, 36.0], shoonya_4sAKDY6OXLPGPG, 5752330]
[paragraph, [928.0, 1478.0, 726.0, 36.0], shoonya_4sAKDY6OXLPGPG, 5752330]
[paragraph, [928.0, 1514.0, 726.0, 36.0], shoonya_4sAKDY6OXLPGPG, 5752330]
[paragraph, [928.0, 1550.0, 726.0, 36.0], shoonya_4sAKDY6OXLPGPG, 5752330]
[paragraph, [928.0, 1586.0, 726.0, 36.0], shoonya_4sAKDY6OXLPGPG, 5752330]
[paragraph, [141.0, 1436.0, 728.0, 36.0], shoonya_18s32UTM58IH6V, 5752330]
[paragraph, [141.0, 1472.0, 728.0, 36.0], shoonya_18s32UTM58IH6V, 5752330]
[paragraph, [141.0, 1508.0, 728.0, 36.0], shoonya_18s32UTM58IH6V, 5752330]
[paragraph, [141.0, 1544.0, 728.0, 36.0], shoonya_18s32UTM58IH6V, 5752330]
[paragraph, [143.0, 1613.0, 440.0, 36.0], shoonya_5s63NURIWG4HXV, 5752330]
[paragraph, [938.0, 1682.0, 173.0, 36.0], shoonya_17s0APZ0JJ7A7W, 5752330]
[paragraph, [953.0, 1689.0, 158.0, 36.0], shoonya_14sPHKK5TRKPCE, 5752330]
[paragraph, [143.0, 1695.0, 722.0, 36.0], shoonya_8sPYORPJRSIIR6, 5752330]
[paragraph, [143.0, 1731.0, 722.0, 36.0], shoonya_8sPYORPJRSIIR6, 5752330]
[paragraph, [143.0, 1767.0, 722.0, 36.0], shoonya_8sPYORPJRSIIR6, 5752330]
[paragraph, [929.0, 1760.0, 729.0, 36.0], shoonya_12sJJME9BYKKLC, 5752330]
[paragraph, [929.0, 1796.0, 729.0, 36.0], shoonya_12sJJME9BYKKLC, 5752330]
[paragraph, [929.0, 1832.0, 729.0, 36.0], shoonya_12sJJME9BYKKLC, 5752330]
[paragraph, [929.0, 1868.0, 729.0, 36.0], shoonya_12sJJME9BYKKLC, 5752330]
[paragraph, [929.0, 1904.0, 729.0, 36.0], shoonya_12sJJME9BYKKLC, 5752330]
[paragraph, [929.0, 1940.0, 729.0, 36.0], shoonya_12sJJME9BYKKLC, 5752330]
[paragraph, [140.0, 1867.0, 724.0, 36.0], shoonya_2sEOFM2MTQZGCB, 5752330]
[paragraph, [140.0, 1903.0, 724.0, 36.0], shoonya_2sEOFM2MTQZGCB, 5752330]
[paragraph, [140.0, 1939.0, 724.0, 36.0], shoonya_2sEOFM2MTQZGCB, 5752330]
