[1571, 1128]
[folio, [757.0, 78.0, 242.0, 36.0], 170ePJuJB2, 6473018]
[paragraph, [555.0, 245.0, 408.0, 36.0], shoonya_10sHH91153E3IA, 6473018]
[paragraph, [555.0, 281.0, 408.0, 36.0], shoonya_10sHH91153E3IA, 6473018]
[paragraph, [127.0, 246.0, 376.0, 36.0], shoonya_2sMF1H758GUNIT, 6473018]
[paragraph, [127.0, 282.0, 376.0, 36.0], shoonya_2sMF1H758GUNIT, 6473018]
[paragraph, [127.0, 318.0, 376.0, 36.0], shoonya_2sMF1H758GUNIT, 6473018]
[paragraph, [127.0, 354.0, 376.0, 36.0], shoonya_2sMF1H758GUNIT, 6473018]
[paragraph, [127.0, 390.0, 376.0, 36.0], shoonya_2sMF1H758GUNIT, 6473018]
[paragraph, [127.0, 426.0, 376.0, 36.0], shoonya_2sMF1H758GUNIT, 6473018]
[paragraph, [127.0, 462.0, 376.0, 36.0], shoonya_2sMF1H758GUNIT, 6473018]
[paragraph, [127.0, 498.0, 376.0, 36.0], shoonya_2sMF1H758GUNIT, 6473018]
[paragraph, [127.0, 534.0, 376.0, 36.0], shoonya_2sMF1H758GUNIT, 6473018]
[paragraph, [556.0, 322.0, 409.0, 36.0], shoonya_1sPCESQQ063I5E, 6473018]
[paragraph, [556.0, 358.0, 409.0, 36.0], shoonya_1sPCESQQ063I5E, 6473018]
[paragraph, [556.0, 394.0, 409.0, 36.0], shoonya_1sPCESQQ063I5E, 6473018]
[paragraph, [556.0, 430.0, 409.0, 36.0], shoonya_1sPCESQQ063I5E, 6473018]
[paragraph, [556.0, 466.0, 409.0, 36.0], shoonya_1sPCESQQ063I5E, 6473018]
[paragraph, [556.0, 502.0, 409.0, 36.0], shoonya_1sPCESQQ063I5E, 6473018]
[paragraph, [782.0, 570.0, 186.0, 36.0], shoonya_9s3S4VEPTBTCPV, 6473018]
[paragraph, [782.0, 606.0, 186.0, 36.0], shoonya_9s3S4VEPTBTCPV, 6473018]
[paragraph, [782.0, 642.0, 186.0, 36.0], shoonya_9s3S4VEPTBTCPV, 6473018]
[paragraph, [782.0, 678.0, 186.0, 36.0], shoonya_9s3S4VEPTBTCPV, 6473018]
[paragraph, [124.0, 571.0, 214.0, 36.0], shoonya_3sSFY2T70VAO8H, 6473018]
[paragraph, [124.0, 607.0, 214.0, 36.0], shoonya_3sSFY2T70VAO8H, 6473018]
[paragraph, [124.0, 643.0, 214.0, 36.0], shoonya_3sSFY2T70VAO8H, 6473018]
[paragraph, [124.0, 679.0, 214.0, 36.0], shoonya_3sSFY2T70VAO8H, 6473018]
[paragraph, [124.0, 715.0, 214.0, 36.0], shoonya_3sSFY2T70VAO8H, 6473018]
[paragraph, [124.0, 751.0, 214.0, 36.0], shoonya_3sSFY2T70VAO8H, 6473018]
[paragraph, [124.0, 787.0, 214.0, 36.0], shoonya_3sSFY2T70VAO8H, 6473018]
[sidebar, [358.0, 585.0, 175.0, 36.0], shoonya_11s1WUCWRD97SZ, 6473018]
[sidebar, [358.0, 621.0, 175.0, 36.0], shoonya_11s1WUCWRD97SZ, 6473018]
[sidebar, [358.0, 657.0, 175.0, 36.0], shoonya_11s1WUCWRD97SZ, 6473018]
[sidebar, [358.0, 693.0, 175.0, 36.0], shoonya_11s1WUCWRD97SZ, 6473018]
[sidebar, [358.0, 729.0, 175.0, 36.0], shoonya_11s1WUCWRD97SZ, 6473018]
[sidebar, [358.0, 765.0, 175.0, 36.0], shoonya_11s1WUCWRD97SZ, 6473018]
[sidebar, [358.0, 801.0, 175.0, 36.0], shoonya_11s1WUCWRD97SZ, 6473018]
[sidebar, [552.0, 590.0, 219.0, 36.0], ajEO5K4kHS, 6473018]
[sidebar, [552.0, 626.0, 219.0, 36.0], ajEO5K4kHS, 6473018]
[sidebar, [552.0, 662.0, 219.0, 36.0], ajEO5K4kHS, 6473018]
[sidebar, [552.0, 698.0, 219.0, 36.0], ajEO5K4kHS, 6473018]
[sidebar, [552.0, 734.0, 219.0, 36.0], ajEO5K4kHS, 6473018]
[sidebar, [552.0, 770.0, 219.0, 36.0], ajEO5K4kHS, 6473018]
[sidebar, [552.0, 806.0, 219.0, 36.0], ajEO5K4kHS, 6473018]
[paragraph, [788.0, 748.0, 178.0, 36.0], YH819Q1DwZ, 6473018]
[paragraph, [788.0, 784.0, 178.0, 36.0], YH819Q1DwZ, 6473018]
[paragraph, [788.0, 820.0, 178.0, 36.0], YH819Q1DwZ, 6473018]
[paragraph, [130.0, 849.0, 376.0, 36.0], shoonya_6sCV66UWX0QY2W, 6473018]
[paragraph, [130.0, 885.0, 376.0, 36.0], shoonya_6sCV66UWX0QY2W, 6473018]
[paragraph, [130.0, 921.0, 376.0, 36.0], shoonya_6sCV66UWX0QY2W, 6473018]
[paragraph, [130.0, 957.0, 376.0, 36.0], shoonya_6sCV66UWX0QY2W, 6473018]
[paragraph, [130.0, 993.0, 376.0, 36.0], shoonya_6sCV66UWX0QY2W, 6473018]
[paragraph, [130.0, 1029.0, 376.0, 36.0], shoonya_6sCV66UWX0QY2W, 6473018]
[paragraph, [560.0, 870.0, 418.0, 36.0], d-EEOr3zot, 6473018]
[paragraph, [560.0, 906.0, 418.0, 36.0], d-EEOr3zot, 6473018]
[paragraph, [560.0, 942.0, 418.0, 36.0], d-EEOr3zot, 6473018]
[paragraph, [560.0, 978.0, 418.0, 36.0], d-EEOr3zot, 6473018]
[paragraph, [560.0, 1014.0, 418.0, 36.0], d-EEOr3zot, 6473018]
[paragraph, [560.0, 1050.0, 418.0, 36.0], d-EEOr3zot, 6473018]
[paragraph, [560.0, 1086.0, 418.0, 36.0], d-EEOr3zot, 6473018]
[paragraph, [560.0, 1122.0, 418.0, 36.0], d-EEOr3zot, 6473018]
[paragraph, [560.0, 1158.0, 418.0, 36.0], d-EEOr3zot, 6473018]
[paragraph, [560.0, 1194.0, 418.0, 36.0], d-EEOr3zot, 6473018]
[paragraph, [130.0, 1071.0, 384.0, 36.0], shoonya_0sY58XSG6S0TJG, 6473018]
[paragraph, [130.0, 1107.0, 384.0, 36.0], shoonya_0sY58XSG6S0TJG, 6473018]
[paragraph, [130.0, 1143.0, 384.0, 36.0], shoonya_0sY58XSG6S0TJG, 6473018]
[paragraph, [130.0, 1179.0, 384.0, 36.0], shoonya_0sY58XSG6S0TJG, 6473018]
[paragraph, [130.0, 1215.0, 384.0, 36.0], shoonya_0sY58XSG6S0TJG, 6473018]
[paragraph, [130.0, 1251.0, 384.0, 36.0], shoonya_0sY58XSG6S0TJG, 6473018]
[paragraph, [130.0, 1287.0, 384.0, 36.0], shoonya_0sY58XSG6S0TJG, 6473018]
[paragraph, [130.0, 1323.0, 384.0, 36.0], shoonya_0sY58XSG6S0TJG, 6473018]
