[2200, 1700]
[section-title, [335.0, 84.0, 252.0, 52.5], shoonya_3s2PF3OD6RLC1E, 5731509]
[paragraph, [332.0, 136.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [332.0, 172.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [332.0, 208.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [332.0, 244.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [332.0, 280.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [332.0, 316.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [332.0, 352.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [332.0, 388.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [332.0, 424.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [332.0, 460.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [332.0, 496.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [332.0, 532.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [332.0, 568.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [332.0, 604.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [332.0, 640.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [332.0, 676.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [332.0, 712.0, 1081.0, 36.0], shoonya_2s3CNM0V3EBHE2, 5731509]
[paragraph, [337.0, 755.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [337.0, 791.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [337.0, 827.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [337.0, 863.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [337.0, 899.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [337.0, 935.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [337.0, 971.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [337.0, 1007.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [337.0, 1043.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [337.0, 1079.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [337.0, 1115.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [337.0, 1151.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [337.0, 1187.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [337.0, 1223.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [337.0, 1259.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [337.0, 1295.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [337.0, 1331.0, 1082.0, 36.0], shoonya_1sX87FGSHWNVZM, 5731509]
[paragraph, [354.0, 1373.0, 1065.0, 36.0], oCnF09ICFZ, 5731509]
[paragraph, [354.0, 1409.0, 1065.0, 36.0], oCnF09ICFZ, 5731509]
[paragraph, [354.0, 1445.0, 1065.0, 36.0], oCnF09ICFZ, 5731509]
[section-title, [513.0, 1520.0, 749.0, 52.5], zVRwccbzBG, 5731509]
[paragraph, [359.0, 1622.0, 1068.0, 36.0], shoonya_0s4G6LGK6V8G80, 5731509]
[paragraph, [359.0, 1658.0, 1068.0, 36.0], shoonya_0s4G6LGK6V8G80, 5731509]
[paragraph, [359.0, 1694.0, 1068.0, 36.0], shoonya_0s4G6LGK6V8G80, 5731509]
[paragraph, [359.0, 1730.0, 1068.0, 36.0], shoonya_0s4G6LGK6V8G80, 5731509]
[paragraph, [359.0, 1766.0, 1068.0, 36.0], shoonya_0s4G6LGK6V8G80, 5731509]
[paragraph, [359.0, 1802.0, 1068.0, 36.0], shoonya_0s4G6LGK6V8G80, 5731509]
[paragraph, [359.0, 1838.0, 1068.0, 36.0], shoonya_0s4G6LGK6V8G80, 5731509]
[paragraph, [359.0, 1874.0, 1068.0, 36.0], shoonya_0s4G6LGK6V8G80, 5731509]
[folio, [1039.0, 1979.0, 341.0, 36.0], pi_4fIl8B9, 5731509]
