[2150, 1329]
[chapter-title, [564.0, 235.0, 264.0, 70.5], shoonya_0s6JS1F2S2ENOF, 5691947]
[paragraph, [390.0, 355.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 391.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 427.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 463.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 499.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 535.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 571.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 607.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 643.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 679.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 715.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 751.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 787.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 823.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 859.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 895.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 931.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 967.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 1003.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 1039.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [390.0, 1075.0, 639.0, 36.0], qn5o69YoE8, 5691947]
[paragraph, [385.0, 1137.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1173.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1209.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1245.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1281.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1317.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1353.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1389.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1425.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1461.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1497.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1533.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1569.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1605.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1641.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1677.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1713.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1749.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1785.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[paragraph, [385.0, 1821.0, 580.0, 36.0], qmDKr7wW6z, 5691947]
[footnote, [205.0, 1887.0, 930.0, 36.0], JeiAyRgCgK, 5691947]
[footnote, [205.0, 1923.0, 930.0, 36.0], JeiAyRgCgK, 5691947]
[footnote, [205.0, 1959.0, 930.0, 36.0], JeiAyRgCgK, 5691947]
