[2037, 1444]
[chapter-title, [577.0, 31.0, 306.0, 70.5], shoonya_3sZ56GJUYALA8H, 5653854]
[paragraph, [723.0, 133.0, 635.0, 36.0], HfulFETMdm, 5653854]
[paragraph, [723.0, 169.0, 635.0, 36.0], HfulFETMdm, 5653854]
[paragraph, [723.0, 205.0, 635.0, 36.0], HfulFETMdm, 5653854]
[paragraph, [723.0, 241.0, 635.0, 36.0], HfulFETMdm, 5653854]
[paragraph, [723.0, 277.0, 635.0, 36.0], HfulFETMdm, 5653854]
[paragraph, [723.0, 313.0, 635.0, 36.0], HfulFETMdm, 5653854]
[paragraph, [723.0, 349.0, 635.0, 36.0], HfulFETMdm, 5653854]
[paragraph, [723.0, 385.0, 635.0, 36.0], HfulFETMdm, 5653854]
[paragraph, [723.0, 421.0, 635.0, 36.0], HfulFETMdm, 5653854]
[paragraph, [94.0, 154.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 190.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 226.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 262.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 298.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 334.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 370.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 406.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 442.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 478.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 514.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 550.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 586.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 622.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 658.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 694.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 730.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 766.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 802.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 838.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 874.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 910.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 946.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 982.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 1018.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 1054.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 1090.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 1126.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 1162.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 1198.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 1234.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 1270.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 1306.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 1342.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [94.0, 1378.0, 664.0, 36.0], shoonya_1s45PNHOSJF5H6, 5653854]
[paragraph, [740.0, 463.0, 637.0, 36.0], v9I1Iq7vLy, 5653854]
[paragraph, [740.0, 499.0, 637.0, 36.0], v9I1Iq7vLy, 5653854]
[paragraph, [740.0, 535.0, 637.0, 36.0], v9I1Iq7vLy, 5653854]
[paragraph, [740.0, 571.0, 637.0, 36.0], v9I1Iq7vLy, 5653854]
[paragraph, [740.0, 607.0, 637.0, 36.0], v9I1Iq7vLy, 5653854]
[paragraph, [740.0, 643.0, 637.0, 36.0], v9I1Iq7vLy, 5653854]
[paragraph, [740.0, 679.0, 637.0, 36.0], v9I1Iq7vLy, 5653854]
[paragraph, [740.0, 715.0, 637.0, 36.0], v9I1Iq7vLy, 5653854]
[paragraph, [740.0, 751.0, 637.0, 36.0], v9I1Iq7vLy, 5653854]
[paragraph, [740.0, 787.0, 637.0, 36.0], v9I1Iq7vLy, 5653854]
[paragraph, [740.0, 823.0, 637.0, 36.0], v9I1Iq7vLy, 5653854]
[paragraph, [740.0, 859.0, 637.0, 36.0], v9I1Iq7vLy, 5653854]
[paragraph, [740.0, 895.0, 637.0, 36.0], v9I1Iq7vLy, 5653854]
[paragraph, [740.0, 931.0, 637.0, 36.0], v9I1Iq7vLy, 5653854]
[paragraph, [748.0, 989.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1025.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1061.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1097.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1133.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1169.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1205.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1241.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1277.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1313.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1349.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1385.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1421.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1457.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1493.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1529.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1565.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1601.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1637.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1673.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [748.0, 1709.0, 628.0, 36.0], shoonya_0sFZ4HC98QRLPK, 5653854]
[paragraph, [122.0, 1416.0, 639.0, 36.0], 2v0UdaiaFZ, 5653854]
[paragraph, [122.0, 1452.0, 639.0, 36.0], 2v0UdaiaFZ, 5653854]
[paragraph, [122.0, 1488.0, 639.0, 36.0], 2v0UdaiaFZ, 5653854]
[paragraph, [122.0, 1524.0, 639.0, 36.0], 2v0UdaiaFZ, 5653854]
[paragraph, [122.0, 1560.0, 639.0, 36.0], 2v0UdaiaFZ, 5653854]
[paragraph, [122.0, 1596.0, 639.0, 36.0], 2v0UdaiaFZ, 5653854]
[paragraph, [122.0, 1632.0, 639.0, 36.0], 2v0UdaiaFZ, 5653854]
[paragraph, [122.0, 1668.0, 639.0, 36.0], 2v0UdaiaFZ, 5653854]
[paragraph, [122.0, 1704.0, 639.0, 36.0], 2v0UdaiaFZ, 5653854]
[paragraph, [122.0, 1740.0, 639.0, 36.0], 2v0UdaiaFZ, 5653854]
[paragraph, [122.0, 1776.0, 639.0, 36.0], 2v0UdaiaFZ, 5653854]
[paragraph, [122.0, 1812.0, 639.0, 36.0], 2v0UdaiaFZ, 5653854]
[paragraph, [122.0, 1848.0, 639.0, 36.0], 2v0UdaiaFZ, 5653854]
[paragraph, [122.0, 1884.0, 639.0, 36.0], 2v0UdaiaFZ, 5653854]
[paragraph, [757.0, 1772.0, 645.0, 36.0], Lj08NbCFWp, 5653854]
[paragraph, [757.0, 1808.0, 645.0, 36.0], Lj08NbCFWp, 5653854]
[paragraph, [757.0, 1844.0, 645.0, 36.0], Lj08NbCFWp, 5653854]
[paragraph, [757.0, 1880.0, 645.0, 36.0], Lj08NbCFWp, 5653854]
[folio, [587.0, 1946.0, 355.0, 36.0], uy8oPAyuLW, 5653854]
[folio, [200.0, 1961.0, 95.0, 36.0], KS4H-rb-oS, 5653854]
[footnote, [383.0, 1981.0, 681.0, 36.0], eNGGfsj42L, 5653854]
