[1775, 1139]
[headline, [380.0, 187.0, 488.0, 37.5], shoonya_4sHDOPP3E7OCXE, 5654082]
[author, [894.0, 261.0, 199.0, 36.0], shoonya_5s0WB0JAVXH70H, 5654082]
[paragraph, [145.0, 317.0, 948.0, 36.0], shoonya_3sKO4W0RIJFKL8, 5654082]
[paragraph, [145.0, 353.0, 948.0, 36.0], shoonya_3sKO4W0RIJFKL8, 5654082]
[paragraph, [145.0, 389.0, 948.0, 36.0], shoonya_3sKO4W0RIJFKL8, 5654082]
[paragraph, [145.0, 425.0, 948.0, 36.0], shoonya_3sKO4W0RIJFKL8, 5654082]
[paragraph, [140.0, 497.0, 954.0, 36.0], shoonya_0sQ92R3301O2ER, 5654082]
[paragraph, [140.0, 533.0, 954.0, 36.0], shoonya_0sQ92R3301O2ER, 5654082]
[paragraph, [140.0, 569.0, 954.0, 36.0], shoonya_0sQ92R3301O2ER, 5654082]
[paragraph, [140.0, 605.0, 954.0, 36.0], shoonya_0sQ92R3301O2ER, 5654082]
[paragraph, [140.0, 641.0, 954.0, 36.0], shoonya_0sQ92R3301O2ER, 5654082]
[paragraph, [140.0, 677.0, 954.0, 36.0], shoonya_0sQ92R3301O2ER, 5654082]
[paragraph, [140.0, 713.0, 954.0, 36.0], shoonya_0sQ92R3301O2ER, 5654082]
[paragraph, [140.0, 749.0, 954.0, 36.0], shoonya_0sQ92R3301O2ER, 5654082]
[paragraph, [140.0, 785.0, 954.0, 36.0], shoonya_0sQ92R3301O2ER, 5654082]
[paragraph, [140.0, 821.0, 954.0, 36.0], shoonya_0sQ92R3301O2ER, 5654082]
[paragraph, [140.0, 883.0, 953.0, 36.0], shoonya_1s936CQDPWVYH6, 5654082]
[paragraph, [140.0, 919.0, 953.0, 36.0], shoonya_1s936CQDPWVYH6, 5654082]
[paragraph, [140.0, 955.0, 953.0, 36.0], shoonya_1s936CQDPWVYH6, 5654082]
[paragraph, [140.0, 991.0, 953.0, 36.0], shoonya_1s936CQDPWVYH6, 5654082]
[paragraph, [140.0, 1027.0, 953.0, 36.0], shoonya_1s936CQDPWVYH6, 5654082]
[paragraph, [140.0, 1063.0, 953.0, 36.0], shoonya_1s936CQDPWVYH6, 5654082]
[paragraph, [138.0, 1145.0, 952.0, 36.0], shoonya_2sSNRL5LO8IACU, 5654082]
[paragraph, [138.0, 1181.0, 952.0, 36.0], shoonya_2sSNRL5LO8IACU, 5654082]
[paragraph, [138.0, 1217.0, 952.0, 36.0], shoonya_2sSNRL5LO8IACU, 5654082]
[paragraph, [138.0, 1253.0, 952.0, 36.0], shoonya_2sSNRL5LO8IACU, 5654082]
[paragraph, [138.0, 1289.0, 952.0, 36.0], shoonya_2sSNRL5LO8IACU, 5654082]
[paragraph, [138.0, 1325.0, 952.0, 36.0], shoonya_2sSNRL5LO8IACU, 5654082]
[paragraph, [138.0, 1361.0, 952.0, 36.0], shoonya_2sSNRL5LO8IACU, 5654082]
[paragraph, [138.0, 1397.0, 952.0, 36.0], shoonya_2sSNRL5LO8IACU, 5654082]
[paragraph, [138.0, 1433.0, 952.0, 36.0], shoonya_2sSNRL5LO8IACU, 5654082]
[paragraph, [132.0, 1486.0, 965.0, 36.0], NnMl2HUrSe, 5654082]
[paragraph, [132.0, 1522.0, 965.0, 36.0], NnMl2HUrSe, 5654082]
[footnote, [167.0, 1584.0, 503.0, 36.0], W9U3fRf5YW, 5654082]
[folio, [766.0, 1631.0, 113.0, 36.0], vtJm9NGn49, 5654082]
