[1755, 1241]
[ordered-list, [72.0, 91.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 127.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 163.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 199.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 235.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 271.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 307.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 343.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 379.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 415.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 451.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 487.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 523.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 559.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 595.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 631.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 667.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 703.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 739.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 775.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 811.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 847.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 883.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 919.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 955.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 991.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 1027.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 1063.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 1099.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 1135.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 1171.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 1207.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 1243.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 1279.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 1315.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 1351.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 1387.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 1423.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 1459.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[ordered-list, [72.0, 1495.0, 1073.0, 36.0], 09dH3Obe9W, 5708868]
[sub-ordered-list, [138.0, 597.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 633.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 669.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 705.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 741.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 777.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 813.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 849.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 885.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 921.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 957.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 993.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 1029.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 1065.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 1101.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 1137.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 1173.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 1209.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 1245.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 1281.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 1317.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 1353.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 1389.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 1425.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 1461.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[sub-ordered-list, [138.0, 1497.0, 981.0, 36.0], S3J5cSY7ag, 5708868]
[subsub-ordered-list, [141.0, 1171.0, 960.0, 18.0], W7uXj06E6L, 5708868]
[subsub-ordered-list, [141.0, 1189.0, 960.0, 18.0], W7uXj06E6L, 5708868]
[subsub-ordered-list, [141.0, 1207.0, 960.0, 18.0], W7uXj06E6L, 5708868]
[subsub-ordered-list, [141.0, 1225.0, 960.0, 18.0], W7uXj06E6L, 5708868]
[subsub-ordered-list, [141.0, 1243.0, 960.0, 18.0], W7uXj06E6L, 5708868]
[subsub-ordered-list, [141.0, 1261.0, 960.0, 18.0], W7uXj06E6L, 5708868]
[subsub-ordered-list, [141.0, 1279.0, 960.0, 18.0], W7uXj06E6L, 5708868]
[subsub-ordered-list, [141.0, 1297.0, 960.0, 18.0], W7uXj06E6L, 5708868]
[subsub-ordered-list, [141.0, 1315.0, 960.0, 18.0], W7uXj06E6L, 5708868]
[subsub-ordered-list, [141.0, 1333.0, 960.0, 18.0], W7uXj06E6L, 5708868]
[subsub-ordered-list, [141.0, 1351.0, 960.0, 18.0], W7uXj06E6L, 5708868]
[subsub-ordered-list, [141.0, 1369.0, 960.0, 18.0], W7uXj06E6L, 5708868]
[ordered-list, [144.0, 1537.0, 958.0, 36.0], yn4y7Mls0J, 5708868]
