[2717, 1772]
[folio, [794.0, 230.0, 224.0, 46.5], shoonya_0s01YF1P1YQ5E7, 5721491]
[paragraph, [219.0, 341.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 387.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 434.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 480.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 527.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 573.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 620.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 666.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 713.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 759.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 806.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 852.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 899.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 945.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 992.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1038.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1085.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1131.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1178.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1224.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1271.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1317.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1364.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1410.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1457.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1503.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1550.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1596.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1643.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1689.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1736.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1782.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1829.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1875.5, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [219.0, 1922.0, 1346.0, 46.5], kJJY9_NyGe, 5721491]
[paragraph, [223.0, 2017.0, 1337.0, 46.5], Npa0vRExHr, 5721491]
[paragraph, [223.0, 2063.5, 1337.0, 46.5], Npa0vRExHr, 5721491]
[paragraph, [223.0, 2110.0, 1337.0, 46.5], Npa0vRExHr, 5721491]
[paragraph, [223.0, 2156.5, 1337.0, 46.5], Npa0vRExHr, 5721491]
[paragraph, [223.0, 2203.0, 1337.0, 46.5], Npa0vRExHr, 5721491]
[paragraph, [223.0, 2249.5, 1337.0, 46.5], Npa0vRExHr, 5721491]
[paragraph, [223.0, 2296.0, 1337.0, 46.5], Npa0vRExHr, 5721491]
[paragraph, [221.0, 2356.0, 1340.0, 46.5], aQrgyth_57, 5721491]
[paragraph, [221.0, 2402.5, 1340.0, 46.5], aQrgyth_57, 5721491]
[paragraph, [221.0, 2449.0, 1340.0, 46.5], aQrgyth_57, 5721491]
