[1492, 1000]
[folio, [411.0, 155.0, 206.0, 18.0], shoonya_1sCSCF5A0BM6LX, 5720222]
[paragraph, [149.0, 204.0, 723.0, 18.0], shoonya_0sQTI4WVPOAAIH, 5720222]
[paragraph, [149.0, 222.0, 723.0, 18.0], shoonya_0sQTI4WVPOAAIH, 5720222]
[paragraph, [149.0, 240.0, 723.0, 18.0], shoonya_0sQTI4WVPOAAIH, 5720222]
[paragraph, [149.0, 258.0, 723.0, 18.0], shoonya_0sQTI4WVPOAAIH, 5720222]
[paragraph, [149.0, 276.0, 723.0, 18.0], shoonya_0sQTI4WVPOAAIH, 5720222]
[paragraph, [149.0, 294.0, 723.0, 18.0], shoonya_0sQTI4WVPOAAIH, 5720222]
[paragraph, [143.0, 326.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 344.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 362.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 380.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 398.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 416.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 434.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 452.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 470.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 488.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 506.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 524.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 542.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 560.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 578.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 596.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 614.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 632.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 650.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 668.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 686.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 704.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 722.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 740.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 758.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 776.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 794.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 812.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 830.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [143.0, 848.0, 734.0, 18.0], Z9RF3qmxDh, 5720222]
[paragraph, [150.0, 875.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 893.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 911.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 929.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 947.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 965.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 983.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1001.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1019.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1037.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1055.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1073.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1091.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1109.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1127.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1145.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1163.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1181.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1199.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1217.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1235.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1253.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1271.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
[paragraph, [150.0, 1289.0, 733.0, 18.0], SwKZoeuwI8, 5720222]
