[2176, 1464]
[folio, [126.0, 124.0, 195.0, 36.0], B6Yhgw4GPt, 5654947]
[paragraph, [125.0, 244.0, 1189.0, 36.0], shoonya_5s2ZVGHOB19AJ2, 5654947]
[paragraph, [125.0, 280.0, 1189.0, 36.0], shoonya_5s2ZVGHOB19AJ2, 5654947]
[paragraph, [125.0, 316.0, 1189.0, 36.0], shoonya_5s2ZVGHOB19AJ2, 5654947]
[paragraph, [125.0, 352.0, 1189.0, 36.0], shoonya_5s2ZVGHOB19AJ2, 5654947]
[paragraph, [128.0, 422.0, 1189.0, 36.0], shoonya_2sDO3NI48WKZNU, 5654947]
[paragraph, [128.0, 458.0, 1189.0, 36.0], shoonya_2sDO3NI48WKZNU, 5654947]
[paragraph, [128.0, 494.0, 1189.0, 36.0], shoonya_2sDO3NI48WKZNU, 5654947]
[paragraph, [128.0, 530.0, 1189.0, 36.0], shoonya_2sDO3NI48WKZNU, 5654947]
[paragraph, [128.0, 566.0, 1189.0, 36.0], shoonya_2sDO3NI48WKZNU, 5654947]
[paragraph, [128.0, 602.0, 1189.0, 36.0], shoonya_2sDO3NI48WKZNU, 5654947]
[paragraph, [128.0, 638.0, 1189.0, 36.0], shoonya_2sDO3NI48WKZNU, 5654947]
[paragraph, [128.0, 674.0, 1189.0, 36.0], shoonya_2sDO3NI48WKZNU, 5654947]
[paragraph, [128.0, 710.0, 1189.0, 36.0], shoonya_2sDO3NI48WKZNU, 5654947]
[paragraph, [128.0, 746.0, 1189.0, 36.0], shoonya_2sDO3NI48WKZNU, 5654947]
[paragraph, [202.0, 816.0, 868.0, 36.0], shoonya_6sZ3Q646TEXK24, 5654947]
[paragraph, [202.0, 852.0, 868.0, 36.0], shoonya_6sZ3Q646TEXK24, 5654947]
[paragraph, [202.0, 888.0, 868.0, 36.0], shoonya_6sZ3Q646TEXK24, 5654947]
[paragraph, [202.0, 924.0, 868.0, 36.0], shoonya_6sZ3Q646TEXK24, 5654947]
[paragraph, [202.0, 960.0, 868.0, 36.0], shoonya_6sZ3Q646TEXK24, 5654947]
[paragraph, [202.0, 996.0, 868.0, 36.0], shoonya_6sZ3Q646TEXK24, 5654947]
[paragraph, [202.0, 1032.0, 868.0, 36.0], shoonya_6sZ3Q646TEXK24, 5654947]
[paragraph, [202.0, 1068.0, 868.0, 36.0], shoonya_6sZ3Q646TEXK24, 5654947]
[paragraph, [202.0, 1104.0, 868.0, 36.0], shoonya_6sZ3Q646TEXK24, 5654947]
[paragraph, [202.0, 1140.0, 868.0, 36.0], shoonya_6sZ3Q646TEXK24, 5654947]
[paragraph, [202.0, 1176.0, 868.0, 36.0], shoonya_6sZ3Q646TEXK24, 5654947]
[paragraph, [131.0, 1249.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[paragraph, [131.0, 1285.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[paragraph, [131.0, 1321.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[paragraph, [131.0, 1357.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[paragraph, [131.0, 1393.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[paragraph, [131.0, 1429.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[paragraph, [131.0, 1465.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[paragraph, [131.0, 1501.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[paragraph, [131.0, 1537.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[paragraph, [131.0, 1573.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[paragraph, [131.0, 1609.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[paragraph, [131.0, 1645.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[paragraph, [131.0, 1681.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[paragraph, [131.0, 1717.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[paragraph, [131.0, 1753.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[paragraph, [131.0, 1789.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[paragraph, [131.0, 1825.0, 1190.0, 36.0], shoonya_0sOS75BIRVCK77, 5654947]
[reference, [137.0, 1949.0, 440.0, 36.0], shoonya_1s4WNYBZFQV9HC, 5654947]
[reference, [137.0, 1985.0, 440.0, 36.0], shoonya_1s4WNYBZFQV9HC, 5654947]
