[2342, 1656]
[section-title, [357.0, 118.0, 668.0, 52.5], shoonya_1s42RLS49P4O8B, 5656820]
[section-title, [357.0, 170.5, 668.0, 52.5], shoonya_1s42RLS49P4O8B, 5656820]
[section-title, [357.0, 223.0, 668.0, 52.5], shoonya_1s42RLS49P4O8B, 5656820]
[section-title, [357.0, 275.5, 668.0, 52.5], shoonya_1s42RLS49P4O8B, 5656820]
[ordered-list, [134.0, 436.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 472.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 508.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 544.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 580.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 616.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 652.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 688.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 724.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 760.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 796.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 832.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 868.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 904.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 940.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 976.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1012.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1048.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1084.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1120.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1156.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1192.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1228.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1264.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1300.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1336.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1372.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1408.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1444.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1480.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1516.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1552.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1588.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1624.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1660.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1696.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1732.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1768.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1804.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1840.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1876.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1912.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1948.0, 1343.0, 36.0], syFki357zN, 5656820]
[ordered-list, [134.0, 1984.0, 1343.0, 36.0], syFki357zN, 5656820]
