[1300, 827]
[section-title, [373.0, 221.0, 87.0, 30.0], S8p2d4vEYj, 5748374]
[paragraph, [129.0, 269.0, 554.0, 18.0], 8sp-ht9kSo, 5748374]
[paragraph, [129.0, 287.0, 554.0, 18.0], 8sp-ht9kSo, 5748374]
[paragraph, [129.0, 305.0, 554.0, 18.0], 8sp-ht9kSo, 5748374]
[paragraph, [129.0, 323.0, 554.0, 18.0], 8sp-ht9kSo, 5748374]
[paragraph, [129.0, 341.0, 554.0, 18.0], 8sp-ht9kSo, 5748374]
[paragraph, [129.0, 359.0, 554.0, 18.0], 8sp-ht9kSo, 5748374]
[paragraph, [158.0, 354.0, 497.0, 18.0], x92OUs-j1f, 5748374]
[paragraph, [158.0, 372.0, 497.0, 18.0], x92OUs-j1f, 5748374]
[paragraph, [158.0, 390.0, 497.0, 18.0], x92OUs-j1f, 5748374]
[paragraph, [158.0, 408.0, 497.0, 18.0], x92OUs-j1f, 5748374]
[paragraph, [158.0, 426.0, 497.0, 18.0], x92OUs-j1f, 5748374]
[paragraph, [158.0, 444.0, 497.0, 18.0], x92OUs-j1f, 5748374]
[paragraph, [127.0, 477.0, 88.0, 18.0], eyHrgSTXaZ, 5748374]
[paragraph, [115.0, 509.0, 586.0, 18.0], _KFT_sJctK, 5748374]
[paragraph, [115.0, 527.0, 586.0, 18.0], _KFT_sJctK, 5748374]
[paragraph, [115.0, 545.0, 586.0, 18.0], _KFT_sJctK, 5748374]
[paragraph, [115.0, 563.0, 586.0, 18.0], _KFT_sJctK, 5748374]
[paragraph, [115.0, 581.0, 586.0, 18.0], _KFT_sJctK, 5748374]
[paragraph, [115.0, 599.0, 586.0, 18.0], _KFT_sJctK, 5748374]
[paragraph, [115.0, 617.0, 586.0, 18.0], _KFT_sJctK, 5748374]
[paragraph, [115.0, 635.0, 586.0, 18.0], _KFT_sJctK, 5748374]
[paragraph, [115.0, 653.0, 586.0, 18.0], _KFT_sJctK, 5748374]
[paragraph, [115.0, 671.0, 586.0, 18.0], _KFT_sJctK, 5748374]
[paragraph, [115.0, 689.0, 586.0, 18.0], _KFT_sJctK, 5748374]
[paragraph, [115.0, 707.0, 586.0, 18.0], _KFT_sJctK, 5748374]
[paragraph, [115.0, 725.0, 586.0, 18.0], _KFT_sJctK, 5748374]
[paragraph, [115.0, 743.0, 586.0, 18.0], _KFT_sJctK, 5748374]
[ordered-list, [116.0, 777.0, 589.0, 18.0], 6p-oVaf_UI, 5748374]
[ordered-list, [116.0, 795.0, 589.0, 18.0], 6p-oVaf_UI, 5748374]
[ordered-list, [116.0, 813.0, 589.0, 18.0], 6p-oVaf_UI, 5748374]
[ordered-list, [116.0, 831.0, 589.0, 18.0], 6p-oVaf_UI, 5748374]
[ordered-list, [116.0, 849.0, 589.0, 18.0], 6p-oVaf_UI, 5748374]
[ordered-list, [116.0, 867.0, 589.0, 18.0], 6p-oVaf_UI, 5748374]
[paragraph, [118.0, 903.0, 588.0, 18.0], TL6Yc_j9To, 5748374]
[paragraph, [118.0, 921.0, 588.0, 18.0], TL6Yc_j9To, 5748374]
[paragraph, [118.0, 939.0, 588.0, 18.0], TL6Yc_j9To, 5748374]
[paragraph, [118.0, 957.0, 588.0, 18.0], TL6Yc_j9To, 5748374]
[paragraph, [118.0, 975.0, 588.0, 18.0], TL6Yc_j9To, 5748374]
[paragraph, [118.0, 993.0, 588.0, 18.0], TL6Yc_j9To, 5748374]
[paragraph, [118.0, 1011.0, 588.0, 18.0], TL6Yc_j9To, 5748374]
[paragraph, [463.0, 1046.0, 122.0, 18.0], BFKCAMeeuj, 5748374]
[contact-info, [427.0, 1077.0, 271.0, 18.0], ZAQZbc7-ut, 5748374]
[contact-info, [427.0, 1095.0, 271.0, 18.0], ZAQZbc7-ut, 5748374]
[contact-info, [427.0, 1113.0, 271.0, 18.0], ZAQZbc7-ut, 5748374]
[contact-info, [427.0, 1131.0, 271.0, 18.0], ZAQZbc7-ut, 5748374]
[contact-info, [427.0, 1149.0, 271.0, 18.0], ZAQZbc7-ut, 5748374]
[footnote, [513.0, 1257.0, 259.0, 18.0], ck-djcsTPu, 5748374]
