[872, 605]
[section-title, [262.0, 31.0, 86.0, 30.0], So3wWV4S5w, 6456963]
[folio, [397.0, 31.0, 160.0, 18.0], UWSywQgKAB, 6456963]
[folio, [397.0, 49.0, 160.0, 18.0], UWSywQgKAB, 6456963]
[paragraph, [51.0, 74.0, 254.0, 18.0], oJzyBXlOZ0, 6456963]
[paragraph, [51.0, 92.0, 254.0, 18.0], oJzyBXlOZ0, 6456963]
[paragraph, [302.0, 75.0, 224.0, 18.0], aouZm80pNk, 6456963]
[paragraph, [304.0, 93.0, 249.0, 18.0], kuGT4hpDPb, 6456963]
[paragraph, [304.0, 111.0, 249.0, 18.0], kuGT4hpDPb, 6456963]
[paragraph, [50.0, 112.0, 255.0, 18.0], IzqBGFZzR1, 6456963]
[paragraph, [46.0, 132.0, 217.0, 18.0], _nHjKTpjJc, 6456963]
[paragraph, [303.0, 133.0, 250.0, 18.0], MXN5AQ_8dv, 6456963]
[paragraph, [303.0, 151.0, 250.0, 18.0], MXN5AQ_8dv, 6456963]
[paragraph, [50.0, 149.0, 254.0, 18.0], KNdTwRKxPx, 6456963]
[paragraph, [50.0, 167.0, 254.0, 18.0], KNdTwRKxPx, 6456963]
[paragraph, [302.0, 173.0, 250.0, 18.0], 9EnLoNli3m, 6456963]
[paragraph, [302.0, 191.0, 250.0, 18.0], 9EnLoNli3m, 6456963]
[paragraph, [46.0, 183.0, 242.0, 18.0], e_p3RrtjHO, 6456963]
[paragraph, [63.0, 208.0, 156.0, 18.0], 65BjmAQDIV, 6456963]
[paragraph, [303.0, 216.0, 208.0, 18.0], qopLjhqagR, 6456963]
[paragraph, [50.0, 224.0, 229.0, 18.0], JspOUKTxDK, 6456963]
[paragraph, [50.0, 242.0, 229.0, 18.0], JspOUKTxDK, 6456963]
[paragraph, [301.0, 240.0, 253.0, 18.0], zNk1_kCWeU, 6456963]
[paragraph, [301.0, 258.0, 253.0, 18.0], zNk1_kCWeU, 6456963]
[paragraph, [301.0, 276.0, 253.0, 18.0], zNk1_kCWeU, 6456963]
[paragraph, [301.0, 294.0, 253.0, 18.0], zNk1_kCWeU, 6456963]
[paragraph, [301.0, 312.0, 253.0, 18.0], zNk1_kCWeU, 6456963]
[paragraph, [301.0, 330.0, 253.0, 18.0], zNk1_kCWeU, 6456963]
[paragraph, [301.0, 348.0, 253.0, 18.0], zNk1_kCWeU, 6456963]
[paragraph, [301.0, 366.0, 253.0, 18.0], zNk1_kCWeU, 6456963]
[paragraph, [301.0, 384.0, 253.0, 18.0], zNk1_kCWeU, 6456963]
[paragraph, [48.0, 260.0, 254.0, 18.0], NtM_lys7hB, 6456963]
[paragraph, [48.0, 278.0, 254.0, 18.0], NtM_lys7hB, 6456963]
[paragraph, [48.0, 302.0, 252.0, 18.0], xcvDaolxRj, 6456963]
[paragraph, [48.0, 320.0, 252.0, 18.0], xcvDaolxRj, 6456963]
[paragraph, [51.0, 336.0, 229.0, 18.0], WQ0xSeTwnk, 6456963]
[paragraph, [51.0, 354.0, 229.0, 18.0], WQ0xSeTwnk, 6456963]
[paragraph, [50.0, 370.0, 245.0, 18.0], 3xZNemmJfE, 6456963]
[paragraph, [50.0, 388.0, 245.0, 18.0], 3xZNemmJfE, 6456963]
[paragraph, [47.0, 404.0, 246.0, 18.0], R9LDk9gLY-, 6456963]
[paragraph, [47.0, 422.0, 246.0, 18.0], R9LDk9gLY-, 6456963]
[paragraph, [299.0, 417.0, 251.0, 18.0], 2rzAcD1CL0, 6456963]
[paragraph, [52.0, 439.0, 242.0, 18.0], d-4RlsEnHY, 6456963]
[paragraph, [52.0, 457.0, 242.0, 18.0], d-4RlsEnHY, 6456963]
[paragraph, [299.0, 450.0, 246.0, 18.0], DnT_V6cPdL, 6456963]
[paragraph, [299.0, 468.0, 246.0, 18.0], DnT_V6cPdL, 6456963]
[paragraph, [299.0, 486.0, 246.0, 18.0], DnT_V6cPdL, 6456963]
[paragraph, [299.0, 504.0, 246.0, 18.0], DnT_V6cPdL, 6456963]
[paragraph, [299.0, 522.0, 246.0, 18.0], DnT_V6cPdL, 6456963]
[paragraph, [52.0, 474.0, 225.0, 18.0], 6EyZzF__YF, 6456963]
[paragraph, [52.0, 492.0, 225.0, 18.0], 6EyZzF__YF, 6456963]
[paragraph, [50.0, 506.0, 226.0, 18.0], JjYlt4Ebhm, 6456963]
[paragraph, [53.0, 526.0, 247.0, 18.0], DMlTNzUJhP, 6456963]
[paragraph, [53.0, 544.0, 247.0, 18.0], DMlTNzUJhP, 6456963]
[paragraph, [53.0, 562.0, 247.0, 18.0], DMlTNzUJhP, 6456963]
[paragraph, [53.0, 580.0, 247.0, 18.0], DMlTNzUJhP, 6456963]
[paragraph, [53.0, 598.0, 247.0, 18.0], DMlTNzUJhP, 6456963]
[paragraph, [53.0, 616.0, 247.0, 18.0], DMlTNzUJhP, 6456963]
[paragraph, [53.0, 634.0, 247.0, 18.0], DMlTNzUJhP, 6456963]
[paragraph, [53.0, 652.0, 247.0, 18.0], DMlTNzUJhP, 6456963]
[paragraph, [53.0, 670.0, 247.0, 18.0], DMlTNzUJhP, 6456963]
[paragraph, [304.0, 554.0, 246.0, 18.0], t3k6vfqWdM, 6456963]
[paragraph, [304.0, 572.0, 246.0, 18.0], t3k6vfqWdM, 6456963]
[paragraph, [310.0, 599.0, 233.0, 18.0], WWcUSLE7t6, 6456963]
[paragraph, [310.0, 617.0, 233.0, 18.0], WWcUSLE7t6, 6456963]
[paragraph, [310.0, 635.0, 233.0, 18.0], WWcUSLE7t6, 6456963]
[paragraph, [310.0, 653.0, 233.0, 18.0], WWcUSLE7t6, 6456963]
[paragraph, [310.0, 671.0, 233.0, 18.0], WWcUSLE7t6, 6456963]
[paragraph, [53.0, 697.0, 240.0, 18.0], AZ9o3VJWqN, 6456963]
[reference, [298.0, 703.0, 251.0, 18.0], TdTbNvlbU5, 6456963]
[reference, [298.0, 721.0, 251.0, 18.0], TdTbNvlbU5, 6456963]
[reference, [298.0, 739.0, 251.0, 18.0], TdTbNvlbU5, 6456963]
[reference, [298.0, 757.0, 251.0, 18.0], TdTbNvlbU5, 6456963]
[reference, [298.0, 775.0, 251.0, 18.0], TdTbNvlbU5, 6456963]
[reference, [298.0, 793.0, 251.0, 18.0], TdTbNvlbU5, 6456963]
[reference, [298.0, 811.0, 251.0, 18.0], TdTbNvlbU5, 6456963]
[paragraph, [54.0, 716.0, 236.0, 18.0], Gx7wYG1w2-, 6456963]
[paragraph, [55.0, 737.0, 246.0, 18.0], nbDJhEk0N8, 6456963]
[paragraph, [55.0, 755.0, 246.0, 18.0], nbDJhEk0N8, 6456963]
[paragraph, [55.0, 773.0, 246.0, 18.0], nbDJhEk0N8, 6456963]
[reference, [56.0, 798.0, 238.0, 18.0], shoonya_0s6LT3DST3AWTE, 6456963]
[reference, [56.0, 816.0, 238.0, 18.0], shoonya_0s6LT3DST3AWTE, 6456963]
