[1298, 853]
[section-title, [297.0, 68.0, 252.0, 30.0], shoonya_3s2NNRUF1323BB, 5709761]
[paragraph, [69.0, 113.0, 723.0, 18.0], shoonya_0sQFIRROC1L1V3, 5709761]
[paragraph, [69.0, 131.0, 723.0, 18.0], shoonya_0sQFIRROC1L1V3, 5709761]
[paragraph, [69.0, 149.0, 723.0, 18.0], shoonya_0sQFIRROC1L1V3, 5709761]
[paragraph, [69.0, 167.0, 723.0, 18.0], shoonya_0sQFIRROC1L1V3, 5709761]
[paragraph, [69.0, 185.0, 723.0, 18.0], shoonya_0sQFIRROC1L1V3, 5709761]
[paragraph, [69.0, 203.0, 723.0, 18.0], shoonya_0sQFIRROC1L1V3, 5709761]
[paragraph, [69.0, 221.0, 723.0, 18.0], shoonya_0sQFIRROC1L1V3, 5709761]
[paragraph, [69.0, 239.0, 723.0, 18.0], shoonya_0sQFIRROC1L1V3, 5709761]
[paragraph, [69.0, 257.0, 723.0, 18.0], shoonya_0sQFIRROC1L1V3, 5709761]
[paragraph, [69.0, 275.0, 723.0, 18.0], shoonya_0sQFIRROC1L1V3, 5709761]
[paragraph, [69.0, 293.0, 723.0, 18.0], shoonya_0sQFIRROC1L1V3, 5709761]
[paragraph, [69.0, 311.0, 723.0, 18.0], shoonya_0sQFIRROC1L1V3, 5709761]
[paragraph, [69.0, 329.0, 723.0, 18.0], shoonya_0sQFIRROC1L1V3, 5709761]
[paragraph, [69.0, 347.0, 723.0, 18.0], shoonya_0sQFIRROC1L1V3, 5709761]
[paragraph, [70.0, 367.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 385.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 403.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 421.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 439.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 457.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 475.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 493.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 511.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 529.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 547.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 565.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 583.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 601.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 619.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 637.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 655.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 673.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 691.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 709.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 727.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 745.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 763.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 781.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 799.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 817.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 835.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 853.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 871.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 889.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 907.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 925.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 943.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 961.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 979.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 997.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 1015.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 1033.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 1051.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 1069.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 1087.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 1105.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 1123.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 1141.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [70.0, 1159.0, 720.0, 18.0], shoonya_1sM9G733MXL33C, 5709761]
[paragraph, [130.0, 1180.0, 653.0, 18.0], shoonya_2sRAAKPPH14UUG, 5709761]
[paragraph, [130.0, 1198.0, 653.0, 18.0], shoonya_2sRAAKPPH14UUG, 5709761]
