[2339, 1653]
[paragraph, [234.0, 206.0, 1178.0, 36.0], vxkn-UmMEn, 5685868]
[paragraph, [234.0, 242.0, 1178.0, 36.0], vxkn-UmMEn, 5685868]
[paragraph, [234.0, 278.0, 1178.0, 36.0], vxkn-UmMEn, 5685868]
[paragraph, [234.0, 314.0, 1178.0, 36.0], vxkn-UmMEn, 5685868]
[paragraph, [234.0, 350.0, 1178.0, 36.0], vxkn-UmMEn, 5685868]
[paragraph, [234.0, 386.0, 1178.0, 36.0], vxkn-UmMEn, 5685868]
[paragraph, [234.0, 422.0, 1178.0, 36.0], vxkn-UmMEn, 5685868]
[paragraph, [234.0, 458.0, 1178.0, 36.0], vxkn-UmMEn, 5685868]
[paragraph, [234.0, 614.0, 1176.0, 36.0], NNdkpcXMQC, 5685868]
[paragraph, [234.0, 650.0, 1176.0, 36.0], NNdkpcXMQC, 5685868]
[paragraph, [234.0, 686.0, 1176.0, 36.0], NNdkpcXMQC, 5685868]
[paragraph, [234.0, 722.0, 1176.0, 36.0], NNdkpcXMQC, 5685868]
[paragraph, [234.0, 758.0, 1176.0, 36.0], NNdkpcXMQC, 5685868]
[paragraph, [234.0, 794.0, 1176.0, 36.0], NNdkpcXMQC, 5685868]
[paragraph, [234.0, 830.0, 1176.0, 36.0], NNdkpcXMQC, 5685868]
[paragraph, [234.0, 866.0, 1176.0, 36.0], NNdkpcXMQC, 5685868]
[paragraph, [234.0, 902.0, 1176.0, 36.0], NNdkpcXMQC, 5685868]
[paragraph, [234.0, 938.0, 1176.0, 36.0], NNdkpcXMQC, 5685868]
[paragraph, [537.0, 992.0, 514.0, 36.0], YRjL79bX85, 5685868]
[paragraph, [537.0, 1028.0, 514.0, 36.0], YRjL79bX85, 5685868]
[paragraph, [537.0, 1064.0, 514.0, 36.0], YRjL79bX85, 5685868]
[paragraph, [537.0, 1100.0, 514.0, 36.0], YRjL79bX85, 5685868]
[paragraph, [537.0, 1136.0, 514.0, 36.0], YRjL79bX85, 5685868]
[paragraph, [537.0, 1172.0, 514.0, 36.0], YRjL79bX85, 5685868]
[paragraph, [528.0, 1229.0, 610.0, 36.0], a72CRAe1EB, 5685868]
[paragraph, [528.0, 1265.0, 610.0, 36.0], a72CRAe1EB, 5685868]
[paragraph, [528.0, 1301.0, 610.0, 36.0], a72CRAe1EB, 5685868]
[paragraph, [528.0, 1337.0, 610.0, 36.0], a72CRAe1EB, 5685868]
[paragraph, [650.0, 1390.0, 260.0, 36.0], KlVWVpVA9l, 5685868]
[reference, [918.0, 1390.0, 225.0, 36.0], JLIVpIYy2-, 5685868]
[paragraph, [238.0, 1469.0, 1176.0, 36.0], FN0h1IOxFV, 5685868]
[paragraph, [238.0, 1505.0, 1176.0, 36.0], FN0h1IOxFV, 5685868]
[paragraph, [238.0, 1541.0, 1176.0, 36.0], FN0h1IOxFV, 5685868]
[paragraph, [238.0, 1577.0, 1176.0, 36.0], FN0h1IOxFV, 5685868]
[paragraph, [238.0, 1613.0, 1176.0, 36.0], FN0h1IOxFV, 5685868]
[paragraph, [238.0, 1649.0, 1176.0, 36.0], FN0h1IOxFV, 5685868]
[paragraph, [238.0, 1685.0, 1176.0, 36.0], FN0h1IOxFV, 5685868]
[paragraph, [238.0, 1721.0, 1176.0, 36.0], FN0h1IOxFV, 5685868]
[paragraph, [238.0, 1757.0, 1176.0, 36.0], FN0h1IOxFV, 5685868]
[paragraph, [238.0, 1793.0, 1176.0, 36.0], FN0h1IOxFV, 5685868]
[paragraph, [238.0, 1829.0, 1176.0, 36.0], FN0h1IOxFV, 5685868]
[paragraph, [238.0, 1865.0, 1176.0, 36.0], FN0h1IOxFV, 5685868]
[paragraph, [240.0, 1918.0, 1176.0, 36.0], BrNmFmd14P, 5685868]
[paragraph, [240.0, 1954.0, 1176.0, 36.0], BrNmFmd14P, 5685868]
[paragraph, [240.0, 1990.0, 1176.0, 36.0], BrNmFmd14P, 5685868]
[paragraph, [23820.0, 20650.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 20686.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 20722.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 20758.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 20794.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 20830.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 20866.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 20902.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 20938.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 20974.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21010.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21046.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21082.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21118.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21154.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21190.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21226.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21262.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21298.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21334.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21370.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21406.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21442.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21478.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21514.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21550.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21586.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21622.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21658.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
[paragraph, [23820.0, 21694.0, 117552.0, 36.0], shoonya_1sBXOQAGW5I7EH, 5685868]
