[2339, 1654]
[paragraph, [126.0, 116.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 152.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 188.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 224.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 260.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 296.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 332.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 368.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 404.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 440.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 476.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 512.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 548.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 584.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 620.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 656.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 692.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 728.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 764.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 800.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 836.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 872.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 908.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 944.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 980.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 1016.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 1052.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 1088.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 1124.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [126.0, 1160.0, 1386.0, 36.0], 2MQc3SYBBI, 5753042]
[paragraph, [138.0, 1277.0, 1379.0, 36.0], shoonya_0sN5Q2YIJGFM7F, 5753042]
[paragraph, [138.0, 1313.0, 1379.0, 36.0], shoonya_0sN5Q2YIJGFM7F, 5753042]
[paragraph, [138.0, 1349.0, 1379.0, 36.0], shoonya_0sN5Q2YIJGFM7F, 5753042]
[paragraph, [138.0, 1385.0, 1379.0, 36.0], shoonya_0sN5Q2YIJGFM7F, 5753042]
[paragraph, [138.0, 1421.0, 1379.0, 36.0], shoonya_0sN5Q2YIJGFM7F, 5753042]
[paragraph, [138.0, 1457.0, 1379.0, 36.0], shoonya_0sN5Q2YIJGFM7F, 5753042]
[paragraph, [138.0, 1493.0, 1379.0, 36.0], shoonya_0sN5Q2YIJGFM7F, 5753042]
[paragraph, [138.0, 1529.0, 1379.0, 36.0], shoonya_0sN5Q2YIJGFM7F, 5753042]
[paragraph, [138.0, 1565.0, 1379.0, 36.0], shoonya_0sN5Q2YIJGFM7F, 5753042]
[paragraph, [138.0, 1601.0, 1379.0, 36.0], shoonya_0sN5Q2YIJGFM7F, 5753042]
[paragraph, [138.0, 1637.0, 1379.0, 36.0], shoonya_0sN5Q2YIJGFM7F, 5753042]
[paragraph, [138.0, 1673.0, 1379.0, 36.0], shoonya_0sN5Q2YIJGFM7F, 5753042]
[paragraph, [138.0, 1709.0, 1379.0, 36.0], shoonya_0sN5Q2YIJGFM7F, 5753042]
[paragraph, [138.0, 1745.0, 1379.0, 36.0], shoonya_0sN5Q2YIJGFM7F, 5753042]
[author, [520.0, 1825.0, 611.0, 36.0], shoonya_1sLYZFLKZ5DG8O, 5753042]
[author, [520.0, 1861.0, 611.0, 36.0], shoonya_1sLYZFLKZ5DG8O, 5753042]
