[1031, 622]
[section-title, [257.0, 70.0, 99.0, 30.0], shoonya_1sA7UHR7HCQUTG, 5709786]
[paragraph, [70.0, 116.0, 474.0, 18.0], shoonya_0sM02YYEFHFX1C, 5709786]
[paragraph, [70.0, 134.0, 474.0, 18.0], shoonya_0sM02YYEFHFX1C, 5709786]
[paragraph, [70.0, 152.0, 474.0, 18.0], shoonya_0sM02YYEFHFX1C, 5709786]
[paragraph, [63.0, 176.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 194.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 212.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 230.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 248.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 266.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 284.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 302.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 320.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 338.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 356.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 374.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 392.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 410.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 428.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 446.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 464.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 482.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 500.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 518.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 536.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 554.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 572.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 590.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 608.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 626.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 644.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 662.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 680.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 698.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 716.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 734.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 752.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 770.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 788.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 806.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 824.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 842.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 860.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 878.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 896.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 914.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 932.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
[paragraph, [63.0, 950.0, 495.0, 18.0], 1pBIBsqhXO, 5709786]
