[1754, 1241]
[section-title, [383.0, 89.0, 487.0, 49.5], mLsKQeWLfQ, 5706377]
[section-title, [383.0, 138.5, 487.0, 49.5], mLsKQeWLfQ, 5706377]
[ordered-list, [145.0, 302.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 338.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 374.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 410.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 446.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 482.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 518.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 554.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 590.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 626.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 662.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 698.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 734.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 770.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 806.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 842.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 878.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 914.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 950.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 986.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1022.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1058.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1094.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1130.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1166.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1202.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1238.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1274.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1310.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1346.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1382.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1418.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1454.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1490.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1526.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1562.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[ordered-list, [145.0, 1598.0, 966.0, 36.0], shoonya_0sCIW9GKCZJB93, 5706377]
[sub-ordered-list, [193.0, 348.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 384.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 420.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 456.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 492.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 528.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 564.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 600.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 636.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 672.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 708.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 744.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 780.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
[sub-ordered-list, [193.0, 816.0, 919.0, 36.0], G4NiJ8qmq8, 5706377]
