[1723, 1092]
[paragraph, [118.0, 159.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 195.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 231.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 267.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 303.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 339.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 375.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 411.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 447.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 483.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 519.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 555.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 591.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 627.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 663.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 699.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 735.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[paragraph, [118.0, 771.0, 873.0, 36.0], shoonya_1sO15S07LYDBTT, 5680723]
[section-title, [118.0, 841.0, 297.0, 49.5], MH3mgB9Ubz, 5680723]
[paragraph, [113.0, 899.0, 880.0, 36.0], shoonya_0sDXH8FQPVAS5N, 5680723]
[paragraph, [113.0, 935.0, 880.0, 36.0], shoonya_0sDXH8FQPVAS5N, 5680723]
[paragraph, [113.0, 971.0, 880.0, 36.0], shoonya_0sDXH8FQPVAS5N, 5680723]
[paragraph, [113.0, 1007.0, 880.0, 36.0], shoonya_0sDXH8FQPVAS5N, 5680723]
[paragraph, [113.0, 1043.0, 880.0, 36.0], shoonya_0sDXH8FQPVAS5N, 5680723]
[paragraph, [113.0, 1079.0, 880.0, 36.0], shoonya_0sDXH8FQPVAS5N, 5680723]
[paragraph, [113.0, 1115.0, 880.0, 36.0], shoonya_0sDXH8FQPVAS5N, 5680723]
[paragraph, [113.0, 1151.0, 880.0, 36.0], shoonya_0sDXH8FQPVAS5N, 5680723]
[paragraph, [113.0, 1187.0, 880.0, 36.0], shoonya_0sDXH8FQPVAS5N, 5680723]
[paragraph, [113.0, 1223.0, 880.0, 36.0], shoonya_0sDXH8FQPVAS5N, 5680723]
[paragraph, [113.0, 1259.0, 880.0, 36.0], shoonya_0sDXH8FQPVAS5N, 5680723]
[paragraph, [113.0, 1295.0, 880.0, 36.0], shoonya_0sDXH8FQPVAS5N, 5680723]
[paragraph, [118.0, 1416.0, 868.0, 36.0], ZOn3o4PETb, 5680723]
[paragraph, [118.0, 1452.0, 868.0, 36.0], ZOn3o4PETb, 5680723]
[paragraph, [118.0, 1488.0, 868.0, 36.0], ZOn3o4PETb, 5680723]
[folio, [500.0, 1586.0, 137.0, 36.0], ygTHHtMOFY, 5680723]
