[1650, 1050]
[chapter-title, [300.0, 174.0, 423.0, 58.5], vj5kfZB5P5, 5731822]
[paragraph, [107.0, 294.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 330.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 366.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 402.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 438.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 474.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 510.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 546.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 582.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 618.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 654.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 690.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 726.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 762.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 798.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 834.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 870.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [107.0, 906.0, 831.0, 36.0], shoonya_1sZE1SEFH619FQ, 5731822]
[paragraph, [104.0, 962.0, 832.0, 36.0], shoonya_2sFZFVOAC9JJER, 5731822]
[paragraph, [104.0, 998.0, 832.0, 36.0], shoonya_2sFZFVOAC9JJER, 5731822]
[paragraph, [104.0, 1034.0, 832.0, 36.0], shoonya_2sFZFVOAC9JJER, 5731822]
[paragraph, [104.0, 1070.0, 832.0, 36.0], shoonya_2sFZFVOAC9JJER, 5731822]
[paragraph, [104.0, 1106.0, 832.0, 36.0], shoonya_2sFZFVOAC9JJER, 5731822]
[paragraph, [104.0, 1142.0, 832.0, 36.0], shoonya_2sFZFVOAC9JJER, 5731822]
[paragraph, [104.0, 1178.0, 832.0, 36.0], shoonya_2sFZFVOAC9JJER, 5731822]
[paragraph, [104.0, 1214.0, 832.0, 36.0], shoonya_2sFZFVOAC9JJER, 5731822]
[paragraph, [104.0, 1250.0, 832.0, 36.0], shoonya_2sFZFVOAC9JJER, 5731822]
[paragraph, [104.0, 1286.0, 832.0, 36.0], shoonya_2sFZFVOAC9JJER, 5731822]
[paragraph, [104.0, 1322.0, 832.0, 36.0], shoonya_2sFZFVOAC9JJER, 5731822]
[paragraph, [104.0, 1358.0, 832.0, 36.0], shoonya_2sFZFVOAC9JJER, 5731822]
[paragraph, [104.0, 1394.0, 832.0, 36.0], shoonya_2sFZFVOAC9JJER, 5731822]
[paragraph, [104.0, 1430.0, 832.0, 36.0], shoonya_2sFZFVOAC9JJER, 5731822]
