[1388, 886]
[folio, [606.0, 96.0, 225.0, 18.0], tJ56oq2t73, 5742106]
[folio, [606.0, 114.0, 225.0, 18.0], tJ56oq2t73, 5742106]
[folio, [344.0, 99.0, 176.0, 18.0], lkNFpZzlhG, 5742106]
[folio, [344.0, 117.0, 176.0, 18.0], lkNFpZzlhG, 5742106]
[paragraph, [446.0, 153.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 171.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 189.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 207.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 225.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 243.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 261.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 279.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 297.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 315.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 333.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 351.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 369.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 387.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 405.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 423.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 441.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 459.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 477.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 495.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 513.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 531.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 549.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 567.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 585.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 603.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 621.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 639.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 657.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 675.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 693.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 711.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 729.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 747.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 765.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 783.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 801.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 819.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 837.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 855.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 873.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 891.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 909.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 927.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 945.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 963.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 981.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 999.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 1017.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 1035.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 1053.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 1071.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 1089.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 1107.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 1125.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [446.0, 1143.0, 403.0, 18.0], sIhD-hSOKI, 5742106]
[paragraph, [67.0, 158.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 176.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 194.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 212.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 230.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 248.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 266.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 284.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 302.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 320.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 338.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 356.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 374.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 392.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 410.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 428.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 446.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 464.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 482.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 500.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 518.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 536.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 554.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 572.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 590.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 608.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 626.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 644.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 662.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 680.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 698.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 716.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 734.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 752.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 770.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 788.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 806.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 824.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 842.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 860.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 878.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 896.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 914.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 932.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
[paragraph, [67.0, 950.0, 358.0, 18.0], yIyUqcE8Iw, 5742106]
