[1162, 749]
[folio, [328.0, 76.0, 87.0, 18.0], shoonya_3sQR0U8Y3RV3NS, 5700082]
[paragraph, [80.0, 118.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 136.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 154.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 172.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 190.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 208.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 226.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 244.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 262.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 280.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 298.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 316.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 334.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 352.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 370.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 388.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 406.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 424.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 442.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 460.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 478.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 496.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 514.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [80.0, 532.0, 593.0, 18.0], shoonya_0sL8UHW11DCGH6, 5700082]
[paragraph, [81.0, 572.0, 588.0, 18.0], shoonya_2sFBHWAFFFUZ4T, 5700082]
[paragraph, [81.0, 590.0, 588.0, 18.0], shoonya_2sFBHWAFFFUZ4T, 5700082]
[paragraph, [81.0, 608.0, 588.0, 18.0], shoonya_2sFBHWAFFFUZ4T, 5700082]
[paragraph, [81.0, 626.0, 588.0, 18.0], shoonya_2sFBHWAFFFUZ4T, 5700082]
[paragraph, [81.0, 644.0, 588.0, 18.0], shoonya_2sFBHWAFFFUZ4T, 5700082]
[paragraph, [81.0, 662.0, 588.0, 18.0], shoonya_2sFBHWAFFFUZ4T, 5700082]
[paragraph, [81.0, 680.0, 588.0, 18.0], shoonya_2sFBHWAFFFUZ4T, 5700082]
[paragraph, [78.0, 711.0, 591.0, 18.0], shoonya_1sS5H8JHPC8BCA, 5700082]
[paragraph, [78.0, 729.0, 591.0, 18.0], shoonya_1sS5H8JHPC8BCA, 5700082]
[paragraph, [78.0, 747.0, 591.0, 18.0], shoonya_1sS5H8JHPC8BCA, 5700082]
[paragraph, [78.0, 765.0, 591.0, 18.0], shoonya_1sS5H8JHPC8BCA, 5700082]
[paragraph, [78.0, 783.0, 591.0, 18.0], shoonya_1sS5H8JHPC8BCA, 5700082]
[paragraph, [78.0, 801.0, 591.0, 18.0], shoonya_1sS5H8JHPC8BCA, 5700082]
[paragraph, [78.0, 819.0, 591.0, 18.0], shoonya_1sS5H8JHPC8BCA, 5700082]
[paragraph, [78.0, 837.0, 591.0, 18.0], shoonya_1sS5H8JHPC8BCA, 5700082]
[paragraph, [78.0, 855.0, 591.0, 18.0], shoonya_1sS5H8JHPC8BCA, 5700082]
[paragraph, [78.0, 873.0, 591.0, 18.0], shoonya_1sS5H8JHPC8BCA, 5700082]
[paragraph, [78.0, 891.0, 591.0, 18.0], shoonya_1sS5H8JHPC8BCA, 5700082]
[paragraph, [78.0, 909.0, 591.0, 18.0], shoonya_1sS5H8JHPC8BCA, 5700082]
[paragraph, [78.0, 927.0, 591.0, 18.0], shoonya_1sS5H8JHPC8BCA, 5700082]
[paragraph, [78.0, 945.0, 591.0, 18.0], shoonya_1sS5H8JHPC8BCA, 5700082]
[paragraph, [78.0, 963.0, 591.0, 18.0], shoonya_1sS5H8JHPC8BCA, 5700082]
[footnote, [128.0, 1060.0, 436.0, 18.0], jUh9ni4cWc, 5700082]
