[1298, 853]
[section-title, [309.0, 69.0, 222.0, 30.0], shoonya_0sY5874K2NWOEF, 5710266]
[paragraph, [32.0, 111.0, 772.0, 18.0], rN5q6koQ4V, 5710266]
[paragraph, [32.0, 129.0, 772.0, 18.0], rN5q6koQ4V, 5710266]
[paragraph, [32.0, 147.0, 772.0, 18.0], rN5q6koQ4V, 5710266]
[paragraph, [32.0, 165.0, 772.0, 18.0], rN5q6koQ4V, 5710266]
[paragraph, [32.0, 183.0, 772.0, 18.0], rN5q6koQ4V, 5710266]
[paragraph, [32.0, 201.0, 772.0, 18.0], rN5q6koQ4V, 5710266]
[paragraph, [32.0, 219.0, 772.0, 18.0], rN5q6koQ4V, 5710266]
[paragraph, [32.0, 237.0, 772.0, 18.0], rN5q6koQ4V, 5710266]
[paragraph, [32.0, 255.0, 772.0, 18.0], rN5q6koQ4V, 5710266]
[paragraph, [32.0, 273.0, 772.0, 18.0], rN5q6koQ4V, 5710266]
[paragraph, [32.0, 291.0, 772.0, 18.0], rN5q6koQ4V, 5710266]
[paragraph, [32.0, 309.0, 772.0, 18.0], rN5q6koQ4V, 5710266]
[paragraph, [32.0, 327.0, 772.0, 18.0], rN5q6koQ4V, 5710266]
[paragraph, [32.0, 345.0, 772.0, 18.0], rN5q6koQ4V, 5710266]
[paragraph, [32.0, 363.0, 772.0, 18.0], rN5q6koQ4V, 5710266]
[paragraph, [32.0, 381.0, 772.0, 18.0], rN5q6koQ4V, 5710266]
[paragraph, [26.0, 407.0, 786.0, 18.0], OGk_UYS7aX, 5710266]
[paragraph, [26.0, 425.0, 786.0, 18.0], OGk_UYS7aX, 5710266]
[paragraph, [26.0, 443.0, 786.0, 18.0], OGk_UYS7aX, 5710266]
[paragraph, [26.0, 461.0, 786.0, 18.0], OGk_UYS7aX, 5710266]
[paragraph, [26.0, 479.0, 786.0, 18.0], OGk_UYS7aX, 5710266]
[paragraph, [26.0, 497.0, 786.0, 18.0], OGk_UYS7aX, 5710266]
[paragraph, [26.0, 515.0, 786.0, 18.0], OGk_UYS7aX, 5710266]
[paragraph, [26.0, 533.0, 786.0, 18.0], OGk_UYS7aX, 5710266]
[paragraph, [26.0, 551.0, 786.0, 18.0], OGk_UYS7aX, 5710266]
[paragraph, [26.0, 569.0, 786.0, 18.0], OGk_UYS7aX, 5710266]
[paragraph, [26.0, 587.0, 786.0, 18.0], OGk_UYS7aX, 5710266]
[paragraph, [26.0, 605.0, 786.0, 18.0], OGk_UYS7aX, 5710266]
[paragraph, [26.0, 623.0, 786.0, 18.0], OGk_UYS7aX, 5710266]
[paragraph, [35.0, 652.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 670.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 688.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 706.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 724.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 742.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 760.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 778.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 796.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 814.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 832.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 850.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 868.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 886.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 904.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 922.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 940.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 958.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 976.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 994.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 1012.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 1030.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 1048.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 1066.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 1084.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 1102.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 1120.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 1138.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 1156.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 1174.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 1192.0, 793.0, 18.0], k0be6RaCTI, 5710266]
[paragraph, [35.0, 1210.0, 793.0, 18.0], k0be6RaCTI, 5710266]
