[1754, 1241]
[sub-section-title, [216.0, 225.0, 582.0, 36.0], shoonya_2s90CHPZN0ISX4, 5714465]
[paragraph, [212.0, 304.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 340.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 376.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 412.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 448.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 484.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 520.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 556.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 592.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 628.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 664.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 700.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 736.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 772.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 808.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 844.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 880.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 916.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 952.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 988.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 1024.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 1060.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 1096.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 1132.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 1168.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 1204.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 1240.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 1276.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 1312.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 1348.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 1384.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 1420.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 1456.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
[paragraph, [212.0, 1492.0, 891.0, 36.0], shoonya_0s125BESYT8ELW, 5714465]
