[1387, 987]
[paragraph, [89.0, 98.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 116.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 134.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 152.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 170.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 188.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 206.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 224.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 242.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 260.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 278.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 296.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 314.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 332.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 350.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 368.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 386.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 404.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 422.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 440.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 458.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 476.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 494.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 512.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 530.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 548.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 566.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 584.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 602.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 620.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 638.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 656.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 674.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 692.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 710.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 728.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 746.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 764.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 782.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 800.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 818.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 836.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 854.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 872.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 890.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 908.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 926.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 944.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 962.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 980.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 998.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 1016.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 1034.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 1052.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 1070.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 1088.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 1106.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 1124.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 1142.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 1160.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 1178.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 1196.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 1214.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 1232.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 1250.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
[paragraph, [89.0, 1268.0, 808.0, 18.0], shoonya_0sRP2TD9NNFE0Y, 5653045]
