[1447, 1063]
[folio, [416.0, 55.0, 195.0, 18.0], QY5aamM3nh, 5762651]
[paragraph, [533.0, 764.0, 439.0, 18.0], ATrNR2B99a, 5762651]
[paragraph, [533.0, 782.0, 439.0, 18.0], ATrNR2B99a, 5762651]
[paragraph, [533.0, 800.0, 439.0, 18.0], ATrNR2B99a, 5762651]
[paragraph, [533.0, 818.0, 439.0, 18.0], ATrNR2B99a, 5762651]
[paragraph, [91.0, 771.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 789.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 807.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 825.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 843.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 861.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 879.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 897.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 915.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 933.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 951.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 969.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 987.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1005.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1023.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1041.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1059.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1077.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1095.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1113.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1131.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1149.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1167.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1185.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1203.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1221.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1239.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1257.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1275.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1293.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [91.0, 1311.0, 433.0, 18.0], lAGx_DQu_7, 5762651]
[paragraph, [532.0, 853.0, 439.0, 18.0], qA8K3beIHo, 5762651]
[paragraph, [532.0, 871.0, 439.0, 18.0], qA8K3beIHo, 5762651]
[paragraph, [532.0, 889.0, 439.0, 18.0], qA8K3beIHo, 5762651]
[paragraph, [532.0, 907.0, 439.0, 18.0], qA8K3beIHo, 5762651]
[paragraph, [532.0, 925.0, 439.0, 18.0], qA8K3beIHo, 5762651]
[paragraph, [532.0, 943.0, 439.0, 18.0], qA8K3beIHo, 5762651]
[paragraph, [532.0, 961.0, 439.0, 18.0], qA8K3beIHo, 5762651]
[paragraph, [532.0, 979.0, 439.0, 18.0], qA8K3beIHo, 5762651]
[paragraph, [532.0, 997.0, 439.0, 18.0], qA8K3beIHo, 5762651]
[paragraph, [537.0, 1029.0, 435.0, 18.0], r8YTI6D_62, 5762651]
[paragraph, [537.0, 1047.0, 435.0, 18.0], r8YTI6D_62, 5762651]
[paragraph, [537.0, 1065.0, 435.0, 18.0], r8YTI6D_62, 5762651]
[paragraph, [537.0, 1083.0, 435.0, 18.0], r8YTI6D_62, 5762651]
[paragraph, [537.0, 1101.0, 435.0, 18.0], r8YTI6D_62, 5762651]
[paragraph, [537.0, 1119.0, 435.0, 18.0], r8YTI6D_62, 5762651]
[paragraph, [537.0, 1137.0, 435.0, 18.0], r8YTI6D_62, 5762651]
[paragraph, [537.0, 1155.0, 435.0, 18.0], r8YTI6D_62, 5762651]
[paragraph, [537.0, 1173.0, 435.0, 18.0], r8YTI6D_62, 5762651]
[paragraph, [537.0, 1191.0, 435.0, 18.0], r8YTI6D_62, 5762651]
[paragraph, [537.0, 1209.0, 435.0, 18.0], r8YTI6D_62, 5762651]
[paragraph, [537.0, 1227.0, 435.0, 18.0], r8YTI6D_62, 5762651]
[paragraph, [537.0, 1245.0, 435.0, 18.0], r8YTI6D_62, 5762651]
[paragraph, [537.0, 1263.0, 435.0, 18.0], r8YTI6D_62, 5762651]
[paragraph, [537.0, 1281.0, 435.0, 18.0], r8YTI6D_62, 5762651]
[paragraph, [537.0, 1299.0, 435.0, 18.0], r8YTI6D_62, 5762651]
[paragraph, [537.0, 1317.0, 435.0, 18.0], r8YTI6D_62, 5762651]
