[2339, 1656]
[folio, [421.0, 20.0, 487.0, 36.0], wTr_q48BMt, 5656539]
[section-title, [492.0, 115.0, 667.0, 52.5], DQ2nMyQ1YE, 5656539]
[author, [715.0, 279.0, 223.0, 36.0], efcgMprlQy, 5656539]
[author, [715.0, 315.0, 223.0, 36.0], efcgMprlQy, 5656539]
[contact-info, [440.0, 368.0, 791.0, 36.0], KP4awOu50g, 5656539]
[contact-info, [440.0, 404.0, 791.0, 36.0], KP4awOu50g, 5656539]
[contact-info, [440.0, 440.0, 791.0, 36.0], KP4awOu50g, 5656539]
[contact-info, [440.0, 476.0, 791.0, 36.0], KP4awOu50g, 5656539]
[contact-info, [440.0, 512.0, 791.0, 36.0], KP4awOu50g, 5656539]
[paragraph, [73.0, 684.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 720.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 756.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 792.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 828.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 864.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 900.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 936.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 972.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1008.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1044.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1080.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1116.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1152.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1188.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1224.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1260.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1296.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1332.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1368.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1404.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1440.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1476.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1512.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1548.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1584.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1620.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1656.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1692.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1728.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [73.0, 1764.0, 1526.0, 36.0], shoonya_0s7W4MXM82WJK3, 5656539]
[paragraph, [101.0, 1840.0, 1238.0, 36.0], shoonya_1sV8T0VEH9LT4M, 5656539]
[folio, [355.0, 2258.0, 963.0, 36.0], MOd8fD_emQ, 5656539]
