[1031, 622]
[section-title, [260.0, 70.0, 123.0, 30.0], iJATWMl3nP, 5709730]
[paragraph, [60.0, 113.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [60.0, 131.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [60.0, 149.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [60.0, 167.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [60.0, 185.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [60.0, 203.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [60.0, 221.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [60.0, 239.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [60.0, 257.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [60.0, 275.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [60.0, 293.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [60.0, 311.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [60.0, 329.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [60.0, 347.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [60.0, 365.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [60.0, 383.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [60.0, 401.0, 505.0, 18.0], shoonya_1sZB06KD47B971, 5709730]
[paragraph, [63.0, 424.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 442.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 460.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 478.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 496.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 514.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 532.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 550.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 568.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 586.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 604.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 622.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 640.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 658.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 676.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 694.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 712.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 730.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 748.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 766.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 784.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 802.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 820.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 838.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 856.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 874.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 892.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 910.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 928.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
[paragraph, [63.0, 946.0, 497.0, 18.0], shoonya_0sV2L398NXCOFA, 5709730]
