[2339, 1656]
[folio, [97.0, 22.0, 696.0, 36.0], rqYCBfa2mI, 5656094]
[folio, [97.0, 58.0, 696.0, 36.0], rqYCBfa2mI, 5656094]
[dateline, [1035.0, 22.0, 525.0, 64.5], gif2AA01xL, 5656094]
[paragraph, [838.0, 115.0, 711.0, 36.0], shoonya_9sX3T5GD8AB6NI, 5656094]
[paragraph, [838.0, 151.0, 711.0, 36.0], shoonya_9sX3T5GD8AB6NI, 5656094]
[paragraph, [838.0, 187.0, 711.0, 36.0], shoonya_9sX3T5GD8AB6NI, 5656094]
[paragraph, [838.0, 223.0, 711.0, 36.0], shoonya_9sX3T5GD8AB6NI, 5656094]
[paragraph, [838.0, 259.0, 711.0, 36.0], shoonya_9sX3T5GD8AB6NI, 5656094]
[paragraph, [845.0, 319.0, 702.0, 36.0], shoonya_3sZO7LPH6PBFQE, 5656094]
[paragraph, [845.0, 355.0, 702.0, 36.0], shoonya_3sZO7LPH6PBFQE, 5656094]
[paragraph, [845.0, 391.0, 702.0, 36.0], shoonya_3sZO7LPH6PBFQE, 5656094]
[paragraph, [845.0, 427.0, 702.0, 36.0], shoonya_3sZO7LPH6PBFQE, 5656094]
[paragraph, [845.0, 463.0, 702.0, 36.0], shoonya_3sZO7LPH6PBFQE, 5656094]
[paragraph, [845.0, 499.0, 702.0, 36.0], shoonya_3sZO7LPH6PBFQE, 5656094]
[paragraph, [845.0, 535.0, 702.0, 36.0], shoonya_3sZO7LPH6PBFQE, 5656094]
[paragraph, [845.0, 571.0, 702.0, 36.0], shoonya_3sZO7LPH6PBFQE, 5656094]
[figure-caption, [164.0, 598.0, 562.0, 36.0], shoonya_7sFU8DILTZB24S, 5656094]
[paragraph, [834.0, 619.0, 731.0, 36.0], shoonya_1s1Q2EAY021ENX, 5656094]
[paragraph, [834.0, 655.0, 731.0, 36.0], shoonya_1s1Q2EAY021ENX, 5656094]
[paragraph, [834.0, 691.0, 731.0, 36.0], shoonya_1s1Q2EAY021ENX, 5656094]
[paragraph, [834.0, 727.0, 731.0, 36.0], shoonya_1s1Q2EAY021ENX, 5656094]
[paragraph, [834.0, 763.0, 731.0, 36.0], shoonya_1s1Q2EAY021ENX, 5656094]
[paragraph, [834.0, 799.0, 731.0, 36.0], shoonya_1s1Q2EAY021ENX, 5656094]
[paragraph, [834.0, 835.0, 731.0, 36.0], shoonya_1s1Q2EAY021ENX, 5656094]
[paragraph, [834.0, 871.0, 731.0, 36.0], shoonya_1s1Q2EAY021ENX, 5656094]
[paragraph, [834.0, 907.0, 731.0, 36.0], shoonya_1s1Q2EAY021ENX, 5656094]
[paragraph, [834.0, 943.0, 731.0, 36.0], shoonya_1s1Q2EAY021ENX, 5656094]
[paragraph, [834.0, 979.0, 731.0, 36.0], shoonya_1s1Q2EAY021ENX, 5656094]
[paragraph, [834.0, 1015.0, 731.0, 36.0], shoonya_1s1Q2EAY021ENX, 5656094]
[paragraph, [834.0, 1051.0, 731.0, 36.0], shoonya_1s1Q2EAY021ENX, 5656094]
[paragraph, [834.0, 1087.0, 731.0, 36.0], shoonya_1s1Q2EAY021ENX, 5656094]
[paragraph, [834.0, 1123.0, 731.0, 36.0], shoonya_1s1Q2EAY021ENX, 5656094]
[paragraph, [58.0, 700.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 736.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 772.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 808.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 844.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 880.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
[paragraph, [58.0, 916.0, 764.0, 36.0], shoonya_0sPETFGS4D5K1P, 5656094]
