[1320, 1176]
[folio, [68.0, 57.0, 175.0, 18.0], shoonya_0sRH377C58BA80, 5694071]
[folio, [68.0, 75.0, 175.0, 18.0], shoonya_0sRH377C58BA80, 5694071]
[folio, [68.0, 93.0, 175.0, 18.0], shoonya_0sRH377C58BA80, 5694071]
[folio, [68.0, 111.0, 175.0, 18.0], shoonya_0sRH377C58BA80, 5694071]
[folio, [68.0, 129.0, 175.0, 18.0], shoonya_0sRH377C58BA80, 5694071]
[folio, [68.0, 147.0, 175.0, 18.0], shoonya_0sRH377C58BA80, 5694071]
[paragraph, [405.0, 181.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 199.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 217.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 235.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 253.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 271.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 289.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 307.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 325.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 343.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 361.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 379.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 397.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 415.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 433.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 451.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 469.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 487.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 505.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 523.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 541.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 559.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 577.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 595.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 613.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 631.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 649.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 667.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 685.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [405.0, 703.0, 337.0, 18.0], ExhyAXo4_L, 5694071]
[paragraph, [32.0, 185.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 203.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 221.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 239.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 257.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 275.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 293.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 311.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 329.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 347.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 365.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 383.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 401.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 419.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 437.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 455.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 473.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 491.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 509.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 527.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 545.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 563.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 581.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [32.0, 599.0, 373.0, 18.0], shoonya_2s5TNVC44YL8HL, 5694071]
[paragraph, [752.0, 187.0, 332.0, 18.0], H0tIasrz4d, 5694071]
[paragraph, [752.0, 205.0, 332.0, 18.0], H0tIasrz4d, 5694071]
[paragraph, [752.0, 223.0, 332.0, 18.0], H0tIasrz4d, 5694071]
[paragraph, [752.0, 241.0, 332.0, 18.0], H0tIasrz4d, 5694071]
[paragraph, [752.0, 259.0, 332.0, 18.0], H0tIasrz4d, 5694071]
[paragraph, [752.0, 277.0, 332.0, 18.0], H0tIasrz4d, 5694071]
[paragraph, [752.0, 295.0, 332.0, 18.0], H0tIasrz4d, 5694071]
[paragraph, [752.0, 313.0, 332.0, 18.0], H0tIasrz4d, 5694071]
[paragraph, [752.0, 331.0, 332.0, 18.0], H0tIasrz4d, 5694071]
[sub-section-title, [759.0, 362.0, 325.0, 25.5], Ioxg72lj-G, 5694071]
[paragraph, [752.0, 405.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
[paragraph, [752.0, 423.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
[paragraph, [752.0, 441.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
[paragraph, [752.0, 459.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
[paragraph, [752.0, 477.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
[paragraph, [752.0, 495.0, 335.0, 18.0], 9cwFAYXTvG, 5694071]
