[1650, 1275]
[sub-section-title, [517.0, 237.0, 241.0, 36.0], shoonya_10sDI3ZWWIGA09, 5780922]
[ordered-list, [123.0, 545.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 581.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 617.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 653.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 689.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 725.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 761.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 797.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 833.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 869.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 905.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 941.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 977.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 1013.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 1049.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 1085.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 1121.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 1157.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 1193.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[ordered-list, [123.0, 1229.0, 1015.0, 36.0], zzzX_28wWR, 5780922]
[sub-ordered-list, [176.0, 589.0, 958.0, 36.0], SHsFkljJwu, 5780922]
[sub-ordered-list, [176.0, 625.0, 958.0, 36.0], SHsFkljJwu, 5780922]
[sub-ordered-list, [176.0, 661.0, 958.0, 36.0], SHsFkljJwu, 5780922]
[sub-ordered-list, [176.0, 697.0, 958.0, 36.0], SHsFkljJwu, 5780922]
[sub-ordered-list, [172.0, 792.0, 960.0, 36.0], nfluBjGXQI, 5780922]
[sub-ordered-list, [172.0, 828.0, 960.0, 36.0], nfluBjGXQI, 5780922]
[sub-ordered-list, [170.0, 952.0, 960.0, 36.0], GF8z2INKoj, 5780922]
[sub-ordered-list, [170.0, 988.0, 960.0, 36.0], GF8z2INKoj, 5780922]
[sub-ordered-list, [170.0, 1024.0, 960.0, 36.0], GF8z2INKoj, 5780922]
[sub-ordered-list, [174.0, 1124.0, 966.0, 36.0], CPGUsaNb9K, 5780922]
[sub-ordered-list, [174.0, 1160.0, 966.0, 36.0], CPGUsaNb9K, 5780922]
[sub-ordered-list, [174.0, 1196.0, 966.0, 36.0], CPGUsaNb9K, 5780922]
