[720, 504]
[paragraph, [47.0, 111.0, 198.0, 18.0], shoonya_1sOI9F2AABRBR4, 5650885]
[paragraph, [47.0, 129.0, 198.0, 18.0], shoonya_1sOI9F2AABRBR4, 5650885]
[paragraph, [47.0, 147.0, 198.0, 18.0], shoonya_1sOI9F2AABRBR4, 5650885]
[paragraph, [47.0, 165.0, 198.0, 18.0], shoonya_1sOI9F2AABRBR4, 5650885]
[paragraph, [47.0, 183.0, 198.0, 18.0], shoonya_1sOI9F2AABRBR4, 5650885]
[paragraph, [47.0, 201.0, 198.0, 18.0], shoonya_1sOI9F2AABRBR4, 5650885]
[paragraph, [47.0, 219.0, 198.0, 18.0], shoonya_1sOI9F2AABRBR4, 5650885]
[paragraph, [47.0, 237.0, 198.0, 18.0], shoonya_1sOI9F2AABRBR4, 5650885]
[paragraph, [47.0, 255.0, 198.0, 18.0], shoonya_1sOI9F2AABRBR4, 5650885]
[paragraph, [257.0, 111.0, 199.0, 18.0], shoonya_2sXJWY1QHKRN0M, 5650885]
[paragraph, [257.0, 129.0, 199.0, 18.0], shoonya_2sXJWY1QHKRN0M, 5650885]
[paragraph, [257.0, 147.0, 199.0, 18.0], shoonya_2sXJWY1QHKRN0M, 5650885]
[paragraph, [257.0, 165.0, 199.0, 18.0], shoonya_2sXJWY1QHKRN0M, 5650885]
[paragraph, [257.0, 183.0, 199.0, 18.0], shoonya_2sXJWY1QHKRN0M, 5650885]
[paragraph, [257.0, 201.0, 199.0, 18.0], shoonya_2sXJWY1QHKRN0M, 5650885]
[paragraph, [257.0, 219.0, 199.0, 18.0], shoonya_2sXJWY1QHKRN0M, 5650885]
[paragraph, [257.0, 237.0, 199.0, 18.0], shoonya_2sXJWY1QHKRN0M, 5650885]
[paragraph, [257.0, 255.0, 199.0, 18.0], shoonya_2sXJWY1QHKRN0M, 5650885]
[paragraph, [257.0, 310.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [257.0, 328.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [257.0, 346.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [257.0, 364.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [257.0, 382.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [257.0, 400.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [257.0, 418.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [257.0, 436.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [257.0, 454.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [257.0, 472.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [257.0, 490.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [257.0, 508.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [257.0, 526.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [257.0, 544.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [257.0, 562.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [257.0, 580.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [257.0, 598.0, 198.0, 18.0], shoonya_3sR7T4452FMEEU, 5650885]
[paragraph, [48.0, 314.0, 197.0, 18.0], shoonya_0sCGT5COAFJRF0, 5650885]
[paragraph, [48.0, 332.0, 197.0, 18.0], shoonya_0sCGT5COAFJRF0, 5650885]
[paragraph, [48.0, 350.0, 197.0, 18.0], shoonya_0sCGT5COAFJRF0, 5650885]
[paragraph, [48.0, 368.0, 197.0, 18.0], shoonya_0sCGT5COAFJRF0, 5650885]
[paragraph, [48.0, 386.0, 197.0, 18.0], shoonya_0sCGT5COAFJRF0, 5650885]
[paragraph, [48.0, 404.0, 197.0, 18.0], shoonya_0sCGT5COAFJRF0, 5650885]
[paragraph, [48.0, 422.0, 197.0, 18.0], shoonya_0sCGT5COAFJRF0, 5650885]
[paragraph, [48.0, 440.0, 197.0, 18.0], shoonya_0sCGT5COAFJRF0, 5650885]
[paragraph, [48.0, 458.0, 197.0, 18.0], shoonya_0sCGT5COAFJRF0, 5650885]
[paragraph, [48.0, 476.0, 197.0, 18.0], shoonya_0sCGT5COAFJRF0, 5650885]
[paragraph, [48.0, 494.0, 197.0, 18.0], shoonya_0sCGT5COAFJRF0, 5650885]
[paragraph, [48.0, 512.0, 197.0, 18.0], shoonya_0sCGT5COAFJRF0, 5650885]
[paragraph, [48.0, 530.0, 197.0, 18.0], shoonya_0sCGT5COAFJRF0, 5650885]
[paragraph, [47.0, 585.0, 198.0, 18.0], shoonya_4s367G6UR7ARJD, 5650885]
[paragraph, [47.0, 603.0, 198.0, 18.0], shoonya_4s367G6UR7ARJD, 5650885]
