[1468, 909]
[folio, [354.0, 71.0, 191.0, 18.0], AdiUD5BHhy, 5770658]
[folio, [354.0, 89.0, 191.0, 18.0], AdiUD5BHhy, 5770658]
[folio, [354.0, 107.0, 191.0, 18.0], AdiUD5BHhy, 5770658]
[paragraph, [459.0, 142.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 160.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 178.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 196.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 214.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 232.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 250.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 268.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 286.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 304.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 322.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 340.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 358.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 376.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 394.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 412.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 430.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 448.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 466.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 484.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 502.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 520.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 538.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 556.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 574.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 592.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 610.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 628.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 646.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 664.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 682.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 700.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 718.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 736.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 754.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 772.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 790.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 808.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [459.0, 826.0, 374.0, 18.0], PQp3s1kpnB, 5770658]
[paragraph, [79.0, 143.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 161.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 179.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 197.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 215.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 233.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 251.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 269.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 287.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 305.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 323.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 341.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 359.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 377.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 395.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 413.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 431.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 449.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 467.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 485.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 503.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 521.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 539.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 557.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 575.0, 370.0, 18.0], -FcInn8vcH, 5770658]
[paragraph, [79.0, 593.0, 370.0, 18.0], -FcInn8vcH, 5770658]
