[2200, 1700]
[paragraph, [420.0, 126.0, 860.0, 36.0], shoonya_5sNHY0L5E4L2SH, 5660454]
[paragraph, [420.0, 162.0, 860.0, 36.0], shoonya_5sNHY0L5E4L2SH, 5660454]
[paragraph, [420.0, 198.0, 860.0, 36.0], shoonya_5sNHY0L5E4L2SH, 5660454]
[paragraph, [420.0, 234.0, 860.0, 36.0], shoonya_5sNHY0L5E4L2SH, 5660454]
[paragraph, [420.0, 270.0, 860.0, 36.0], shoonya_5sNHY0L5E4L2SH, 5660454]
[paragraph, [420.0, 306.0, 860.0, 36.0], shoonya_5sNHY0L5E4L2SH, 5660454]
[paragraph, [420.0, 342.0, 860.0, 36.0], shoonya_5sNHY0L5E4L2SH, 5660454]
[paragraph, [420.0, 378.0, 860.0, 36.0], shoonya_5sNHY0L5E4L2SH, 5660454]
[paragraph, [420.0, 414.0, 860.0, 36.0], shoonya_5sNHY0L5E4L2SH, 5660454]
[paragraph, [420.0, 450.0, 860.0, 36.0], shoonya_5sNHY0L5E4L2SH, 5660454]
[paragraph, [420.0, 486.0, 860.0, 36.0], shoonya_5sNHY0L5E4L2SH, 5660454]
[paragraph, [421.0, 541.0, 859.0, 36.0], shoonya_4sLHKU29W1X8NZ, 5660454]
[paragraph, [421.0, 577.0, 859.0, 36.0], shoonya_4sLHKU29W1X8NZ, 5660454]
[paragraph, [421.0, 613.0, 859.0, 36.0], shoonya_4sLHKU29W1X8NZ, 5660454]
[paragraph, [421.0, 649.0, 859.0, 36.0], shoonya_4sLHKU29W1X8NZ, 5660454]
[paragraph, [421.0, 685.0, 859.0, 36.0], shoonya_4sLHKU29W1X8NZ, 5660454]
[paragraph, [421.0, 721.0, 859.0, 36.0], shoonya_4sLHKU29W1X8NZ, 5660454]
[paragraph, [421.0, 757.0, 859.0, 36.0], shoonya_4sLHKU29W1X8NZ, 5660454]
[paragraph, [421.0, 793.0, 859.0, 36.0], shoonya_4sLHKU29W1X8NZ, 5660454]
[paragraph, [421.0, 829.0, 859.0, 36.0], shoonya_4sLHKU29W1X8NZ, 5660454]
[paragraph, [416.0, 900.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 936.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 972.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1008.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1044.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1080.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1116.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1152.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1188.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1224.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1260.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1296.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1332.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1368.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1404.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1440.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1476.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1512.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1548.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
[paragraph, [416.0, 1584.0, 865.0, 36.0], shoonya_1s3IX1DQJ75US4, 5660454]
