[1418, 1063]
[section-title, [116.0, 81.0, 398.0, 30.0], shoonya_8sO0U83O3CUKOY, 6468062]
[paragraph, [169.0, 122.0, 787.0, 18.0], shoonya_2sL8G3KGZ5PTAU, 6468062]
[paragraph, [169.0, 140.0, 787.0, 18.0], shoonya_2sL8G3KGZ5PTAU, 6468062]
[paragraph, [169.0, 158.0, 787.0, 18.0], shoonya_2sL8G3KGZ5PTAU, 6468062]
[paragraph, [169.0, 176.0, 787.0, 18.0], shoonya_2sL8G3KGZ5PTAU, 6468062]
[paragraph, [169.0, 194.0, 787.0, 18.0], shoonya_2sL8G3KGZ5PTAU, 6468062]
[paragraph, [169.0, 212.0, 787.0, 18.0], shoonya_2sL8G3KGZ5PTAU, 6468062]
[paragraph, [169.0, 230.0, 787.0, 18.0], shoonya_2sL8G3KGZ5PTAU, 6468062]
[paragraph, [169.0, 248.0, 787.0, 18.0], shoonya_2sL8G3KGZ5PTAU, 6468062]
[paragraph, [169.0, 266.0, 787.0, 18.0], shoonya_2sL8G3KGZ5PTAU, 6468062]
[paragraph, [169.0, 284.0, 787.0, 18.0], shoonya_2sL8G3KGZ5PTAU, 6468062]
[paragraph, [168.0, 362.0, 781.0, 18.0], jFPjCr_LQQ, 6468062]
[paragraph, [168.0, 380.0, 781.0, 18.0], jFPjCr_LQQ, 6468062]
[paragraph, [168.0, 398.0, 781.0, 18.0], jFPjCr_LQQ, 6468062]
[paragraph, [168.0, 416.0, 781.0, 18.0], jFPjCr_LQQ, 6468062]
[paragraph, [168.0, 434.0, 781.0, 18.0], jFPjCr_LQQ, 6468062]
[paragraph, [168.0, 452.0, 781.0, 18.0], jFPjCr_LQQ, 6468062]
[section-title, [116.0, 483.0, 594.0, 30.0], YDqemuLrQa, 6468062]
[paragraph, [169.0, 521.0, 782.0, 18.0], c1ssScl-Hf, 6468062]
[paragraph, [169.0, 539.0, 782.0, 18.0], c1ssScl-Hf, 6468062]
[paragraph, [169.0, 557.0, 782.0, 18.0], c1ssScl-Hf, 6468062]
[paragraph, [169.0, 575.0, 782.0, 18.0], c1ssScl-Hf, 6468062]
[paragraph, [105.0, 639.0, 852.0, 18.0], shoonya_6sMJ32HB3EUTVB, 6468062]
[paragraph, [105.0, 657.0, 852.0, 18.0], shoonya_6sMJ32HB3EUTVB, 6468062]
[paragraph, [105.0, 675.0, 852.0, 18.0], shoonya_6sMJ32HB3EUTVB, 6468062]
[paragraph, [105.0, 693.0, 852.0, 18.0], shoonya_6sMJ32HB3EUTVB, 6468062]
[paragraph, [105.0, 711.0, 852.0, 18.0], shoonya_6sMJ32HB3EUTVB, 6468062]
[paragraph, [105.0, 729.0, 852.0, 18.0], shoonya_6sMJ32HB3EUTVB, 6468062]
[section-title, [115.0, 776.0, 846.0, 30.0], shoonya_7sNPZEG1119SF1, 6468062]
[section-title, [115.0, 806.0, 846.0, 30.0], shoonya_7sNPZEG1119SF1, 6468062]
[section-title, [115.0, 836.0, 846.0, 30.0], shoonya_7sNPZEG1119SF1, 6468062]
[section-title, [115.0, 866.0, 846.0, 30.0], shoonya_7sNPZEG1119SF1, 6468062]
[sub-section-title, [114.0, 912.0, 325.0, 25.5], -c5lAlykbe, 6468062]
[figure-caption, [257.0, 1230.0, 575.0, 18.0], shoonya_3s8GY1GEXIN433, 6468062]
[figure-caption, [257.0, 1248.0, 575.0, 18.0], shoonya_3s8GY1GEXIN433, 6468062]
[folio, [118.0, 1314.0, 208.0, 18.0], 7gpabockeo, 6468062]
