[2200, 1700]
[paragraph, [333.0, 39.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 75.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 111.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 147.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 183.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 219.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 255.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 291.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 327.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 363.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 399.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 435.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 471.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 507.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 543.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 579.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 615.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 651.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 687.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [333.0, 723.0, 1121.0, 36.0], shoonya_1sQJ9KXBB9E39S, 5731400]
[paragraph, [458.0, 785.0, 887.0, 36.0], shoonya_2sYVJKLAMGLAVT, 5731400]
[paragraph, [352.0, 848.0, 1081.0, 36.0], shoonya_0sKW2W161XS9NC, 5731400]
[paragraph, [352.0, 884.0, 1081.0, 36.0], shoonya_0sKW2W161XS9NC, 5731400]
[paragraph, [352.0, 920.0, 1081.0, 36.0], shoonya_0sKW2W161XS9NC, 5731400]
[paragraph, [352.0, 956.0, 1081.0, 36.0], shoonya_0sKW2W161XS9NC, 5731400]
[paragraph, [435.0, 1019.0, 868.0, 36.0], 3ob_ZY3-SG, 5731400]
[paragraph, [335.0, 1076.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1112.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1148.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1184.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1220.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1256.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1292.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1328.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1364.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1400.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1436.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1472.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1508.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1544.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1580.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1616.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1652.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [335.0, 1688.0, 1088.0, 36.0], KA033N99lT, 5731400]
[paragraph, [328.0, 1749.0, 1083.0, 36.0], shoonya_3sOHSAWTM7J9G6, 5731400]
[paragraph, [328.0, 1785.0, 1083.0, 36.0], shoonya_3sOHSAWTM7J9G6, 5731400]
[paragraph, [328.0, 1821.0, 1083.0, 36.0], shoonya_3sOHSAWTM7J9G6, 5731400]
[paragraph, [328.0, 1857.0, 1083.0, 36.0], shoonya_3sOHSAWTM7J9G6, 5731400]
[paragraph, [328.0, 1893.0, 1083.0, 36.0], shoonya_3sOHSAWTM7J9G6, 5731400]
[folio, [411.0, 1987.0, 356.0, 36.0], 26T_B-ptxM, 5731400]
