[1275, 1650]
[folio, [204.0, 136.0, 575.0, 18.0], KWOR4ho2JZ, 5765001]
[folio, [204.0, 154.0, 575.0, 18.0], KWOR4ho2JZ, 5765001]
[folio, [204.0, 172.0, 575.0, 18.0], KWOR4ho2JZ, 5765001]
[folio, [204.0, 190.0, 575.0, 18.0], KWOR4ho2JZ, 5765001]
[folio, [204.0, 208.0, 575.0, 18.0], KWOR4ho2JZ, 5765001]
[folio, [204.0, 226.0, 575.0, 18.0], KWOR4ho2JZ, 5765001]
[folio, [204.0, 244.0, 575.0, 18.0], KWOR4ho2JZ, 5765001]
[folio, [204.0, 262.0, 575.0, 18.0], KWOR4ho2JZ, 5765001]
[folio, [204.0, 280.0, 575.0, 18.0], KWOR4ho2JZ, 5765001]
[folio, [204.0, 298.0, 575.0, 18.0], KWOR4ho2JZ, 5765001]
[second-level-question, [851.0, 177.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 195.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 213.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 231.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 249.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 267.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 285.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 303.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 321.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 339.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 357.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 375.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 393.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 411.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 429.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 447.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 465.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 483.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[second-level-question, [851.0, 501.0, 653.0, 18.0], LTMgVYnrNe, 5765001]
[sidebar, [80.0, 315.0, 198.0, 18.0], tlq5H1F0-t, 5765001]
[sidebar, [443.0, 321.0, 338.0, 18.0], pOlsun46bb, 5765001]
[sidebar, [443.0, 339.0, 338.0, 18.0], pOlsun46bb, 5765001]
[section-title, [367.0, 375.0, 167.0, 30.0], PrphnllJwz, 5765001]
[sidebar, [606.0, 406.0, 146.0, 18.0], S5DQdH0t6G, 5765001]
[sidebar, [606.0, 424.0, 146.0, 18.0], S5DQdH0t6G, 5765001]
[second-level-question, [76.0, 484.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 502.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 520.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 538.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 556.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 574.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 592.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 610.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 628.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 646.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 664.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 682.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 700.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 718.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 736.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 754.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 772.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 790.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 808.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 826.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 844.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 862.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[second-level-question, [76.0, 880.0, 682.0, 18.0], MF9Fjn4-Xs, 5765001]
[section-title, [1146.0, 542.0, 146.0, 30.0], UoaQnMPgLt, 5765001]
[sidebar, [1373.0, 592.0, 138.0, 18.0], temSCYzUtJ, 5765001]
[sidebar, [1373.0, 610.0, 138.0, 18.0], temSCYzUtJ, 5765001]
[second-level-question, [804.0, 633.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 651.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 669.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 687.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 705.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 723.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 741.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 759.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 777.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 795.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 813.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 831.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 849.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 867.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 885.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 903.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 921.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 939.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 957.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 975.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 993.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 1011.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 1029.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 1047.0, 715.0, 18.0], y37n0RbntN, 5765001]
[second-level-question, [804.0, 1065.0, 715.0, 18.0], y37n0RbntN, 5765001]
[section-title, [371.0, 936.0, 146.0, 30.0], X_-OD80e9d, 5765001]
[sidebar, [563.0, 959.0, 125.0, 18.0], lALllnpeWt, 5765001]
[sidebar, [563.0, 977.0, 125.0, 18.0], lALllnpeWt, 5765001]
[sidebar, [563.0, 995.0, 125.0, 18.0], lALllnpeWt, 5765001]
[second-level-question, [74.0, 1043.0, 620.0, 18.0], O9YDiBpmrw, 5765001]
[second-level-question, [74.0, 1061.0, 620.0, 18.0], O9YDiBpmrw, 5765001]
[folio, [1233.0, 1112.0, 245.0, 18.0], WuNEEIUFo2, 5765001]
