[1492, 1000]
[folio, [417.0, 157.0, 204.0, 18.0], shoonya_1sTJCYXY23487I, 5720410]
[paragraph, [154.0, 207.0, 728.0, 18.0], shoonya_4s1L7XGBQW4OHF, 5720410]
[paragraph, [154.0, 225.0, 728.0, 18.0], shoonya_4s1L7XGBQW4OHF, 5720410]
[paragraph, [154.0, 243.0, 728.0, 18.0], shoonya_4s1L7XGBQW4OHF, 5720410]
[paragraph, [154.0, 261.0, 728.0, 18.0], shoonya_4s1L7XGBQW4OHF, 5720410]
[paragraph, [154.0, 279.0, 728.0, 18.0], shoonya_4s1L7XGBQW4OHF, 5720410]
[paragraph, [154.0, 297.0, 728.0, 18.0], shoonya_4s1L7XGBQW4OHF, 5720410]
[paragraph, [154.0, 315.0, 728.0, 18.0], shoonya_4s1L7XGBQW4OHF, 5720410]
[paragraph, [154.0, 333.0, 728.0, 18.0], shoonya_4s1L7XGBQW4OHF, 5720410]
[paragraph, [154.0, 351.0, 728.0, 18.0], shoonya_4s1L7XGBQW4OHF, 5720410]
[paragraph, [157.0, 371.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 389.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 407.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 425.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 443.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 461.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 479.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 497.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 515.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 533.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 551.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 569.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 587.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 605.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 623.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 641.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 659.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 677.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 695.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 713.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 731.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 749.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 767.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 785.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 803.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[paragraph, [157.0, 821.0, 727.0, 18.0], 0UreV0mLeQ, 5720410]
[chapter-title, [429.0, 896.0, 183.0, 30.0], shoonya_3sYXN5Q5O1EH70, 5720410]
[section-title, [208.0, 944.0, 612.0, 30.0], 0bYdOEVN71, 5720410]
[paragraph, [148.0, 994.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1012.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1030.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1048.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1066.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1084.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1102.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1120.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1138.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1156.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1174.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1192.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1210.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1228.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1246.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1264.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1282.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
[paragraph, [148.0, 1300.0, 739.0, 18.0], QLj2c9Ulma, 5720410]
