[2200, 1700]
[paragraph, [143.0, 205.0, 656.0, 36.0], shoonya_0sHNF2LY5L002U, 5752702]
[paragraph, [143.0, 241.0, 656.0, 36.0], shoonya_0sHNF2LY5L002U, 5752702]
[paragraph, [143.0, 277.0, 656.0, 36.0], shoonya_0sHNF2LY5L002U, 5752702]
[paragraph, [143.0, 313.0, 656.0, 36.0], shoonya_0sHNF2LY5L002U, 5752702]
[paragraph, [143.0, 349.0, 656.0, 36.0], shoonya_0sHNF2LY5L002U, 5752702]
[paragraph, [143.0, 385.0, 656.0, 36.0], shoonya_0sHNF2LY5L002U, 5752702]
[paragraph, [143.0, 421.0, 656.0, 36.0], shoonya_0sHNF2LY5L002U, 5752702]
[paragraph, [143.0, 457.0, 656.0, 36.0], shoonya_0sHNF2LY5L002U, 5752702]
[paragraph, [143.0, 493.0, 656.0, 36.0], shoonya_0sHNF2LY5L002U, 5752702]
[paragraph, [143.0, 529.0, 656.0, 36.0], shoonya_0sHNF2LY5L002U, 5752702]
[paragraph, [143.0, 565.0, 656.0, 36.0], shoonya_0sHNF2LY5L002U, 5752702]
[paragraph, [143.0, 601.0, 656.0, 36.0], shoonya_0sHNF2LY5L002U, 5752702]
[paragraph, [143.0, 637.0, 656.0, 36.0], shoonya_0sHNF2LY5L002U, 5752702]
[paragraph, [143.0, 673.0, 656.0, 36.0], shoonya_0sHNF2LY5L002U, 5752702]
[paragraph, [143.0, 709.0, 656.0, 36.0], shoonya_0sHNF2LY5L002U, 5752702]
[paragraph, [900.0, 208.0, 656.0, 36.0], go7e070BxJ, 5752702]
[paragraph, [900.0, 244.0, 656.0, 36.0], go7e070BxJ, 5752702]
[paragraph, [900.0, 280.0, 656.0, 36.0], go7e070BxJ, 5752702]
[paragraph, [900.0, 316.0, 656.0, 36.0], go7e070BxJ, 5752702]
[paragraph, [903.0, 395.0, 658.0, 36.0], FW1_Q2cqzb, 5752702]
[paragraph, [903.0, 431.0, 658.0, 36.0], FW1_Q2cqzb, 5752702]
[paragraph, [903.0, 467.0, 658.0, 36.0], FW1_Q2cqzb, 5752702]
[paragraph, [903.0, 503.0, 658.0, 36.0], FW1_Q2cqzb, 5752702]
[paragraph, [903.0, 539.0, 658.0, 36.0], FW1_Q2cqzb, 5752702]
[paragraph, [903.0, 575.0, 658.0, 36.0], FW1_Q2cqzb, 5752702]
[paragraph, [903.0, 611.0, 658.0, 36.0], FW1_Q2cqzb, 5752702]
[paragraph, [903.0, 647.0, 658.0, 36.0], FW1_Q2cqzb, 5752702]
[paragraph, [903.0, 683.0, 658.0, 36.0], FW1_Q2cqzb, 5752702]
[paragraph, [903.0, 719.0, 658.0, 36.0], FW1_Q2cqzb, 5752702]
[paragraph, [903.0, 755.0, 658.0, 36.0], FW1_Q2cqzb, 5752702]
[paragraph, [903.0, 791.0, 658.0, 36.0], FW1_Q2cqzb, 5752702]
[paragraph, [903.0, 827.0, 658.0, 36.0], FW1_Q2cqzb, 5752702]
[paragraph, [903.0, 863.0, 658.0, 36.0], FW1_Q2cqzb, 5752702]
[paragraph, [138.0, 809.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 845.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 881.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 917.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 953.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 989.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1025.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1061.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1097.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1133.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1169.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1205.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1241.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1277.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1313.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1349.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1385.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1421.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1457.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1493.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1529.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1565.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1601.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1637.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1673.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [138.0, 1709.0, 662.0, 36.0], VShFVnk-pQ, 5752702]
[paragraph, [901.0, 950.0, 660.0, 36.0], ZahyXxsows, 5752702]
[paragraph, [901.0, 986.0, 660.0, 36.0], ZahyXxsows, 5752702]
[paragraph, [901.0, 1022.0, 660.0, 36.0], ZahyXxsows, 5752702]
[paragraph, [901.0, 1058.0, 660.0, 36.0], ZahyXxsows, 5752702]
[paragraph, [901.0, 1094.0, 660.0, 36.0], ZahyXxsows, 5752702]
[paragraph, [901.0, 1130.0, 660.0, 36.0], ZahyXxsows, 5752702]
[paragraph, [901.0, 1166.0, 660.0, 36.0], ZahyXxsows, 5752702]
[paragraph, [901.0, 1279.0, 656.0, 36.0], ZoSGvMhdzn, 5752702]
[paragraph, [901.0, 1315.0, 656.0, 36.0], ZoSGvMhdzn, 5752702]
[paragraph, [901.0, 1351.0, 656.0, 36.0], ZoSGvMhdzn, 5752702]
[paragraph, [901.0, 1387.0, 656.0, 36.0], ZoSGvMhdzn, 5752702]
[paragraph, [901.0, 1423.0, 656.0, 36.0], ZoSGvMhdzn, 5752702]
[paragraph, [896.0, 1502.0, 665.0, 36.0], mTpbMciXFK, 5752702]
[paragraph, [896.0, 1538.0, 665.0, 36.0], mTpbMciXFK, 5752702]
[paragraph, [896.0, 1574.0, 665.0, 36.0], mTpbMciXFK, 5752702]
[paragraph, [896.0, 1610.0, 665.0, 36.0], mTpbMciXFK, 5752702]
[paragraph, [896.0, 1646.0, 665.0, 36.0], mTpbMciXFK, 5752702]
[paragraph, [896.0, 1682.0, 665.0, 36.0], mTpbMciXFK, 5752702]
[paragraph, [896.0, 1718.0, 665.0, 36.0], mTpbMciXFK, 5752702]
[paragraph, [896.0, 1754.0, 665.0, 36.0], mTpbMciXFK, 5752702]
[paragraph, [896.0, 1790.0, 665.0, 36.0], mTpbMciXFK, 5752702]
[paragraph, [896.0, 1826.0, 665.0, 36.0], mTpbMciXFK, 5752702]
[paragraph, [896.0, 1862.0, 665.0, 36.0], mTpbMciXFK, 5752702]
[paragraph, [896.0, 1898.0, 665.0, 36.0], mTpbMciXFK, 5752702]
[paragraph, [896.0, 1934.0, 665.0, 36.0], mTpbMciXFK, 5752702]
[paragraph, [142.0, 1791.0, 652.0, 36.0], Fj2O-WUShX, 5752702]
[paragraph, [142.0, 1827.0, 652.0, 36.0], Fj2O-WUShX, 5752702]
[paragraph, [144.0, 1932.0, 656.0, 36.0], KP_Lfzfret, 5752702]
