[1518, 1075]
[paragraph, [557.0, 145.0, 427.0, 36.0], shoonya_7sI3CRJ2RNGSTU, 5722739]
[paragraph, [557.0, 181.0, 427.0, 36.0], shoonya_7sI3CRJ2RNGSTU, 5722739]
[paragraph, [557.0, 217.0, 427.0, 36.0], shoonya_7sI3CRJ2RNGSTU, 5722739]
[paragraph, [557.0, 253.0, 427.0, 36.0], shoonya_7sI3CRJ2RNGSTU, 5722739]
[paragraph, [114.0, 178.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 214.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 250.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 286.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 322.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 358.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 394.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 430.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 466.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 502.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 538.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 574.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 610.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 646.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 682.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 718.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 754.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 790.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 826.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 862.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 898.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 934.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 970.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 1006.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 1042.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 1078.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 1114.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 1150.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 1186.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 1222.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 1258.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [114.0, 1294.0, 430.0, 36.0], shoonya_4sSXO0FYRVYG3L, 5722739]
[paragraph, [557.0, 357.0, 428.0, 36.0], shoonya_0sZFH6U2BNAB04, 5722739]
[paragraph, [557.0, 393.0, 428.0, 36.0], shoonya_0sZFH6U2BNAB04, 5722739]
[paragraph, [557.0, 429.0, 428.0, 36.0], shoonya_0sZFH6U2BNAB04, 5722739]
[paragraph, [557.0, 465.0, 428.0, 36.0], shoonya_0sZFH6U2BNAB04, 5722739]
[paragraph, [557.0, 501.0, 428.0, 36.0], shoonya_0sZFH6U2BNAB04, 5722739]
[paragraph, [557.0, 537.0, 428.0, 36.0], shoonya_0sZFH6U2BNAB04, 5722739]
[paragraph, [557.0, 573.0, 428.0, 36.0], shoonya_0sZFH6U2BNAB04, 5722739]
[paragraph, [557.0, 609.0, 428.0, 36.0], shoonya_0sZFH6U2BNAB04, 5722739]
[paragraph, [557.0, 645.0, 428.0, 36.0], shoonya_0sZFH6U2BNAB04, 5722739]
[paragraph, [557.0, 681.0, 428.0, 36.0], shoonya_0sZFH6U2BNAB04, 5722739]
[paragraph, [557.0, 720.0, 426.0, 36.0], shoonya_11sBRD87KUNXS4, 5722739]
[paragraph, [557.0, 756.0, 426.0, 36.0], shoonya_11sBRD87KUNXS4, 5722739]
[paragraph, [557.0, 792.0, 426.0, 36.0], shoonya_11sBRD87KUNXS4, 5722739]
[paragraph, [557.0, 828.0, 426.0, 36.0], shoonya_11sBRD87KUNXS4, 5722739]
[paragraph, [557.0, 864.0, 426.0, 36.0], shoonya_11sBRD87KUNXS4, 5722739]
[paragraph, [557.0, 900.0, 426.0, 36.0], shoonya_11sBRD87KUNXS4, 5722739]
[paragraph, [555.0, 941.0, 429.0, 36.0], UAJfXkJBel, 5722739]
[paragraph, [557.0, 997.0, 428.0, 36.0], shoonya_1s75I3ETXZZX53, 5722739]
[paragraph, [557.0, 1033.0, 428.0, 36.0], shoonya_1s75I3ETXZZX53, 5722739]
[paragraph, [557.0, 1069.0, 428.0, 36.0], shoonya_1s75I3ETXZZX53, 5722739]
[paragraph, [557.0, 1105.0, 428.0, 36.0], shoonya_1s75I3ETXZZX53, 5722739]
[paragraph, [557.0, 1141.0, 428.0, 36.0], shoonya_1s75I3ETXZZX53, 5722739]
[paragraph, [557.0, 1177.0, 428.0, 36.0], shoonya_1s75I3ETXZZX53, 5722739]
[paragraph, [557.0, 1213.0, 428.0, 36.0], shoonya_1s75I3ETXZZX53, 5722739]
[paragraph, [557.0, 1249.0, 428.0, 36.0], shoonya_1s75I3ETXZZX53, 5722739]
[paragraph, [557.0, 1285.0, 428.0, 36.0], shoonya_1s75I3ETXZZX53, 5722739]
[folio, [260.0, 1347.0, 581.0, 36.0], iEXH0OyPDN, 5722739]
[folio, [193.0, 1386.0, 296.0, 36.0], XPhcfNB2kv, 5722739]
