[2200, 1700]
[paragraph, [872.0, 146.0, 746.0, 36.0], -iXK3ou4Xn, 5753079]
[paragraph, [872.0, 182.0, 746.0, 36.0], -iXK3ou4Xn, 5753079]
[paragraph, [872.0, 218.0, 746.0, 36.0], -iXK3ou4Xn, 5753079]
[paragraph, [872.0, 254.0, 746.0, 36.0], -iXK3ou4Xn, 5753079]
[paragraph, [872.0, 290.0, 746.0, 36.0], -iXK3ou4Xn, 5753079]
[paragraph, [872.0, 326.0, 746.0, 36.0], -iXK3ou4Xn, 5753079]
[paragraph, [872.0, 362.0, 746.0, 36.0], -iXK3ou4Xn, 5753079]
[paragraph, [872.0, 398.0, 746.0, 36.0], -iXK3ou4Xn, 5753079]
[paragraph, [872.0, 434.0, 746.0, 36.0], -iXK3ou4Xn, 5753079]
[paragraph, [872.0, 470.0, 746.0, 36.0], -iXK3ou4Xn, 5753079]
[paragraph, [872.0, 506.0, 746.0, 36.0], -iXK3ou4Xn, 5753079]
[paragraph, [872.0, 542.0, 746.0, 36.0], -iXK3ou4Xn, 5753079]
[paragraph, [872.0, 578.0, 746.0, 36.0], -iXK3ou4Xn, 5753079]
[paragraph, [872.0, 614.0, 746.0, 36.0], -iXK3ou4Xn, 5753079]
[paragraph, [74.0, 151.0, 751.0, 36.0], VZePZ7Zaow, 5753079]
[paragraph, [74.0, 187.0, 751.0, 36.0], VZePZ7Zaow, 5753079]
[paragraph, [74.0, 223.0, 751.0, 36.0], VZePZ7Zaow, 5753079]
[paragraph, [74.0, 259.0, 751.0, 36.0], VZePZ7Zaow, 5753079]
[paragraph, [74.0, 295.0, 751.0, 36.0], VZePZ7Zaow, 5753079]
[paragraph, [74.0, 331.0, 751.0, 36.0], VZePZ7Zaow, 5753079]
[paragraph, [74.0, 367.0, 751.0, 36.0], VZePZ7Zaow, 5753079]
[paragraph, [74.0, 403.0, 751.0, 36.0], VZePZ7Zaow, 5753079]
[paragraph, [84.0, 491.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 527.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 563.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 599.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 635.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 671.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 707.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 743.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 779.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 815.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 851.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 887.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 923.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 959.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 995.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 1031.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 1067.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [84.0, 1103.0, 731.0, 36.0], shoonya_0sCDI6CL7KK9U3, 5753079]
[paragraph, [882.0, 676.0, 725.0, 36.0], shoonya_2sRPOS4W6VR5PQ, 5753079]
[paragraph, [882.0, 712.0, 725.0, 36.0], shoonya_2sRPOS4W6VR5PQ, 5753079]
[paragraph, [882.0, 748.0, 725.0, 36.0], shoonya_2sRPOS4W6VR5PQ, 5753079]
[paragraph, [882.0, 784.0, 725.0, 36.0], shoonya_2sRPOS4W6VR5PQ, 5753079]
[paragraph, [882.0, 820.0, 725.0, 36.0], shoonya_2sRPOS4W6VR5PQ, 5753079]
[paragraph, [882.0, 856.0, 725.0, 36.0], shoonya_2sRPOS4W6VR5PQ, 5753079]
[paragraph, [882.0, 892.0, 725.0, 36.0], shoonya_2sRPOS4W6VR5PQ, 5753079]
[paragraph, [882.0, 928.0, 725.0, 36.0], shoonya_2sRPOS4W6VR5PQ, 5753079]
[paragraph, [882.0, 964.0, 725.0, 36.0], shoonya_2sRPOS4W6VR5PQ, 5753079]
[paragraph, [882.0, 1000.0, 725.0, 36.0], shoonya_2sRPOS4W6VR5PQ, 5753079]
[paragraph, [882.0, 1036.0, 725.0, 36.0], shoonya_2sRPOS4W6VR5PQ, 5753079]
[paragraph, [882.0, 1072.0, 725.0, 36.0], shoonya_2sRPOS4W6VR5PQ, 5753079]
[paragraph, [90.0, 1187.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1223.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1259.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1295.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1331.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1367.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1403.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1439.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1475.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1511.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1547.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1583.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1619.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1655.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1691.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1727.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1763.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [90.0, 1799.0, 717.0, 36.0], shoonya_1sUJ8XGSG6X6AP, 5753079]
[paragraph, [878.0, 1195.0, 748.0, 36.0], Mps1DtQDHZ, 5753079]
[paragraph, [878.0, 1231.0, 748.0, 36.0], Mps1DtQDHZ, 5753079]
[paragraph, [878.0, 1267.0, 748.0, 36.0], Mps1DtQDHZ, 5753079]
[paragraph, [878.0, 1303.0, 748.0, 36.0], Mps1DtQDHZ, 5753079]
[paragraph, [878.0, 1339.0, 748.0, 36.0], Mps1DtQDHZ, 5753079]
[paragraph, [887.0, 1407.0, 728.0, 36.0], SMk-t5aazZ, 5753079]
[paragraph, [887.0, 1443.0, 728.0, 36.0], SMk-t5aazZ, 5753079]
[paragraph, [887.0, 1479.0, 728.0, 36.0], SMk-t5aazZ, 5753079]
[paragraph, [887.0, 1515.0, 728.0, 36.0], SMk-t5aazZ, 5753079]
[paragraph, [887.0, 1551.0, 728.0, 36.0], SMk-t5aazZ, 5753079]
[paragraph, [882.0, 1613.0, 739.0, 36.0], WpPmfxktOz, 5753079]
[paragraph, [882.0, 1649.0, 739.0, 36.0], WpPmfxktOz, 5753079]
[paragraph, [882.0, 1685.0, 739.0, 36.0], WpPmfxktOz, 5753079]
[paragraph, [882.0, 1721.0, 739.0, 36.0], WpPmfxktOz, 5753079]
[paragraph, [882.0, 1757.0, 739.0, 36.0], WpPmfxktOz, 5753079]
[paragraph, [882.0, 1793.0, 739.0, 36.0], WpPmfxktOz, 5753079]
[paragraph, [882.0, 1829.0, 739.0, 36.0], WpPmfxktOz, 5753079]
[paragraph, [882.0, 1865.0, 739.0, 36.0], WpPmfxktOz, 5753079]
