[612, 792]
[section-title, [315.0, 68.0, 156.0, 30.0], 0llc-P8L0_, 6534006]
[paragraph, [59.0, 112.0, 651.0, 18.0], shoonya_0s4J1X4L6490IX, 6534006]
[paragraph, [59.0, 130.0, 651.0, 18.0], shoonya_0s4J1X4L6490IX, 6534006]
[paragraph, [59.0, 148.0, 651.0, 18.0], shoonya_0s4J1X4L6490IX, 6534006]
[paragraph, [59.0, 166.0, 651.0, 18.0], shoonya_0s4J1X4L6490IX, 6534006]
[paragraph, [55.0, 187.0, 657.0, 18.0], 73rl_D02pS, 6534006]
[paragraph, [55.0, 205.0, 657.0, 18.0], 73rl_D02pS, 6534006]
[paragraph, [55.0, 223.0, 657.0, 18.0], 73rl_D02pS, 6534006]
[paragraph, [55.0, 241.0, 657.0, 18.0], 73rl_D02pS, 6534006]
[paragraph, [55.0, 259.0, 657.0, 18.0], 73rl_D02pS, 6534006]
[paragraph, [55.0, 277.0, 657.0, 18.0], 73rl_D02pS, 6534006]
[paragraph, [57.0, 294.0, 662.0, 18.0], yUtPl8uN7c, 6534006]
[paragraph, [57.0, 312.0, 662.0, 18.0], yUtPl8uN7c, 6534006]
[paragraph, [57.0, 330.0, 662.0, 18.0], yUtPl8uN7c, 6534006]
[paragraph, [57.0, 348.0, 662.0, 18.0], yUtPl8uN7c, 6534006]
[paragraph, [57.0, 366.0, 662.0, 18.0], yUtPl8uN7c, 6534006]
[paragraph, [57.0, 384.0, 662.0, 18.0], yUtPl8uN7c, 6534006]
[paragraph, [57.0, 402.0, 662.0, 18.0], yUtPl8uN7c, 6534006]
[paragraph, [53.0, 431.0, 667.0, 18.0], 0TTA3hVd9a, 6534006]
[paragraph, [53.0, 449.0, 667.0, 18.0], 0TTA3hVd9a, 6534006]
[paragraph, [53.0, 467.0, 667.0, 18.0], 0TTA3hVd9a, 6534006]
[paragraph, [53.0, 485.0, 667.0, 18.0], 0TTA3hVd9a, 6534006]
[folio, [356.0, 546.0, 102.0, 18.0], Io7TRnb-TG, 6534006]
