[1275, 750]
[folio, [309.0, 86.0, 116.0, 18.0], shoonya_1s0TYHPUHJRUQX, 5767351]
[folio, [309.0, 104.0, 116.0, 18.0], shoonya_1s0TYHPUHJRUQX, 5767351]
[paragraph, [66.0, 150.0, 611.0, 18.0], 8rv8g2NCXu, 5767351]
[paragraph, [66.0, 168.0, 611.0, 18.0], 8rv8g2NCXu, 5767351]
[paragraph, [66.0, 186.0, 611.0, 18.0], 8rv8g2NCXu, 5767351]
[paragraph, [66.0, 204.0, 611.0, 18.0], 8rv8g2NCXu, 5767351]
[paragraph, [66.0, 222.0, 611.0, 18.0], 8rv8g2NCXu, 5767351]
[paragraph, [66.0, 240.0, 611.0, 18.0], 8rv8g2NCXu, 5767351]
[paragraph, [66.0, 258.0, 611.0, 18.0], 8rv8g2NCXu, 5767351]
[paragraph, [66.0, 276.0, 611.0, 18.0], 8rv8g2NCXu, 5767351]
[paragraph, [66.0, 294.0, 611.0, 18.0], 8rv8g2NCXu, 5767351]
[paragraph, [66.0, 312.0, 611.0, 18.0], 8rv8g2NCXu, 5767351]
[paragraph, [69.0, 343.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 361.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 379.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 397.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 415.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 433.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 451.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 469.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 487.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 505.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 523.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 541.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 559.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 577.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 595.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 613.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 631.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 649.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 667.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 685.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 703.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 721.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 739.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 757.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 775.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 793.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 811.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 829.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 847.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 865.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 883.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 901.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 919.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 937.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 955.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 973.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 991.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 1009.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 1027.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 1045.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 1063.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 1081.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 1099.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 1117.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 1135.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 1153.0, 614.0, 18.0], YRLAONDRsu, 5767351]
[paragraph, [69.0, 1171.0, 614.0, 18.0], YRLAONDRsu, 5767351]
