[792, 612]
[author, [265.0, 204.0, 94.0, 18.0], gXP1QQA2uO, 6514708]
[paragraph, [230.0, 282.0, 152.0, 18.0], 47jpt7HymF, 6514708]
[paragraph, [230.0, 300.0, 152.0, 18.0], 47jpt7HymF, 6514708]
[paragraph, [230.0, 318.0, 152.0, 18.0], 47jpt7HymF, 6514708]
[paragraph, [230.0, 336.0, 152.0, 18.0], 47jpt7HymF, 6514708]
[paragraph, [230.0, 354.0, 152.0, 18.0], 47jpt7HymF, 6514708]
[paragraph, [230.0, 372.0, 152.0, 18.0], 47jpt7HymF, 6514708]
[paragraph, [411.0, 282.0, 148.0, 18.0], vHxxE74b1F, 6514708]
[paragraph, [411.0, 300.0, 148.0, 18.0], vHxxE74b1F, 6514708]
[paragraph, [411.0, 318.0, 148.0, 18.0], vHxxE74b1F, 6514708]
[paragraph, [51.0, 299.0, 150.0, 18.0], eta4niKjD8, 6514708]
[paragraph, [51.0, 317.0, 150.0, 18.0], eta4niKjD8, 6514708]
[paragraph, [51.0, 335.0, 150.0, 18.0], eta4niKjD8, 6514708]
[paragraph, [51.0, 353.0, 150.0, 18.0], eta4niKjD8, 6514708]
[paragraph, [51.0, 371.0, 150.0, 18.0], eta4niKjD8, 6514708]
[paragraph, [51.0, 389.0, 150.0, 18.0], eta4niKjD8, 6514708]
[paragraph, [51.0, 407.0, 150.0, 18.0], eta4niKjD8, 6514708]
[paragraph, [51.0, 425.0, 150.0, 18.0], eta4niKjD8, 6514708]
[paragraph, [51.0, 443.0, 150.0, 18.0], eta4niKjD8, 6514708]
[paragraph, [51.0, 461.0, 150.0, 18.0], eta4niKjD8, 6514708]
[paragraph, [51.0, 479.0, 150.0, 18.0], eta4niKjD8, 6514708]
[paragraph, [409.0, 354.0, 151.0, 18.0], po2r89W1n0, 6514708]
[paragraph, [409.0, 372.0, 151.0, 18.0], po2r89W1n0, 6514708]
[paragraph, [409.0, 390.0, 151.0, 18.0], po2r89W1n0, 6514708]
[paragraph, [409.0, 408.0, 151.0, 18.0], po2r89W1n0, 6514708]
[paragraph, [409.0, 426.0, 151.0, 18.0], po2r89W1n0, 6514708]
[paragraph, [409.0, 444.0, 151.0, 18.0], po2r89W1n0, 6514708]
[paragraph, [409.0, 462.0, 151.0, 18.0], po2r89W1n0, 6514708]
[paragraph, [229.0, 397.0, 153.0, 18.0], _8lkbf0kqE, 6514708]
[paragraph, [229.0, 415.0, 153.0, 18.0], _8lkbf0kqE, 6514708]
[paragraph, [229.0, 433.0, 153.0, 18.0], _8lkbf0kqE, 6514708]
[paragraph, [229.0, 451.0, 153.0, 18.0], _8lkbf0kqE, 6514708]
[paragraph, [229.0, 469.0, 153.0, 18.0], _8lkbf0kqE, 6514708]
[paragraph, [229.0, 487.0, 153.0, 18.0], _8lkbf0kqE, 6514708]
[paragraph, [229.0, 505.0, 153.0, 18.0], _8lkbf0kqE, 6514708]
[paragraph, [229.0, 523.0, 153.0, 18.0], _8lkbf0kqE, 6514708]
[paragraph, [229.0, 541.0, 153.0, 18.0], _8lkbf0kqE, 6514708]
[paragraph, [229.0, 559.0, 153.0, 18.0], _8lkbf0kqE, 6514708]
[paragraph, [229.0, 577.0, 153.0, 18.0], _8lkbf0kqE, 6514708]
[paragraph, [408.0, 495.0, 152.0, 18.0], kTMabtdA_5, 6514708]
[paragraph, [408.0, 513.0, 152.0, 18.0], kTMabtdA_5, 6514708]
[paragraph, [408.0, 531.0, 152.0, 18.0], kTMabtdA_5, 6514708]
[paragraph, [408.0, 549.0, 152.0, 18.0], kTMabtdA_5, 6514708]
[paragraph, [408.0, 567.0, 152.0, 18.0], kTMabtdA_5, 6514708]
[paragraph, [408.0, 585.0, 152.0, 18.0], kTMabtdA_5, 6514708]
[paragraph, [408.0, 603.0, 152.0, 18.0], kTMabtdA_5, 6514708]
[paragraph, [408.0, 621.0, 152.0, 18.0], kTMabtdA_5, 6514708]
[paragraph, [408.0, 639.0, 152.0, 18.0], kTMabtdA_5, 6514708]
[paragraph, [408.0, 657.0, 152.0, 18.0], kTMabtdA_5, 6514708]
[paragraph, [51.0, 512.0, 150.0, 18.0], _GgHaYs9f9, 6514708]
[paragraph, [51.0, 530.0, 150.0, 18.0], _GgHaYs9f9, 6514708]
[paragraph, [51.0, 548.0, 150.0, 18.0], _GgHaYs9f9, 6514708]
[paragraph, [51.0, 566.0, 150.0, 18.0], _GgHaYs9f9, 6514708]
[paragraph, [51.0, 584.0, 150.0, 18.0], _GgHaYs9f9, 6514708]
[paragraph, [51.0, 602.0, 150.0, 18.0], _GgHaYs9f9, 6514708]
[paragraph, [51.0, 620.0, 150.0, 18.0], _GgHaYs9f9, 6514708]
[paragraph, [229.0, 599.0, 154.0, 18.0], 87nZGPKlMb, 6514708]
[paragraph, [229.0, 617.0, 154.0, 18.0], 87nZGPKlMb, 6514708]
[paragraph, [229.0, 635.0, 154.0, 18.0], 87nZGPKlMb, 6514708]
[paragraph, [229.0, 653.0, 154.0, 18.0], 87nZGPKlMb, 6514708]
[paragraph, [229.0, 671.0, 154.0, 18.0], 87nZGPKlMb, 6514708]
[paragraph, [51.0, 653.0, 150.0, 18.0], _W8xGNpm-X, 6514708]
[paragraph, [51.0, 671.0, 150.0, 18.0], _W8xGNpm-X, 6514708]
